"Blocking Key Value","Frequency"
"dex,seb,kei,xer","79"
"di","1338"
"fle","583"
"pun","258"
"ubi,dov,qin","78"
"nan,edi","1324"
"spr","580"
"aid","256"
"fer","1320"
"clo,fur","577"
"fas","1318"
"au,doh,uc","75"
"leo","255"
"ake,gs","74"
"was","576"
"kra","247"
"atc,heb,ai","73"
"tho,amb","1304"
"on","570"
"tas","246"
"exo,two,fmc,smu,kaw,td","72"
"do","1294"
"aud","569"
"pir","244"
"thy,duk,kia,cbs","71"
"red","1290"
"dom","565"
"hit,sia","242"
"exx,sue","70"
"vis","1288"
"nav","559"
"neg,non","238"
"asm,br","69"
"smi","1287"
"agi","558"
"cai","235"
"yok,cj,smc,miz,ved","68"
"us","1269"
"mah","556"
"lar","232"
"cig,vod,nab,cnr,veo","67"
"van","1267"
"bou","551"
"apa,flu","231"
"vor,ms,mie","66"
"pho,jap","1266"
"bev","550"
"nom","230"
"law","1262"
"aur","548"
"yor","1246"
"luf","64"
"adi","225"
"hic,fem","63"
"qui","546"
"nik","224"
"eig,fif,dix","62"
"mou","1242"
"mea","544"
"nes,kap","223"
"piv,jab","61"
"mex","2836"
"peo","1234"
"cov","542"
"llo,mae,dru","222"
"dae,nys,bp","60"
"lib","2829"
"vol","1232"
"dol","537"
"pon,sud","221"
"rop,gap","59"
"spa","2820"
"i,re","1222"
"vin","536"
"enc","219"
"baj,bao,bpi,ola","58"
"hel,sur","2784"
"mid","1212"
"fai","535"
"hug","216"
"tui,luz,koh","57"
"war","2772"
"emi","1204"
"abe","534"
"bec,sor,gil","215"
"bnp,kob","56"
"phi","2760"
"geo","1162"
"wei","532"
"gob,ree","212"
"viz,mye,wip,ici,gez","55"
"hom","2755"
"sab,ove","1160"
"eli","526"
"tir","211"
"hor","2752"
"fam","1159"
"nob","525"
"fed","2726"
"sen","1155"
"tim","2708"
"eis,hdf,cc,omr,idb","54"
"hya","210"
"kua,xl","53"
"vie","524"
"ore","209"
"aki,hak,xia,cbr","52"
"tok","1152"
"sar","523"
"wol","208"
"toh,aon,rya,ura,klu","51"
"bos","2668"
"alp","1144"
"f,tom,uti","522"
"rod,nuc","206"
"aet,anz,zho","50"
"roc","2664"
"act","1121"
"ref","520"
"fib","205"
"agc,aic,sdi,bt,ch,xce,eba","49"
"mus","2606"
"coc,ide","1108"
"lat","517"
"kyo,jia,dow,kir","204"
"adt,agg,dsm,efe","48"
"ben","2596"
"ast","1092"
"eme","500"
"rab,acu,boe","198"
"kub,pcl,amg,snc","47"
"joh","2595"
"cho","1084"
"sap","498"
"iri,gan","197"
"ito","46"
"goo","2576"
"ale","1070"
"rem","496"
"avo,maa","196"
"tei,ets,aya,urs,imi","45"
"hal","2572"
"pay","1054"
"dyn,mur","490"
"lag,dee,dut","194"
"deu","2532"
"fro","1052"
"amp","486"
"lon","2520"
"fuj,cab","1040"
"age","2513"
"nag","192"
"ash","478"
"zoo","191"
"flo","1034"
"sky","475"
"get","189"
"tai","2480"
"tes","1030"
"tak","470"
"cog,hir,kla","188"
"cat","9048"
"bre","2478"
"tor","1028"
"el","469"
"bed","186"
"mor","8555"
"aer","2430"
"inc","1024"
"yan","468"
"ad,bud","185"
"cos","8550"
"sco","2388"
"bui","1023"
"bha,kai","465"
"rol","184"
"har","8475"
"toy","2380"
"son","1022"
"cim","460"
"rit,nie,syd","183"
"man","8472"
"soc","2362"
"lau","1020"
"kim","459"
"bmw","181"
"hot","8334"
"wat","2324"
"chr","1009"
"scr","458"
"ema,lor","180"
"sam","8206"
"gar","2316"
"mec","1008"
"dec","456"
"aus","8064"
"dev","2277"
"h","1005"
"sci","7844"
"nex","2244"
"arc","7824"
"oly","179"
"pep","453"
"pot","178"
"nip","1000"
"ker","452"
"ska,ica","177"
"ven","2242"
"mun","987"
"bes","447"
"tol","174"
"sup","7764"
"cla","2234"
"hyu","984"
"top,doo","446"
"ald","173"
"mit","7424"
"kan","2224"
"hum","983"
"dub","445"
"bai,dio","171"
"eur","7305"
"max","2206"
"bur","971"
"hat","444"
"pio","169"
"ret","7168"
"hen","2165"
"liv,axi,dir","969"
"mut","440"
"bim","168"
"den","7134"
"bea","2156"
"hai","968"
"dr","438"
"cis,ton,nep,gaz","165"
"ins","6830"
"rel","2145"
"sas,sca","956"
"bak","434"
"fen","164"
"acc","6680"
"ren","2128"
"poi","946"
"las","432"
"mic","6630"
"pos","2100"
"pap","928"
"fre","6548"
"al","2096"
"c","6456"
"cen","98560"
"med","95007"
"ban","94544"
"int","93024"
"car","82754"
"ame","73360"
"tra","73238"
"sta","70707"
"for","70580"
"col","65616"
"cir","424"
"hei","927"
"att,hop","422"
"tha","2095"
"pea","926"
"via","421"
"bus","6432"
"pra","2094"
"var","918"
"isr,mel","420"
"rai","6370"
"log","2086"
"qat","912"
"cin","417"
"bar","6352"
"cem","2076"
"j","910"
"gul","416"
"dan","6264"
"kor","2046"
"swe","906"
"thi","415"
"cal","6052"
"ang","2040"
"jam","904"
"bat","413"
"wil","5968"
"gri","2030"
"sev","897"
"ada","412"
"sof","5952"
"ran","2016"
"wis","896"
"g,lav","400"
"agr","5785"
"dep","1989"
"an","894"
"qua","5685"
"env","1968"
"dat","5604"
"tel","60144"
"sys","58770"
"aut","56108"
"sch","53045"
"ass","50661"
"san","50505"
"air","50347"
"gru","46470"
"par","38742"
"ste","38620"
"mov","399"
"kom","883"
"nur","393"
"art","1956"
"sis","876"
"zea","391"
"app","5556"
"sol","1936"
"hil","871"
"sve","389"
"she","5395"
"hol","1930"
"fis,bol","864"
"ves","384"
"sau","5384"
"pop","1925"
"jac,at","848"
"sub","381"
"kin,inv","5295"
"la","1921"
"iro,tot","846"
"pru,bun","380"
"gas","5193"
"ros","1917"
"gla,tou","844"
"lun","378"
"gra","5190"
"mal","1908"
"blo","842"
"eri","374"
"ene","5184"
"tex","1892"
"opt,mod","836"
"asp","373"
"hou","5160"
"dig","1876"
"pan","830"
"cor","5138"
"alt","1850"
"sho","5115"
"rea","38250"
"cit","37010"
"nor","36729"
"new","36091"
"can","34983"
"pow","34920"
"min","34507"
"bra","33525"
"gen","29796"
"met","29088"
"sac","820"
"cel","1818"
"k","818"
"sal","5109"
"isl","1815"
"bei","813"
"mob","5095"
"bil","1797"
"rub","808"
"sum","5067"
"leg","1792"
"cer","807"
"ita","4904"
"tre","1776"
"ora","802"
"mas","4880"
"mot","1761"
"boa","797"
"sea","4876"
"esp,exc","1716"
"tow","793"
"hon","4830"
"hig","1707"
"ray","789"
"gro","4794"
"wel","1702"
"mis","785"
"coa","4770"
"pin","1701"
"mac","4752"
"fir","26460"
"wes","25524"
"inf","25164"
"all","24959"
"pet","24516"
"net","24332"
"wor","24312"
"foo","23672"
"sec","23031"
"pri","22375"
"sig","778"
"woo","1686"
"hua","775"
"dai","4572"
"rec","1677"
"nas","768"
"imp","4472"
"tal","1664"
"key","766"
"kon","4464"
"fac","1658"
"dar","760"
"bel","4425"
"pal","1644"
"seg","756"
"nov","4415"
"o","1638"
"asa","753"
"mil","4398"
"bal","1620"
"tar","752"
"hos","4384"
"atl","1606"
"fid,dha","750"
"cro","4316"
"bla","1602"
"ess","746"
"mag","4300"
"ava","1599"
"lab","4294"
"cre","21504"
"dis","21500"
"est","21392"
"glo","20964"
"e","20346"
"lan","20130"
"cha","19860"
"del","19592"
"sou","18956"
"val","18684"
"saf","1578"
"roy","4285"
"it","1533"
"her","4236"
"ama","1530"
"r","4128"
"sim","1526"
"rep","4084"
"cli","1523"
"wal","4035"
"whi","1521"
"sai","4025"
"bas","1508"
"reg","4016"
"bio","1495"
"ing","4012"
"gem","1494"
"off","3914"
"fun","1456"
"win","3783"
"pac","18018"
"sha","17901"
"ser","17740"
"mon","17622"
"chi","17514"
"gre","17488"
"lif","17250"
"fin","17185"
"exp","15776"
"che","15580"
"dav","1455"
"str","3776"
"syn","1450"
"far","3681"
"ant","1438"
"ter","3648"
"the","1437"
"pha","3609"
"m","1436"
"avi","3608"
"ric","1408"
"equ","3585"
"rus","1398"
"cap","3536"
"gal","1392"
"cas","3534"
"spo","1388"
"spe","3486"
"rei","1380"
"coo","3459"
"lin","14784"
"pub","14365"
"nat","14113"
"bro","13860"
"shi","13832"
"bri","13384"
"mer","13224"
"fra","13005"
"tru","12915"
"sto","12832"
"ver","3288"
"t","3264"
"st","3258"
"cam","3210"
"d","3200"
"ber","3196"
"ori","3192"
"hun","3174"
"one","3171"
"pen","3153"
"tec","12462"
"pla","12136"
"eas","11784"
"l","11290"
"pol","11185"
"oil","11180"
"ent","10926"
"per","10880"
"chu","10255"
"sun","9963"
"eve","3144"
"asi","3117"
"eco","3062"
"sem","3025"
"dia","3018"
"ana,tur","2976"
"emp","2950"
"ten","2934"
"ara","2920"
"in","2900"
"gol","9890"
"adv","9816"
"mat","9723"
"cou","9702"
"lea","9670"
"sin","9632"
"inn","9576"
"por","9506"
"pre","9489"
"han","9090"
