"Blocking Key Value","Frequency"
"vie","5"
"d,j,m,tho,tin,tim,pap,emp,vol,enb,gro,ens,agi,nag,peo,tor,tot,cno,pho,cou,lab,alp,tre,alt,amp,anh,jac,jam,leu,rub,ast,atl,hat,pra,pru,nom,hdf,llo,ptt,fan,loc,hin,fer,dar,das,who,sap,ufj,lun,bai,sca,bao,fis,yor,scr,al,hol,cj,ben,dr,ber,sia,sim,gs,mae,bla,qin,smu,blo,max,sna,kt,hya,sof,son,uti,bol,dsm,wyn,kas,mex,old,suz,key,miz,td,bun,swi,que,ora,edi,mus,mur,inb","4"
"abe,r,red,cin,ton,tow,cru,art,log,win,sdi,bel,fos,sig,bio,kai,mid,mil,kim,mos,xia","3"
"car","140"
"raj,rak,vir,3,isr,rec,act,pal,pan,tir,ade,rex,adi,chr,eme,kyu,cim,env,pea,rio,nav,tom,top,pgn,tos,eri,cnp,esp,pir,alc,ale,lar,nes,lat,amb,tsu,jab,nik,apa,leo,nit,exx,poi,are,ash,liv,aur,nok,non,wan,was,pue,jin,hes,wei,wen,nuc,fed,whe,sac,saf,wis,sas,bae,dep,bbv,hom,hop,bp,fle,dic,jun,dig,di,wol,el,yum,hug,hut,bim,oce,sky,in,jb,doo,kb,map,off,hyd,fud,fuk,soc,spa,mea,meg,mei,mel,bpi,on,kaw,mir,kep,dyn,bur,swe,ica,idb,ide,qui,sym,gam,zho,mou,kla,var,gem,tal,tak,veo,ves,ill,cam,cas,kro,ins","2"
"new,tra,met","132"
"gkn,via,rab,ccr,tef,vin,rao,vis,viv,tev,viz,1,mye,kub,myl,eif,eis,cer,aar,cez,ire,iri,g,i,abl,zte,abo,o,the,thi,w,kwe,isb,ise,gob,god,cgi,thy,isu,acs,tif,itc,rem,ada,vmw,reu,eli,ito,rey,itv,gpt,ado,pbf,ema,cic,kym,cie,cig,aeg,tjx,vod,aeo,cis,cir,aes,aet,vor,pcl,enc,eni,enk,afl,rhb,iwa,eog,age,agl,peg,rit,peu,riy,clp,clo,aho,eps,nbd,pfi,gud,aia,cme,aid,iyo,gun,cms,eqt,ais,pge,ncc,tol,too,tou,aji,vtb,g4s,akb,cog,nec,laf,neg,akz,pio,nem,cpf,ald,nep,eti,las,alm,ets,alr,als,alu,amc,amg,rob,rod,rog,rol,rop,pkn,pko,and,crh,row,ann,anz,csl,aon,nid,csx,tui,nic,nie,aoz,exe,jar,lev,exo,pnc,jbs,cum,rsa,two,pok,ezd,pon,pot,ark,arr,cvs,yah,ppg,yar,ppl,asm,asu,hac,lil,tys,hak,ath,jer,hap,liu,lix,ato,att,jfe,hbc,aud,rwe,hca,hcl,hcp,avn,rya,pud,pun,fac,axa,fai,fal,hex,hew,nrg,pvh,aya,loe,nsk,yib,low,yil,wey,ntp,ubi,dae,hil,nur,hik,fen,fem,hir,hit,daq,ucb,nvi,uco,pzu,dbs,dcc,wim,wip,jpm,sbe,luf,fib,fif,luk,dec,bad,dee,baj,bak,lux,luz,bat,dex,bax,ad,bbm,ypf,at,au,dgb,bb,bce,bci,bm,hos,seb,bt,hoy,jte,sen,ca,qan,ses,cp,flu,cr,qbe,bed,bec,lyo,jur,do,dio,dp,bes,du,dix,dy,bey,ei,wpp,hsb,yua,sie,umi,yus,sis,gd,gf,bhp,oba,bid,unu,hum,jys,hus,ska,occ,skf,dnb,it,upl,ode,upm,hwa,jc,doh,jm,dom,smc,dov,dow,wul,wus,may,ura,maz,fub,fue,hyn,li,fun,hyo,oga,sod,fuy,mcc,bmw,mcd,sol,mck,mcm,mcl,bnp,ms,spr,bok,bom,bor,bov,bou,dte,kaj,squ,kao,oi,oit,kap,kbc,oji,dub,pg,duk,dut,sse,dvb,mgm,brf,ola,kdd,dwi,oly,sub,mig,kei,omn,kel,omr,mis,kes,sl,sm,sve,ibe,bud,ibm,bui,buy,icb,ici,uc,ich,oor,3m,vf,opt,x5,66,kia,mmi,gai,kir,gap,kiy,xce,wr,ww,77,gaz,ore,orl,ork,byd,xl,osa,osk,moh,ya,moo,mov,zij,zin,zim,vak,zio,van,xer,otp,ihi,klm,ots,mps,klu,gea,gec,ead,geo,ger,eat,gez,eba,gfn,koc,kob,ike,koh,kom,kos,kot,ved,veg,xil,møl,taq,edf,mtn,ili,kpn,mtr,edp,edw,mun,cai,gil,mut,zoe,kra,tcl,gje,inp,kru,cbr,cbs,tdk","1"
"che","130"
"bra","126"
"min","121"
"san,sys","120"
"ass","117"
"tai","110"
"rai,cit,nip,lif","100"
"han,dai,sam,med,sum,sun","99"
"lan,nor","90"
"mon","81"
"exp,mer,sto","80"
"rea,sin,bri","72"
