"Blocking Key Value","Frequency"
"e2d","34"
"a®c","1"
"cpc","101"
"e2c","42"
"cpf","19"
"e2f","25"
"cpe","189"
"e2e","61"
"cph","110"
"e2h","15"
"cpg","38"
"e2g","24"
"cpj","4"
"e2j","1"
"a®i","1"
"cpi","85"
"e2i","29"
"cpl","138"
"e2l","25"
"cpk","9"
"e2k","4"
"cpn","20"
"cr0","1"
"e2n","10"
"e40","10"
"cpm","93"
"e2m","54"
"a®p","2"
"cpp","47"
"cr2","14"
"e2p","26"
"e42","15"
"cpo","309"
"cr1","1"
"e2o","39"
"e41","9"
"cpr","960"
"cr4","1"
"e2r","18"
"e44","12"
"cpq","1"
"cr3","5"
"e2q","1"
"e43","4"
"us?","1"
"cpt","200"
"cr6","1"
"e2t","23"
"e46","4"
"cps","107"
"cr5","1"
"e2s","68"
"e45","9"
"cpv","126"
"cr8","11"
"e2v","7"
"e48","5"
"cpu","171"
"cr7","2"
"e2u","22"
"e47","4"
"cpx","4"
"e2x","2"
"cpw","10"
"e2w","15"
"e49","6"
"cpz","2"
"e2z","2"
"a®y","1"
"cpy","1"
"e2y","3"
"e0º","1"
"cqa","11"
"e3a","9"
"cqc","4"
"e3c","23"
"cqb","2"
"e3b","7"
"??d","1"
"cqe","3"
"e3e","28"
"cqd","5"
"e3d","64"
"cqg","2"
"e3g","6"
"?ni","1"
"cqf","1"
"e3f","3"
"cqi","6"
"e3i","22"
"cqh","1"
"e3h","1"
"e3k","1"
"cqm","3"
"e3m","20"
"cql","2"
"e3l","9"
"cs1","11"
"e3o","3"
"e51","8"
"cqn","2"
"e3n","7"
"e50","18"
"cs3","18"
"e53","6"
"co®","5"
"cqp","2"
"cs2","27"
"e3p","19"
"e52","4"
"???","1"
"cqs","14"
"cs5","5"
"e3s","25"
"e55","6"
"cqr","3"
"cs4","19"
"e3r","10"
"e54","8"
"cqu","225"
"e3u","2"
"e57","2"
"e??","1"
"co²","1"
"cqt","3"
"cs6","6"
"e3t","7"
"e56","3"
"cqw","1"
"e3w","6"
"e59","3"
"?«f","1"
"cs8","3"
"e3v","1"
"e58","4"
"crb","31"
"e4b","23"
"cra","1445"
"e4a","24"
"l?c","1"
"crd","47"
"e4d","25"
"crc","90"
"e4c","38"
"crf","17"
"e4f","6"
"cre","10579"
"e4e","22"
"crh","30"
"e4h","14"
"crg","37"
"e4g","14"
"crj","4"
"e4j","1"
"cri","622"
"e4i","8"
"crl","35"
"e4l","26"
"crk","8"
"e4k","4"
"s??","1"
"crn","13"
"ct0","1"
"e4n","3"
"e60","12"
"crm","180"
"e4m","31"
"cp®","1"
"crp","52"
"ct2","58"
"e4p","20"
"e62","4"
"?ma","1"
"cro","4625"
"ct1","40"
"e4o","2"
"e61","4"
"crr","40"
"ct4","36"
"e4r","10"
"e64","6"
"on?","1"
"ct3","30"
"e4q","1"
"e63","2"
"crt","36"
"ct6","9"
"e4t","14"
"e66","9"
"crs","125"
"ct5","9"
"e4s","35"
"e65","5"
"b?l","1"
"crv","14"
"ct8","6"
"e4v","3"
"e68","1"
"cru","1837"
"ct7","9"
"e4u","46"
"crx","4"
"e4x","2"
"crw","13"
"ct9","4"
"e4w","10"
"e69","2"
"???","1"
"cry","294"
"e4y","25"
"ng?","1"
"t??","1"
"a±a","1"
"csa","803"
"e5a","2"
"csc","447"
"e5c","4"
"csb","199"
"e5b","1"
"cse","885"
"e5e","1"
"csd","176"
"e5d","3"
"???","1"
"csg","232"
"e5g","2"
"csf","89"
"e5f","1"
"csi","632"
"e5i","1"
"csh","236"
"csk","50"
"e5k","1"
"csj","20"
"csm","222"
"e5m","13"
"csl","270"
"a±o","1"
"cso","634"
"e71","1"
"csn","130"
"e5n","3"
"e70","5"
"csq","33"
"e73","3"
"csp","892"
"cu2","3"
"e5p","5"
"e72","5"
"css","579"
"e5s","4"
"e75","6"
"csr","409"
"cu4","2"
"csu","361"
"e77","7"
"cst","453"
"e5t","2"
"csw","90"
"e5w","1"
"csv","61"
"e5v","1"
"e78","3"
"csy","736"
"csx","11"
"csz","7"
"ctb","93"
"cta","713"
"ctd","114"
"ctc","375"
"o??","1"
"ctf","91"
"cte","882"
"e6e","2"
"cth","189"
"??r","1"
"ctg","96"
"e6g","1"
"ctj","10"
"cti","15959"
"e6i","1"
"ctl","164"
"e6l","3"
"ctk","17"
"a²n","1"
"ctn","85"
"e80","16"
"???","2"
"ctm","255"
"e6m","3"
"cr®","1"
"ctp","344"
"cv2","3"
"e6p","1"
"e82","3"
"cto","3556"
"e81","2"
"ctr","20677"
"cv4","1"
"e6r","1"
"e84","2"
"ctq","6"
"e83","1"
"ctt","129"
"cv6","2"
"a²s","2"
"cts","4867"
"e6s","1"
"ctv","83"
"e88","10"
"ctu","2154"
"e87","2"
"ctx","30"
"ctw","81"
"e6w","1"
"ctz","11"
"cty","29"
"?ig","1"
"cua","94"
"e7a","2"
"cuc","67"
"e7c","8"
"cub","571"
"e7b","2"
"cue","159"
"e7e","10"
"cud","37"
"e7d","3"
"cug","15"
"e7g","2"
"cuf","21"
"cui","189"
"e7i","1"
"cuh","7"
"e7h","2"
"cuk","112"
"cuj","1"
"a³m","1"
"cum","409"
"e7m","9"
"cul","979"
"???","1"
"cuo","20"
"cw1","1"
"e91","5"
"a³n","3"
"cun","129"
"e7n","1"
"e90","1"
"cuq","1"
"cw3","2"
"e93","1"
"cs®","5"
"cup","146"
"cw2","1"
"e7p","3"
"e92","5"
"cus","1531"
"cw5","1"
"e7s","7"
"e95","2"
"cur","5986"
"e7r","2"
"e94","2"
"cs³","1"
"cuu","48"
"e7u","1"
"e97","3"
"cs²","1"
"cut","566"
"e7t","1"
"e96","3"
"???","1"
"???","1"
"cuw","5"
"e7w","1"
"e99","9"
"g??","1"
"cuv","18"
"cuy","9"
"cux","1"
"e7x","1"
"cuz","10"
"???","1"
"???","1"
"cvb","14"
"e8b","4"
"???","1"
"cva","55"
"e8a","4"
"cvd","7"
"e8d","5"
"cvc","37"
"e8c","10"
"cvf","5"
"e8f","1"
"cve","121"
"e8e","2"
"cvh","6"
"e8h","1"
"cvg","10"
"e8g","1"
"cvi","115"
"e8i","14"
"cvl","13"
"cvk","2"
"cvn","10"
"e8n","4"
"cvm","21"
"e8m","8"
"ct®","1"
"cvp","27"
"e8p","4"
"cvo","12"
"e8o","1"
"cvr","32"
"cx3","2"
"cvt","19"
"e8t","9"
"m??","1"
"a´s","2"
"cvs","32"
"e8s","8"
"cvv","3"
"???","1"
"cvu","4"
"???","1"
"cvx","2"
"f’s","1"
"cvw","5"
"e8w","2"
"cvy","1"
"cwa","104"
"cwc","42"
"e9c","2"
"cwb","11"
"cwe","165"
"e9e","4"
"cwd","10"
"e9d","6"
"f™p","1"
"cwg","9"
"e9g","1"
"???","1"
"cwf","5"
"o?r","1"
"cwi","100"
"e9i","5"
"o?m","1"
"cwh","32"
"cwk","2"
"cwj","3"
"???","1"
"cwm","21"
"e9m","2"
"cwl","10"
"cwo","164"
"cy1","4"
"cwn","4"
"e9n","2"
"cwp","18"
"cy2","7"
"e9p","2"
"???","1"
"cws","29"
"e9s","5"
"cwr","25"
"cy4","2"
"e9r","2"
"cwu","4"
"cy7","2"
"e9u","1"
"cwt","14"
"cy6","1"
"e9t","3"
"cww","10"
"cwv","1"
"cy8","1"
"h??","1"
"???","1"
"cwy","3"
"???","1"
"cxb","3"
"cxa","4"
"r??","1"
"cxd","2"
"on?","1"
"cxc","13"
"???","1"
"cxf","1"
"???","1"
"cxe","8"
"cxh","1"
"cxg","1"
"cxi","14"
"cxl","3"
"cxn","4"
"cxm","8"
"cv®","1"
"cxp","10"
"cxo","29"
"cxr","3"
"cxt","7"
"cxs","18"
"???","1"
"cxu","2"
"cxx","2"
"???","1"
"cxy","1"
"???","1"
"cya","97"
"?lt","1"
"cyc","501"
"a·b","1"
"cyb","789"
"cye","79"
"???","1"
"cyd","35"
"???","1"
"cyg","63"
"e??","1"
"cyf","45"
"n?r","1"
"cyi","63"
"cyh","52"
"???","1"
"???","1"
"cyk","10"
"cyj","9"
"cym","96"
"???","1"
"cyl","83"
"cyo","57"
"cyn","77"
"cyq","1"
"cyp","502"
"cys","175"
"a·r","1"
"cyr","125"
"cyu","30"
"cyt","123"
"cyw","20"
"ry?","1"
"cyv","23"
"cyy","2"
"cyx","1"
"e??","1"
"???","1"
"cyz","2"
"??f","1"
"czb","1"
"cza","34"
"???","1"
"czd","4"
"czf","1"
"cze","188"
"es?","1"
"czh","2"
"czg","1"
"czj","1"
"czi","7"
"czl","2"
"czk","2"
"czn","6"
"czm","3"
"czo","24"
"czs","20"
"czv","1"
"czu","2"
"ct?","1"
"czw","1"
"czy","8"
"?ot","1"
"???","1"
"?pv","1"
"8??","1"
"???","1"
"???","1"
"g?r","1"
"n??","1"
"???","1"
"t??","1"
"???","1"
"?as","2"
"???","1"
"???","1"
"bo?","1"
"nt?","1"
"???","1"
"pa?","1"
"???","1"
"???","1"
"?ne","1"
"da2","15"
"da1","6"
"da4","3"
"da3","7"
"da6","1"
"?qu","1"
"da8","1"
"da7","1"
"o–b","1"
"da9","2"
"?me","1"
"o–d","1"
"o–f","1"
"n??","1"
"o–s","2"
"o–l","1"
"???","1"
"db3","3"
"db2","7"
"op?","1"
"db5","1"
"db4","2"
"???","1"
"db7","1"
"o—a","1"
"db9","2"
"db8","2"
"a??","1"
"dab","313"
"daa","190"
"dad","532"
"dac","530"
"daf","170"
"dae","332"
"dah","284"
"dag","290"
"daj","28"
"dai","1107"
"dal","1450"
"o—p","1"
"???","1"
"dak","189"
"dan","2367"
"dam","1126"
"dap","456"
"dc2","7"
"???","7"
"dao","145"
"dc1","1"
"dar","2405"
"dc4","5"
"daq","77"
"dc3","10"
"dat","4689"
"???","1"
"das","1222"
"dav","1419"
"???","2"
"dau","589"
"dax","85"
"daw","268"
"dc9","1"
"daz","68"
"???","1"
"day","1190"
"???","1"
"dba","669"
"???","2"
"dbc","83"
"e??","1"
"dbb","9"
"dbe","303"
"dbd","31"
"dbg","22"
"dbf","12"
"dbi","203"
"???","1"
"dbh","32"
"dbk","16"
"dbj","5"
"dbm","63"
"dbl","99"
"dbo","195"
"dbn","16"
"?du","1"
"dbq","3"
"dd3","2"
"dbp","50"
"dd2","5"
"dbs","123"
"dbr","441"
"dd4","1"
"dbu","315"
"dbt","33"
"dbw","16"
"dbv","181"
"dby","59"
"dbx","6"
"dbz","2"
"dcb","31"
"dca","1239"
"dcd","39"
"d?","1"
"dcc","102"
"dcf","26"
"dce","270"
"dch","240"
"dcg","43"
"???","1"
"dcj","5"
"dci","220"
"dcl","222"
"dck","7"
"?he","1"
"dcn","28"
"de0","3"
"dcm","87"
"dcp","93"
"de2","32"
"???","1"
"???","1"
"dco","2226"
"de1","14"
"dcr","334"
"de4","33"
"e??","1"
"de3","51"
"dct","72"
"de6","1"
"dcs","137"
"de5","6"
"dcv","16"
"de8","4"
"dcu","59"
"de7","4"
"dcx","6"
"dcw","19"
"de9","3"
"dcz","6"
"???","1"
"dcy","12"
"???","1"
"dda","281"
"???","1"
"‹mo","1"
"ddc","66"
"ddb","36"
"dde","875"
"ddd","40"
"???","1"
"???","1"
"ddg","17"
"ddf","21"
"ddi","710"
"ddh","82"
"ddk","12"
"ddj","19"
"ddm","70"
"ddl","604"
"o?l","1"
"???","1"
"ch?","1"
"ddo","267"
"df1","2"
"???","1"
"ddn","23"
"2??","1"
"ddq","1"
"ddp","56"
"dds","133"
"ddr","150"
"ddu","40"
"df7","1"
"ddt","26"
"ddw","12"
"???","1"
"ddv","29"
"df8","1"
"ddy","201"
"ddx","3"
"ddz","4"
"deb","375"
"dea","2075"
"ded","533"
"dec","1384"
"def","422"
"???","1"
"dee","916"
"???","1"
"deh","184"
"deg","486"
"c?l","1"
"dej","37"
"dei","350"
"del","5088"
"dek","165"
"den","7413"
"dem","1592"
"dep","1532"
"dg2","8"
"deo","1097"
"dg1","1"
"der","7414"
"deq","73"
"dg3","2"
"det","540"
"dg6","1"
"des","11679"
"dev","3917"
"dg8","2"
"deu","608"
"dg7","2"
"dex","871"
"dew","320"
"dg9","1"
"dez","104"
"dey","97"
"dfa","236"
"o’d","1"
"dfc","46"
"dfb","7"
"o’n","1"
"dfe","88"
"dfd","10"
"dfg","17"
"dff","11"
"???","1"
"dfi","500"
"o’m","1"
"dfh","9"
"dfk","9"
"dfj","2"
"dfm","33"
"dfl","109"
"dfo","445"
"dh1","1"
"dfn","7"
"?yu","1"
"dfp","27"
"dh2","6"
"???","1"
"dfs","58"
"dh5","1"
"dfr","97"
"dfu","110"
"dft","12"
"dfw","51"
"dfv","1"
"???","1"
"dfy","5"
"dfx","15"
"dfz","13"
"???","1"
"dgb","15"
"dga","169"
"dgd","16"
"dgc","34"
"dgf","16"
"dge","3614"
"dgh","19"
"dgg","6"
"dgj","2"
"dgi","115"
"dgl","236"
"dgk","10"
"dgn","8"
"dgm","194"
"de®","6"
"dgp","38"
"di2","8"
"???","1"
"dgo","75"
"di1","3"
"dgr","194"
"di4","6"
"di3","3"
"dgt","23"
"dgs","66"
"dgv","7"
"di8","8"
"???","1"
"dgu","58"
"di7","2"
"dgx","1"
"dgw","18"
"dgz","2"
"dgy","21"
"dha","564"
"h?i","1"
"dhc","40"
"dhb","11"
"dhe","722"
"dhd","25"
"dhg","17"
"dhf","12"
"dhi","231"
"???","1"
"dhh","10"
"dhk","9"
"dhj","1"
"???","1"
"dhm","34"
"dhl","21"
"dho","554"
"dhn","6"
"dhq","4"
"dj3","2"
"dhp","29"
"dj2","2"
"dhs","30"
"dhr","79"
"dj4","1"
"dhu","116"
"dht","14"
"dhw","16"
"dhv","17"
"dhy","33"
"dhx","3"
"???","1"
"dhz","2"
"dt?","1"
"dib","164"
"dia","21621"
"ch?","1"
"did","211"
"dic","4569"
"dif","366"
"die","1011"
"dih","47"
"dig","8189"
"dij","35"
"dii","94"
"dil","336"
"dik","99"
"din","5311"
"dim","548"
"dip","298"
"dk2","2"
"dio","3977"
"dk1","1"
"dir","1063"
"???","1"
"diq","46"
"dit","2202"
"dis","5216"
"div","1133"
"???","1"
"diu","256"
"???","1"
"dix","231"
"diw","38"
"dk9","2"
"diz","58"
"diy","46"
"dja","92"
"djc","30"
"djb","17"
"dje","51"
"djd","6"
"djg","3"
"djf","6"
"dji","15"
"djh","11"
"djk","9"
"djj","8"
"djm","45"
"djl","15"
"djo","75"
"djn","14"
"djp","21"
"dl2","1"
"djs","75"
"???","1"
"djr","21"
"dl4","1"
"dju","47"
"djt","8"
"djw","11"
"dl9","1"
"djv","6"
"djy","2"
"djx","1"
"djz","1"
"???","1"
"dkb","13"
"dka","65"
"dkd","23"
"dkc","26"
"dkf","6"
"dke","99"
"dkh","10"
"dkg","9"
"dkj","3"
"?cy","1"
"dki","116"
"???","1"
"dkl","18"
"dkk","8"
"dkn","24"
"dkm","32"
"di®","1"
"dkp","30"
"dm2","6"
"???","1"
"dko","34"
"dm1","2"
"dkr","28"
"dm4","2"
"dm3","7"
"?co","1"
"dkt","15"
"???","1"
"dks","52"
"dkv","3"
"dku","13"
"dm7","1"
"dkw","6"
"dm9","1"
"dky","6"
"dla","803"
"t??","1"
"dlc","65"
"dlb","23"
"dle","1392"
" ba","1"
"???","1"
"dld","29"
"dlg","28"
"dlf","22"
"dli","686"
"dlh","24"
"dlk","9"
"dlj","8"
"dlm","49"
"???","1"
"dll","70"
"dlo","295"
"dln","15"
"dlq","1"
"f03","1"
"???","1"
"dlp","91"
"dn2","3"
"f02","1"
"dls","72"
"dn5","1"
"dlr","33"
"dlu","57"
"dlt","45"
"dlw","10"
"dlv","14"
"???","1"
"dly","56"
"dlx","4"
"dlz","5"
"???","1"
"???","1"
"dmb","34"
"dma","1875"
"dmd","62"
"dmc","208"
"dmf","21"
"dme","940"
"dmh","28"
"dmg","65"
"dmj","13"
"dmi","491"
"dml","33"
"g?e","1"
"dmk","27"
"???","1"
"dmn","25"
"f10","8"
"???","1"
"dmm","58"
"dmp","62"
"do2","2"
"f12","1"
"dmo","398"
"do1","6"
"f11","3"
"dmr","49"
"do4","3"
"do3","6"
"f13","3"
"dmt","49"
"do6","1"
"f16","2"
"dms","143"
"do5","2"
"f15","1"
"dmv","12"
"f18","1"
"dmu","100"
"do7","2"
" co","2"
"dmx","14"
"dmw","15"
"do9","1"
"???","1"
"dmz","5"
"dmy","24"
"g?t","1"
"dna","301"
"dnc","32"
"dnb","868"
"ch?","1"
"dne","742"
"f0e","1"
"dnd","31"
"dng","21"
"dnf","9"
"dni","91"
"dnh","11"
"dnk","13"
"dnj","6"
"?au","1"
"dnm","12"
" de","4"
"dnl","26"
"dno","99"
"dp1","1"
"f21","2"
"dnn","4"
"f20","4"
"dp3","5"
"f23","1"
"dnp","23"
"dp2","2"
"dns","65"
"dnr","29"
"dnu","31"
"f27","1"
"dnt","23"
"dnw","6"
"dnv","18"
"f28","1"
"dny","25"
"dnx","8"
"dnz","14"
"???","1"
"???","1"
"???","1"
"?ba","1"
"dob","410"
"f1b","2"
"doa","145"
"f1a","3"
"dod","176"
"f1d","2"
"doc","749"
"f1c","9"
"o•o","1"
"dof","148"
"f1f","2"
"doe","140"
"f1e","2"
"doh","103"
"f1h","1"
"dog","450"
"f1g","3"
"doj","29"
"f1j","1"
"doi","222"
"f1i","5"
"dol","468"
"f1l","2"
"?bu","1"
"dok","59"
"don","3661"
"f1n","3"
"f30","1"
"dom","1675"
"f1m","3"
"dop","249"
"f1p","3"
"f32","2"
" el","1"
"doo","1244"
"dor","1224"
"f1r","9"
"or?","1"
"doq","3"
"dot","500"
"f1t","3"
"f36","1"
"dos","568"
"f1s","10"
"dov","329"
"dou","419"
"dox","106"
"dow","680"
"doz","36"
"doy","127"
"dkø","1"
"???","1"
"dpa","819"
"f2a","2"
"dpc","68"
"f2c","2"
"dpb","7"
"f2b","7"
"dpe","225"
"f2e","1"
"b®d","1"
"dpd","22"
"f2d","1"
"b®g","1"
"dpg","24"
"f2g","2"
"dpf","12"
"f2f","7"
"b®i","1"
"dpi","108"
"f2i","8"
"te?","1"
"dph","111"
"f2h","1"
"?ta","2"
"dpk","4"
"dpj","8"
"dpm","49"
"f2m","7"
"???","1"
"dpl","186"
"???","1"
"dpo","294"
"dr1","2"
"f2o","1"
"ux?","1"
"dpn","7"
"f2n","1"
"f40","1"
"g–m","1"
"dr3","1"
"dpp","34"
"dr2","4"
"f2p","2"
"dps","78"
"dr5","1"
"f2s","8"
"f45","1"
"e??","1"
"dpr","1622"
"dr4","1"
"f2r","2"
"???","1"
"dpu","99"
"dr7","2"
"dpt","211"
"f2t","1"
"?b","1"
"dpw","26"
"dpv","117"
"dr8","2"
"dpy","2"
"???","1"
"dpx","1"
"f2x","1"
"dpz","1"
"ng?","1"
"dqb","2"
"f3b","1"
"dqa","7"
"dqd","4"
"f3d","2"
"dqc","6"
"f3c","1"
"dqe","5"
"f3e","4"
"f3h","1"
"dqg","1"
"f3g","3"
"dqi","3"
"f3i","2"
"g—h","1"
"dql","4"
"f3l","2"
"dqn","1"
"ds0","1"
"dqm","2"
"f3m","1"
"do®","1"
"dqp","8"
"ds2","31"
"f3p","4"
"f52","1"
"dqo","2"
"ds1","7"
"f3o","1"
" gm","1"
"dqr","7"
"ds4","26"
