"Blocking Key Value","Frequency"
"alb","2028"
"ans","507"
"lyo,mcl,ecu,enf,bc","109"
"mec","2016"
"eme","500"
"cec,rav","108"
"di","2007"
"sp","497"
"ora","2005"
"z","496"
"oce","2004"
"fou","1986"
"ton,psi","495"
"lio,alg","492"
"kel","1980"
"cul","488"
"fas","1977"
"amp,sir","486"
"dyn","1960"
"def","485"
"tho","1956"
"wir,nv","483"
"cru","1938"
"jai","480"
"aca","1925"
"non","476"
"cra","1916"
"slo","474"
"sca","1912"
"poi","473"
"hin","1903"
"pas","1892"
"abs","471"
"fox","470"
"yor","1869"
"abu","466"
"rus","1864"
"hub","464"
"has","1824"
"pea","463"
"j","1820"
"mca","462"
"bot","1813"
"cim,luk,ult","460"
"gha","1809"
"kim","459"
"sat","1795"
"dam,dec","456"
"bes","1788"
"foc","454"
"mut","1760"
"cof","1750"
"pep","453"
"adi,ate","450"
"joh","1730"
"nik,not,wis,bod","448"
"bol","1728"
"aso,jsc","446"
"cin","8757"
"mir","1720"
"hat","444"
"eng","8516"
"esp","1716"
"pon","442"
"inv","8472"
"aud","1707"
"lit","438"
"pay","8432"
"at","1696"
"ict","428"
"pen","8408"
"tot","1692"
"oli","424"
"gam","8316"
"blo","1684"
"att","422"
"avi","8118"
"nav","1677"
"reg","8032"
"h","1675"
"d","8000"
"ber","7990"
"hok,mau","418"
"tos,fos","414"
"ash","1673"
"pag,lot","412"
"pak","1668"
"wri","410"
"dep","7956"
"fuj,tal","1664"
"jus","409"
"rel","7865"
"pai","1656"
"ist","406"
"hil","7839"
"nan","1655"
"cig,vod,fab","402"
"ben","7788"
"kar","1653"
"g,lav","400"
"max","7721"
"pau,st","1629"
"job","397"
"la","7684"
"tit","1624"
"acu,sri","396"
"rai","7644"
"pur","1612"
"mal","7632"
"sel","1604"
"afr","7536"
"tv","7535"
"mov","1596"
"boa","1594"
"mag","7525"
"mos","1585"
"clo","7501"
"saf","1578"
"bre","7434"
"vie,fut","1572"
"emp,bel","7375"
"mis","1570"
"chu","7325"
"pun,mak","1548"
"bal","7290"
"ice","1530"
"equ","7170"
"rot","1520"
"rep","7147"
"les","1516"
"toy","7140"
"pho","6963"
"nig","1512"
"pie","1460"
"tan","6958"
"mad","1454"
"bur","6797"
"in","1450"
"liv","6783"
"bir","1448"
"cla","6702"
"alf","1446"
"pan","6640"
"viv","1440"
"cem","6574"
"kir","1428"
"cro","6474"
"sie","1415"
"ant","6471"
"cur","1395"
"red","6450"
"tai","6448"
"jew","1380"
"r","1376"
"pos,sil","6300"
"plu","1374"
"pra","6282"
"bay","1362"
"rad","6258"
"ang","1360"
"ima","6200"
"lim","1359"
"tea","6192"
"arg","1300"
"nov","6181"
"day,fis","1296"
"sim","6104"
"do","1294"
"roy","5999"
"cir,pic,jac","1272"
"t","5984"
"wel","5957"
"hop","1266"
"via","1263"
"fer","5940"
"law","1262"
"ara","5840"
"fla","1252"
"b","5835"
"thi","1245"
"spr","5800"
"hei","1236"
"m","5744"
"asc","1232"
"tex","5676"
"hyu","1230"
"vir","5672"
"re","1222"
"aer","5670"
"bil","1198"
"dom","5650"
"wal","5649"
"son","5621"
"ven","5605"
"war","5544"
"hon","5520"
"sem","5445"
"gar","5404"
"fil","5400"
"sau","5384"
"fai","5350"
"bos","5336"
"roc","5328"
"dev","5313"
"al","5240"
"kon","5208"
"goo","5152"
"usa","5065"
"chr","5045"
"don","5038"
"env","4920"
"v","4868"
"cer","4842"
"sai","4830"
"hor","4816"
"sco","4776"
"coa","4770"
"tim","4739"
"jap","4642"
"pap","4640"
"fam","4636"
"alt","4625"
"ter","4560"
"qua","4548"
"as","4524"
"imp","4472"
"top","4460"
"kor","4433"
"ope","4380"
"peo","4319"
"she","4316"
"ava","4264"
"yel,rut","107"
"dak,dna,tag","106"
"cey,hya,ich,wha,oct","105"
"voc,etr,obs","104"
"ceg,pix","103"
"hag,hrv,ura,miz,acs,voy,rug,jia,seo,hp","102"
"aze,occ","101"
"tid","100"
"dei","99"
"emm,nau,aic","98"
"lec,pom,dif,duc,kaz","97"
"cyc,nag,ode","96"
"tet,kub,pam,lop,edc,amg,row,jag,boi,kla,ged,cae","94"
"coe,lip,hes,rib,kis,gin","93"
"ley,dah,rag,ito,eni,ais,sbs,kho","92"
"emc,arv","91"
"gos,yar,yes,use,isc,ets,alr,amm,aya,beg,ote","90"
"koc","89"
"hur,rik,rov,sib,bid","88"
"vak,els,nak","86"
"toh,ip","85"
"paz,hoy,zan,icb,sif,sip,soh,kak,syr,osi","84"
"cms","83"
"gum,ega,baz,hq,buy,gig","82"
"zar,quo,elo","81"
"cno,anh,sey","80"
"ted,zee","79"
"ubi,eid,isp,iwa,nim,ons","78"
"tis,scu,ci","76"
"lai,lok,acq,vos,joy,sba,sle","75"
"dry,moc,inb,rah","74"
"ner,atc,db","73"
"two,pok,adc,kaj","72"
"teh,tvs","70"
"epa,ank,asm,aza","69"
"ved,kg","68"
"cnr,tah","67"
"ptc,vor,es,ssa","66"
"lob,luf,lus,kad,sg","64"
"moe,raz,fem","63"
"leu,wah,fif,beb,kao","62"
"jab,fag,fay,sph,xen","61"
"kei","395"
"phu,cup,ush,aja,joe,wiz,bp,xin","60"
"bab,see","394"
"kea","59"
"nur","393"
"dup,asb,avt,ola,owe","58"
"suz","390"
"tui,luz,elc","57"
"cet","387"
"tiv,yud,mpc,ive,faw,bw,rr","56"
"way","386"
"umb,viz,mye,vri,wip,fix,sob","55"
"ves,kay,kno","384"
"kwa,guj,idb,eis,eno,jol,sef,gp,ody,omr,kok","54"
"zoo","382"
"amu,xl,oss","53"
"kau,sub","381"
"amo","380"
"ceb,ias,ilu,vio,aki,bce,nh,cbr","52"
"ctc,psa,mog,ipc,ahl","51"
"bed,box","372"
"omi,ono","50"
"ad","370"
"myt,sdi,spc","49"
"mcm,rol","368"
"dao,irc,ait,saz","48"
"pir,rit","366"
"pcc,lay,try,pus,snc","47"
"zin,vet","364"
"duf,eic,naf","46"
"sia","363"
"imi,ja","45"
"bmw","362"
"lol,muk,abn,a1","44"
"cry,ube","360"
"isk,agn,wau,cp","43"
"ath","359"
"abb,oly,kre","358"
"pjs,diy,ils,rau,aho,roi,nvi,byd","42"
"tsu,pug,hew,irr,elb,ks","41"
"ska,onc","354"
"pig,dma,upl,abm,itt,bav,kt","40"
"dal","353"
"tsi,lyr,dop,ido,eik,riz,nmb","39"
"tro,zam","351"
"lax,hoe,hwa,ihe,enn,wow,hf,wsp,kah,tc,osa","38"
"kal","350"
"kus,tik,pax,cym,igl,enl,nef,noe,tx,orp","37"
"tol","348"
"puc,zeb,enz,riy,nua,spu,gak,orm","36"
"vec,ald,nin,oak","346"
"tup,hep,yus,edo,zum,afc,exx,siv,mp,ots","35"
"dea,ark","343"
"gop,guo,hcl,pss,lul,mcb,vro,ntn,sbi,bae,cj,mk,kbc,oxi","34"
"how,veh,hi,lg","342"
"kwi,wab,bex,ok,stx","33"
"beh","341"
"lau,arl","340"
"yos,11,zte,ryd,jll,bez","32"
"tev,cgi,ude,yum,muj,myr,isg,isu,enp,nib,obi,oci,sf","31"
"pio","338"
"tgc,hdi,mgi,mip,icf,qub,mrc,myn,ncb,bip,fub,srs,ssp,xm","30"
"may,cav","336"
"gog,cne,vem,zoe,soy,taj","29"
"rat,bam","330"
"vap,eie,niz,bbv,lt,geh,ozo","28"
"emb,gat","328"
"pfs,hca,hib,eit,nii,bov,nw,ps,ked","27"
"bin","326"
"lix,lup,hms,idl,zyl,atp,jgc,nub,jut,ia,odd,o2","26"
"lum,akt,kas","324"
"gma,kuh,cls,rci,irs,alj,rup,rm,sya","25"
"gun,pod,cyp,awa","321"
"tej,gsm,ubc,dab,ugi,dfi,iam,mtc,ipt,itu,cd,ck,ig,smt,lb,oz","24"
"cad","320"
"gss,cly,esf,jat,ruc,ta","23"
"ade","318"
"lux","316"
"lao,crd,dhi,3i,vaa,rtc,ohl,ns,bpl,olt,kpi","22"
"teo,hia,mst,edp,ipg,oda,olo","21"
"aar","314"
"uco,jaf,jeo,dl,shy,ht,bup,koa,tcl","20"
"lev,wit","313"
"tfi,kyu,csl,vek,800,aab,abg,gn,soj,spx,khi","19"
"roa","1196"
"mes,rin,og","312"
"kyb,cmo,tym,loh,zha,ihg,nbs,nhk,rtl,rye,bef,jvc,gca","18"
"his","1195"
"lub,hua","310"
"gok,cik,pid,tti,mda,qur,mym,eim,eoh,sjæ,kbs","17"
"sui","1194"
"ill","306"
"phb,pud,mio,miy,ifl,aph,bbm,sez,otc,knu","16"
"exe,sei","1176"
"luc","305"
"gud,ufa,icg,rmb,nmc,axl,wey,shl,bif,je,wux,mf,pv,ssr,otp,cbn","15"
"fle","1166"
"tut,mcc,sna","304"
"tys,ubs,deo,htc,elr,ngk,anb,ryo,ryu,ah,jsw,skf,fsc,kb,oji,kcc,oso","14"
"ram,nas","1152"
"hab","302"
"tef,ppl,ufo,enm,amk,nud,woc,fnb,li,onw","13"
"key","1149"
"set","301"
"dar,on","1140"
"coi,dae,jul","300"
"god,ave","1134"
"tar","1128"
"toz,psb,mph,jfe,jpm,sdf,wns,fud,bmv,qi,kdd","12"
"tva,dcd,dxc,40,vst,nui,jmi,bj,fls,stv,byb,zf","11"
"sym","299"
"gse,uch,dof,361,mkb,mks,zuk,nbt,fbc,wew,nve,ocb,bsl,vf","10"
"hav,an,tam","298"
"goj,tue,dcp,lyf,unp,uob,qia,mge,irp,tdk","9"
"act","1121"
"vel","297"
"cht,tte,pld,lsr,zij,ihi,vez,zos,aav,zun,vra,nfi,fdm,sdl,bhr,ocl,ll,oha,svg,kig,gcb,190","8"
"ani","1116"
"cub,ake","296"
"kuz,gvk,gyo,a2b,ump,iar,rcl,rfm,eqt,rpg,nws,jsa,wot,oan,sth,tz,ooh,byl","7"
"coc","1108"
"ise","294"
"cdw,pbg,tks,gsd,tmw,pgg,csx,lpl,yue,huo,urt,mdu,vgp,eiz,aom,jbg,nvr,3co,brs,gcm","6"
"aur","1096"
"aim,roh","292"
"xom,thw,gvs,cnx,hmm,yut,qnb,77,vbs,ikb,ioo,rao,vop,g20,ngu,fuk,wd,xp,knj,gfl","5"
"tem,roo,sag","1074"
"gau","291"
"cew,gyl,pjt,tv1,ttn,lhv,udr,hrn,umm,dlo,dni,qpr,ekf,iwb,nbd,aoy,fhb,ofg,ous,xil,gik","4"
"ace","1071"
"nit","290"
"gtx,pvr,hoz,huv,zok,mvv,iof,vmw,nhn,aqr,jce,weq,fmb,sjv,wti,bmm,555,bno,ohs,onm","3"
"nut","1065"
"eye","289"
"dem","1062"
"tia,1st,jin,my","288"
"cot,eli","1052"
"yam,isr","1050"
"hap","286"
"adr,wan,cbs","284"
"kur","1036"
"bee","283"
"lat","1034"
"arr","282"
"inc","1024"
"lyn,kri","280"
"le","1023"
"ear","279"
"mei,ire","1020"
"him","276"
"whi","1014"
"mea,raj,wac","272"
"by","1012"
"bei","271"
"rub","1010"
"zag","270"
"dha","1000"
"fon","992"
"sus","269"
"ohi","267"
"nep","990"
"sit","266"
"mun","987"
"hut","264"
"tob","976"
"ann","262"
"dav","970"
"f,uti","261"
"dir","969"
"rou","260"
"jor,fli","968"
"tee,cum,rac","258"
"meg","954"
"leo","255"
"neg","952"
"daq,sad","252"
"hir","940"
"neu","933"
"bit,caf","250"
"bac,sug","248"
"dim,eag","932"
"own","247"
"neo","927"
"zel,rap,sod","246"
"spi","4263"
"var","918"
"swa","244"
"ori","4256"
"scr","916"
"buc","243"
"isl","4235"
"en","905"
"hit","242"
"gla","4220"
"ris","904"
"poo,mtn","240"
"lon","4200"
"ell","900"
"ibm","238"
"tom","4176"
"sev","897"
"ini","237"
"cle","4175"
"cop,leg","896"
"ali","4110"
"dol","895"
"atl","4015"
"out","4014"
"ond","236"
"let","234"
"lee","894"
"lom,bag","232"
"pot,dub","890"
"flu","231"
"edi","3972"
"kam","884"
"ane,nom","230"
"tow","3965"
"mul","880"
"inp,orc,koh","228"
"bor","3948"
"vit","876"
"no,ker","226"
"kan","3892"
"ami,sab","870"
"pit,urs","225"
"hol","3860"
"doc","868"
"doo,nes,ase,kap","223"
"hal","3858"
"las,wea","864"
"mae,gs","222"
"vid","3852"
"div","853"
"van","3801"
"nam","852"
"nac","3780"
"lib","3772"
"ree","848"
"civ,imm,iro","846"
"bas","3770"
"tir","844"
"sur","3712"
"tha","838"
"mol,vic","3696"
"ore","836"
"ita","3678"
"gul","832"
"sma","3644"
"pop,bev","825"
"cel","3636"
"ned","824"
"syn","3625"
"apo","822"
"rob","3618"
"sac,fib","820"
"lak","3612"
"tor","3598"
"k","818"
"men","816"
"len","3590"
"cov","813"
"cap","3536"
"sao","812"
"kom","3532"
"abc","807"
"zea","3519"
"urb","802"
"geo","3486"
"wei","798"
"gal","3480"
"som","795"
"gua","3450"
"edg","780"
"ham","3378"
"sig","778"
"pat,woo","3372"
"mod","3344"
"amc","774"
"cyb","771"
"nip","3300"
"ext","770"
"ada","3296"
"pru","760"
"cas","21204"
"pal","3288"
"ico","759"
"cat","21112"
"tat","3252"
"fid","750"
"sha","20655"
"lig","3245"
"sap,bis","747"
"tri","20647"
"bla","3204"
"ess,asp","746"
"eas","20622"
"ros,swi","3195"
"ana","744"
"har","20340"
"fro","3156"
"kra","741"
"aus","20160"
"sar","3138"
"chi","20016"
"vol","3080"
"pac","19656"
"adv","19632"
"tas","738"
"gui","736"
"ama","3060"
"mur","735"
"tak","3055"
"org","732"
"sci","19610"
"cli","3046"
"hai","726"
"off","19570"
"gmb","3014"
"dun","723"
"mat","19446"
"ing","3009"
"dre","722"
"cam","19260"
"nex","2992"
"riv","719"
"hou","18920"
"gem","2988"
"kem","704"
"bea","18326"
"and","2952"
"lar,aqu,are","696"
"fra","18207"
"hum","2949"
"sup","18116"
"ten","2934"
"ver","18084"
"fre","18007"
"cen","286720"
"ele","282282"
"tra","272978"
"sys","217449"
"int","215118"
"mar","212320"
"car","200974"
"sta","174048"
"new","173893"
"par","154968"
"sti","2912"
"sas,bon","2868"
"mac","17820"
"pin","2835"
"c","17216"
"clu","2828"
"far","17178"
"ric","2816"
"str","16992"
"ide","2770"
"e","16955"
"u,rei","2760"
"log","16688"
"mai,qui,ast","2730"
"spo","16656"
"cho","2710"
"han","16160"
"ari","2660"
"est","16044"
"inn","15960"
"ban","149280"
"for","148218"
"col","139434"
"ame","128380"
"min","119206"
"aut","116532"
"dis","111800"
"san","107744"
"tel","105252"
"glo","104820"
"boo","2620"
"amb","2608"
"art","15648"
"bak","2604"
"pha","15639"
"ref","2600"
"asi","15585"
"big","2574"
"den","15457"
"y","2568"
"sal","15327"
"tou,deu","2532"
"win","15132"
"mel,ran","2520"
"dig","15008"
"opt","2508"
"gol","14835"
"nic","2506"
"one","14798"
"mil","14660"
"pri","89500"
"bra","89400"
"ste","86895"
"net","83424"
"wor","79014"
"tru","77490"
"rea","76500"
"cha","72820"
"gen","71052"
"fir","70560"
"mou","2484"
"rem","2480"
"val","14532"
"tok","2448"
"sin","14448"
"hyd","2436"
"pub","14365"
"nis","2409"
"bar","14292"
"sav","2380"
"dat","14010"
"web","2376"
"hel","13920"
"sky","2375"
"agr","13884"
"fur","2308"
"ren","13832"
"ira,was","2304"
"l","13548"
"pol","13422"
"cit","70319"
"nor","69377"
"pow","65475"
"can","64584"
"tec","62310"
"ass","61919"
"pla","60680"
"foo","60256"
"bro","60060"
"sof","59520"
"alp","2288"
"n","2276"
"mas","13420"
"seg","2268"
"rec","13416"
"swe","2265"
"ab","13350"
"jam","2260"
"sho","13299"
"asa","2259"
"mus","13030"
"vil","2247"
"lin","12936"
"mah","2224"
"phi","12880"
"bou","2204"
"p","12790"
"1","2170"
"sen","12705"
"coo","12683"
"fin","58920"
"met","55752"
"man","50832"
"hot","50004"
"sto","49724"
"wes","48921"
"exp","47328"
"gre","45906"
"lan","44286"
"per","43520"
"sam","12682"
"age","12565"
"oil","12298"
"ken","12255"
"por","12222"
"i","12220"
"spe","12201"
"gro","11985"
"dai","11684"
"wat","11620"
"all","43111"
"cre","43008"
"sol","42592"
"sch","42436"
"inf","41940"
"pet","40860"
"gra","38925"
"des","36720"
"spa","36660"
"eur","36525"
"mit","11600"
"flo","11374"
"mot","11153"
"sea","10971"
"mid","10908"
"eco","10717"
"sum","10697"
"edu","10640"
"her,kin","10590"
"eve","10480"
"ser","35480"
"shi","35112"
"hos","35072"
"ins","34150"
"cou","33957"
"mic","33150"
"hom,mer","33060"
"che","32718"
"sou","32496"
"bio","31395"
"wil","10444"
"vis","10304"
"exc","10296"
"nat","10264"
"cos","10260"
"acc","10020"
"fac","9948"
"o","9828"
"app","9723"
"lea","9670"
"cor","30828"
"sec","30708"
"the","30177"
"lif","29325"
"mor","29087"
"bus","28944"
"pre","28467"
"gru","27882"
"del","26939"
"air","26268"
"fed","9541"
"ene","9504"
"soc","9448"
"dan","9396"
"blu","9256"
"gas","9232"
"cal","9078"
"dia","9054"
"tur","8928"
"tre","8880"
"bri","25095"
"stu","23892"
"ent","23673"
"mon","23496"
"arc","23472"
"sun","23247"
"ret","22528"
"mob","22418"
"fun","21840"
"lab","21470"
