"dataworld_1003","Kaggle_1885604","0.0","0.0","0.4583333333333333","Coach","coach & coach bv"
"dataworld_102","Kaggle_3183640","0.0","0.0","0.3406504065040651","China Life Insurance","american national life insurance company of texas"
"dataworld_102","Kaggle_3252593","0.0","0.0","0.4706896551724138","China Life Insurance","capital area insurance group"
"dataworld_102","Kaggle_3314723","0.0","0.0","0.6280193236714976","China Life Insurance","exide life insurance"
"dataworld_102","Kaggle_3346575","0.0","0.0","0.4133640552995392","China Life Insurance","cambodia life insurance company plc.,"
"dataworld_1031","Kaggle_2369688","0.0","0.0","0.3356643356643357","Hertz Global Holdings","global-dj ltd"
"dataworld_1031","Kaggle_2476084","0.0","0.0","0.3977272727272727","Hertz Global Holdings","tread global international"
"dataworld_1032","Kaggle_1778985","0.0","0.0","0.3476190476190476","Western Union","western municipal construction, inc."
"dataworld_1035","Kaggle_2813587","0.0","0.0","0.4017857142857143","Shimao Property Holdings","property md"
"dataworld_1035","Kaggle_3100702","0.0","0.0","0.4857142857142857","Shimao Property Holdings","gd3 property ltd"
"dataworld_1036","Kaggle_1737674","0.0","0.0","0.5742753623188406","Harley-Davidson","harley-davidson of greensboro"
"dataworld_1036","Kaggle_1765990","0.0","0.0","0.5525362318840579","Harley-Davidson","simi valley harley-davidson"
"dataworld_1036","Kaggle_1800176","0.0","0.0","0.42580645161290326","Harley-Davidson","independence harley-davidson/buell"
"dataworld_1036","Kaggle_1832513","0.0","0.0","0.5508333333333333","Harley-Davidson","harley-davidson of cool springs"
"dataworld_1036","Kaggle_1857346","0.0","0.0","0.5652173913043479","Harley-Davidson","two rivers harley-davidson"
"dataworld_1036","Kaggle_1897121","0.0","0.0","0.6038961038961039","Harley-Davidson","chicago harley-davidson®"
"dataworld_1036","Kaggle_2091015","0.7222222222222222","0.7222222222222222","0.7295321637426901","Harley-Davidson","harley-davidson egypt"
"dataworld_1036","Kaggle_2092208","0.0","0.0","0.5770750988142292","Harley-Davidson","maidstone harley-davidson"
"dataworld_1036","Kaggle_2108546","0.0","0.0","0.7712418300653594","Harley-Davidson","harley-davidson of erie"
"dataworld_1036","Kaggle_2111753","0.0","0.0","0.3175526024363234","Harley-Davidson","harley-davidson capital brussels - dilbeek - belgium"
"dataworld_1036","Kaggle_2233959","0.0","0.0","0.6293478260869565","Harley-Davidson","harley-davidson of charlotte"
"dataworld_1036","Kaggle_2373579","0.0","0.0","0.4814814814814815","Harley-Davidson","bumpus harley davidson, memphis"
"dataworld_1036","Kaggle_2431045","0.0","0.0","0.324577861163227","Harley-Davidson","orange & black, authorized harley-davidson® tours"
"dataworld_1036","Kaggle_2660421","0.0","0.0","0.6657894736842105","Harley-Davidson","tilley harley davidson"
"dataworld_1036","Kaggle_2683860","0.0","0.0","0.5292307692307692","Harley-Davidson","harley davidson motorclothes"
"dataworld_1036","Kaggle_2683976","0.6190476190476191","0.0","0.6277056277056277","Harley-Davidson","harley-davidson winnipeg"
"dataworld_1036","Kaggle_2693042","0.0","0.0","0.6190476190476191","Harley-Davidson","triple s harley-davidson"
"dataworld_1036","Kaggle_2930265","0.0","0.0","0.599802371541502","Harley-Davidson","harley davidson of lynchburg"
"dataworld_1036","Kaggle_2997616","0.0","0.0","0.4900284900284901","Harley-Davidson","san francisco harley-davidson®"
"dataworld_1036","Kaggle_3068869","0.0","0.0","0.5092307692307692","Harley-Davidson","pomona valley harley davidson"
"dataworld_1038","Kaggle_1725705","0.0","0.0","0.48461538461538456","Vedanta Resources","residential resources inc"
"dataworld_1038","Kaggle_2097676","0.0","0.0","0.42503748125937035","Vedanta Resources","emerald natural resources group"
"dataworld_1038","Kaggle_2360023","0.0","0.0","0.438871473354232","Vedanta Resources","stella natural resources inc"
"dataworld_1038","Kaggle_2695916","0.0","0.0","0.3329032258064516","Vedanta Resources","advanced resource solutions, inc."
"dataworld_1038","Kaggle_2894135","0.0","0.0","0.4767206477732794","Vedanta Resources","jeds health resources, inc."
"dataworld_1038","Kaggle_2951992","0.0","0.0","0.3142361111111111","Vedanta Resources","element environmental resources, llc"
"dataworld_1038","Kaggle_3458616","0.0","0.0","0.3529032258064516","Vedanta Resources","churchill natural resources ltd."
"dataworld_103","Kaggle_2409328","0.0","0.0","0.3257894736842105","China Minsheng Banking","china investment consulting co. ltd."
"dataworld_103","Kaggle_2804363","0.0","0.0","0.3159090909090909","China Minsheng Banking","chang bang"
"dataworld_103","Kaggle_3266202","0.0","0.41304347826086957","0.0","China Minsheng Banking","china minsheng banking corp., ltd. representative office"
"dataworld_1040","Kaggle_1708505","0.0","0.0","0.44727272727272727","Daito Trust Construction","gt construction llc"
"dataworld_1040","Kaggle_1708702","0.0","0.0","0.4433551198257081","Daito Trust Construction","andrade concrete & construction inc."
"dataworld_1040","Kaggle_1724661","0.0","0.0","0.32705882352941174","Daito Trust Construction","lowell construction company"
"dataworld_1040","Kaggle_1732097","0.0","0.0","0.39890282131661436","Daito Trust Construction","citrus connection"
"dataworld_1040","Kaggle_1735060","0.0","0.0","0.46563814866760167","Daito Trust Construction","scott thomas construction"
"dataworld_1040","Kaggle_1735306","0.0","0.0","0.3121621621621622","Daito Trust Construction","c3 services - construction cost consultants"
"dataworld_1040","Kaggle_1737050","0.0","0.0","0.31061692969870874","Daito Trust Construction","1st choice construction management, llc"
"dataworld_1040","Kaggle_1748354","0.0","0.0","0.4070588235294118","Daito Trust Construction","eagle pipeline construction"
"dataworld_1040","Kaggle_1776165","0.0","0.0","0.4169278996865204","Daito Trust Construction","nyholt constructions pty. limited"
"dataworld_1040","Kaggle_1778993","0.0","0.0","0.45674486803519054","Daito Trust Construction","hammerhead construction"
"dataworld_1040","Kaggle_1779960","0.0","0.0","0.4417520969245108","Daito Trust Construction","davenport brothers construction."
"dataworld_1040","Kaggle_1781576","0.0","0.0","0.4806397306397306","Daito Trust Construction","basile construction, inc."
"dataworld_1040","Kaggle_1788022","0.0","0.0","0.3968531468531469","Daito Trust Construction","550 construction, llc"
"dataworld_1040","Kaggle_1791434","0.0","0.0","0.3871610845295056","Daito Trust Construction","australian restoration & construction"
"dataworld_1040","Kaggle_1793920","0.0","0.0","0.3403361344537815","Daito Trust Construction","ivy constructions australia pty ltd"
"dataworld_1040","Kaggle_1801395","0.0","0.0","0.45606060606060606","Daito Trust Construction","garbutt construction dki"
"dataworld_1040","Kaggle_1820360","0.0","0.0","0.41491228070175434","Daito Trust Construction","patriot industries llc - concrete & construction"
"dataworld_1040","Kaggle_1826707","0.0","0.0","0.3340955284552845","Daito Trust Construction","alsoraiya real estate investment & construction co."
"dataworld_1040","Kaggle_1832447","0.0","0.0","0.33016304347826086","Daito Trust Construction","joyce construction & civils ltd"
"dataworld_1040","Kaggle_1833818","0.0","0.0","0.5104895104895105","Daito Trust Construction","giles construction"
"dataworld_1040","Kaggle_1841249","0.0","0.0","0.44466403162055335","Daito Trust Construction","construction kt inc."
"dataworld_1040","Kaggle_1844694","0.0","0.0","0.33484162895927605","Daito Trust Construction","robot construction machinery co."
"dataworld_1040","Kaggle_1855643","0.0","0.0","0.4018817204301075","Daito Trust Construction","coast construction company"
"dataworld_1040","Kaggle_1874902","0.0","0.0","0.34485049833887044","Daito Trust Construction","american quality electric & construction"
"dataworld_1040","Kaggle_1907020","0.0","0.0","0.5037878787878788","Daito Trust Construction","raf construction"
"dataworld_1040","Kaggle_1908486","0.2619047619047619","0.0","0.3662464985994398","Daito Trust Construction","harrison development & construction, llc"
"dataworld_1040","Kaggle_1908489","0.0","0.0","0.5108225108225108","Daito Trust Construction","m3 construction ltd"
"dataworld_1040","Kaggle_1912877","0.0","0.0","0.32111436950146627","Daito Trust Construction","datos consulting"
"dataworld_1040","Kaggle_1924494","0.0","0.0","0.4691558441558441","Daito Trust Construction","verus construction pty ltd"
"dataworld_1040","Kaggle_1937880","0.0","0.0","0.5176767676767676","Daito Trust Construction","first construction, llc"
"dataworld_1040","Kaggle_1942831","0.0","0.0","0.4796238244514106","Daito Trust Construction","midwest construction group, llc"
"dataworld_1040","Kaggle_1942967","0.0","0.0","0.34763513513513516","Daito Trust Construction","common sense construction ltd. dba cs construction"
"dataworld_1040","Kaggle_1965493","0.0","0.0","0.471875","Daito Trust Construction","marc morabito constructions"
"dataworld_1040","Kaggle_1979184","0.0","0.0","0.5573593073593073","Daito Trust Construction","6t construction ltd"
"dataworld_1040","Kaggle_1980775","0.0","0.0","0.41431451612903225","Daito Trust Construction","arabian construction co. ( construct ksa )"
"dataworld_1040","Kaggle_1981613","0.0","0.0","0.316017316017316","Daito Trust Construction","associated construction & engineering, inc."
"dataworld_1040","Kaggle_1992621","0.0","0.0","0.4018018018018018","Daito Trust Construction","paik architects/ paik construction"
"dataworld_1040","Kaggle_2009821","0.0","0.0","0.4188311688311688","Daito Trust Construction","dap construction mgt.com"
"dataworld_1040","Kaggle_2010347","0.0","0.0","0.530564263322884","Daito Trust Construction","hillstreet construction"
"dataworld_1040","Kaggle_2010383","0.0","0.0","0.5345849802371541","Daito Trust Construction","cvt construction inc."
"dataworld_1040","Kaggle_2023610","0.0","0.0","0.4678683385579937","Daito Trust Construction","kloepfer construction"
"dataworld_1040","Kaggle_2059299","0.0","0.0","0.3870588235294118","Daito Trust Construction","allan spear construction, llc."
"dataworld_1040","Kaggle_2114137","0.0","0.0","0.43885869565217395","Daito Trust Construction","turtle beach construction"
"dataworld_1040","Kaggle_2125243","0.0","0.0","0.31454081632653064","Daito Trust Construction","carson & roberts site construction and engineering"
"dataworld_1040","Kaggle_2130000","0.0","0.0","0.3137065637065637","Daito Trust Construction","tarpon construction management ltd."
"dataworld_1040","Kaggle_2142072","0.0","0.0","0.35859728506787336","Daito Trust Construction","haw ah bee construction sdn bhd"
"dataworld_1040","Kaggle_2143528","0.0","0.0","0.371875","Daito Trust Construction","total construction supplies limited"
"dataworld_1040","Kaggle_2155540","0.0","0.0","0.3482456140350877","Daito Trust Construction","homeworks construction south bend"
"dataworld_1040","Kaggle_2160643","0.0","0.0","0.37014061207609594","Daito Trust Construction","tricon commercial construction, llc"
"dataworld_1040","Kaggle_2167121","0.0","0.0","0.5858585858585859","Daito Trust Construction","eton -west construction"
"dataworld_1040","Kaggle_2168543","0.0","0.0","0.35401157981803144","Daito Trust Construction","scorpion engineering construction limited"
"dataworld_1040","Kaggle_2172563","0.0","0.0","0.3346774193548387","Daito Trust Construction","integrity construction management"
"dataworld_1040","Kaggle_2173151","0.0","0.0","0.5928030303030303","Daito Trust Construction","d.i.t.t. construction limited"
"dataworld_1040","Kaggle_2177988","0.0","0.0","0.34220779220779224","Daito Trust Construction","jbauer inc ~ electrical service & construction"
"dataworld_1040","Kaggle_2182522","0.0","0.0","0.44473684210526315","Daito Trust Construction","southwestern custom construction"
"dataworld_1040","Kaggle_2183139","0.0","0.0","0.356060606060606","Daito Trust Construction","chorus connection"
"dataworld_1040","Kaggle_2188016","0.0","0.0","0.3749128919860627","Daito Trust Construction","dagesh project & construction management ltd"
"dataworld_1040","Kaggle_2205095","0.0","0.0","0.3714644877435575","Daito Trust Construction","icon west construction corp. / icon pacific construction corp."
"dataworld_1040","Kaggle_2211658","0.0","0.0","0.32123411978221417","Daito Trust Construction","olympus construction management"
"dataworld_1040","Kaggle_2216454","0.0","0.0","0.32613636363636367","Daito Trust Construction","telecommunications consulting & construction"
"dataworld_1040","Kaggle_2221690","0.0","0.0","0.4335483870967742","Daito Trust Construction","midwest construction & supply inc."
"dataworld_1040","Kaggle_2222308","0.0","0.0","0.31633906633906633","Daito Trust Construction","united services construction and restoration"
"dataworld_1040","Kaggle_2247313","0.0","0.0","0.3557168784029038","Daito Trust Construction","ameripride construction company"
"dataworld_1040","Kaggle_2302208","0.0","0.0","0.3155844155844156","Daito Trust Construction","datahouse consulting"
"dataworld_1040","Kaggle_2320718","0.0","0.0","0.35151515151515156","Daito Trust Construction","7hills construction company"
"dataworld_1040","Kaggle_2332620","0.0","0.0","0.506993006993007","Daito Trust Construction","argent constructions"
"dataworld_1040","Kaggle_2336187","0.0","0.0","0.43509615384615385","Daito Trust Construction","mcdaniel wallquist construction, llc"
"dataworld_1040","Kaggle_2343253","0.0","0.0","0.3407012195121951","Daito Trust Construction","poh li heng building construction pte ltd"
"dataworld_1040","Kaggle_2344561","0.0","0.0","0.3953804347826087","Daito Trust Construction","pinnacle construction llc"
"dataworld_1040","Kaggle_2365609","0.0","0.0","0.4313482216708023","Daito Trust Construction","dalkita architecture & construction"
"dataworld_1040","Kaggle_2396133","0.0","0.0","0.3184889434889435","Daito Trust Construction","tenda engineering consulting costruction"
"dataworld_1040","Kaggle_2397404","0.4074074074074074","0.0","0.5218855218855218","Daito Trust Construction","ambient construction"
"dataworld_1040","Kaggle_2418782","0.0","0.0","0.3789855072463768","Daito Trust Construction","amt construction services"
"dataworld_1040","Kaggle_2423077","0.0","0.0","0.3345740281224152","Daito Trust Construction","suncraft construction & development"
"dataworld_1040","Kaggle_2460502","0.0","0.0","0.3407859078590786","Daito Trust Construction","d.a.s. construction management & contracting"
"dataworld_1040","Kaggle_2489427","0.0","0.0","0.3368673050615595","Daito Trust Construction","pheifer brothers construction company, inc."
"dataworld_1040","Kaggle_2493182","0.0","0.0","0.3917220990391722","Daito Trust Construction","homestate adjusters & construction llc"
"dataworld_1040","Kaggle_2497900","0.0","0.0","0.3929110105580694","Daito Trust Construction","altitude infrastructure construction"
"dataworld_1040","Kaggle_2545694","0.3870967741935484","0.0","0.3735483870967742","Daito Trust Construction","quest construction services"
"dataworld_1040","Kaggle_2560151","0.0","0.0","0.5332167832167832","Daito Trust Construction","roots construction co"
"dataworld_1040","Kaggle_2560566","0.0","0.0","0.46945701357466063","Daito Trust Construction","davidson walker construction ltd"
"dataworld_1040","Kaggle_2568081","0.0","0.0","0.38571428571428573","Daito Trust Construction","midwest construction materials"
"dataworld_1040","Kaggle_2572374","0.0","0.0","0.5355731225296443","Daito Trust Construction","d&s construction"
"dataworld_1040","Kaggle_2574860","0.0","0.0","0.33766233766233766","Daito Trust Construction","construction workers"
"dataworld_1040","Kaggle_2574993","0.0","0.0","0.6462450592885376","Daito Trust Construction","foust construction inc"
"dataworld_1040","Kaggle_2619233","0.0","0.0","0.42508417508417506","Daito Trust Construction","axis constuction"
"dataworld_1040","Kaggle_2635720","0.0","0.0","0.441923774954628","Daito Trust Construction","maximos real estate and construction"
"dataworld_1040","Kaggle_2641364","0.0","0.0","0.5268817204301075","Daito Trust Construction","david lambert construction"
"dataworld_1040","Kaggle_2648082","0.0","0.0","0.4880952380952381","Daito Trust Construction","constructions group"
"dataworld_1040","Kaggle_2670900","0.0","0.0","0.3736413043478261","Daito Trust Construction","red eagle construction, llc"
"dataworld_1040","Kaggle_2672516","0.0","0.0","0.36212121212121207","Daito Trust Construction","catalyst construction & remodeling, llc"
"dataworld_1040","Kaggle_2678689","0.0","0.0","0.49059561128526646","Daito Trust Construction","douglass construction, inc."
"dataworld_1040","Kaggle_2696962","0.0","0.0","0.3157051282051282","Daito Trust Construction","clerestory construction consulting"
"dataworld_1040","Kaggle_2717629","0.0","0.0","0.474025974025974","Daito Trust Construction","baldwin construction"
"dataworld_1040","Kaggle_2717690","0.0","0.0","0.367003367003367","Daito Trust Construction","constructionowl.com"
"dataworld_1040","Kaggle_2728260","0.0","0.0","0.5381818181818182","Daito Trust Construction","sukut construction"
"dataworld_1040","Kaggle_2732116","0.0","0.0","0.34632034632034636","Daito Trust Construction","yanesh brothers construction company inc,"
"dataworld_1040","Kaggle_2761104","0.0","0.0","0.4623824451410658","Daito Trust Construction","overholt constructioni corp."
"dataworld_1040","Kaggle_2790566","0.0","0.0","0.48233695652173914","Daito Trust Construction","triple cross construction co"
"dataworld_1040","Kaggle_2796372","0.0","0.0","0.3547619047619048","Daito Trust Construction","nbm construction cost consultants limited"
"dataworld_1040","Kaggle_2807504","0.0","0.0","0.3250762195121951","Daito Trust Construction","phenomenal construction & remodeling, inc."
"dataworld_1040","Kaggle_2808235","0.0","0.0","0.41354838709677416","Daito Trust Construction","brait construction services"
"dataworld_1040","Kaggle_2812197","0.0","0.0","0.47878787878787876","Daito Trust Construction","aspen point construction"
"dataworld_1040","Kaggle_2834268","0.0","0.0","0.412807881773399","Daito Trust Construction","kuwait construction contractors"
"dataworld_1040","Kaggle_2838796","0.0","0.0","0.5573122529644269","Daito Trust Construction","mit construction"
"dataworld_1040","Kaggle_2841913","0.0","0.0","0.4028013582342954","Daito Trust Construction","hindustan steelworks construction limited"
"dataworld_1040","Kaggle_2854691","0.0","0.0","0.335203366058906","Daito Trust Construction","trc construction services, inc."
"dataworld_1040","Kaggle_2858398","0.0","0.0","0.41139846743295017","Daito Trust Construction","industrial roofing and construction"
"dataworld_1040","Kaggle_2867935","0.4583333333333333","0.0","0.5473484848484849","Daito Trust Construction","dale construction co"
"dataworld_1040","Kaggle_2877018","0.0","0.0","0.40454545454545454","Daito Trust Construction","2k construction, llc"
"dataworld_1040","Kaggle_2877904","0.0","0.0","0.31022408963585435","Daito Trust Construction","paul huijing, inc. construction and engineering"
"dataworld_1040","Kaggle_2878510","0.0","0.0","0.34481255448997383","Daito Trust Construction","design + construction strategies, llc"
"dataworld_1040","Kaggle_2883807","0.0","0.0","0.5033670033670034","Daito Trust Construction","lawhon construction"
"dataworld_1040","Kaggle_2904196","0.0","0.0","0.40744101633393826","Daito Trust Construction","carolina bluewater construction"
"dataworld_1040","Kaggle_2904334","0.0","0.0","0.6063636363636363","Daito Trust Construction","torus construction corporation"
"dataworld_1040","Kaggle_2961088","0.0","0.0","0.46705882352941175","Daito Trust Construction","keith m. webster construction, inc"
"dataworld_1040","Kaggle_2961096","0.0","0.0","0.5631313131313131","Daito Trust Construction","seacrest construction"
"dataworld_1040","Kaggle_2962494","0.0","0.0","0.4171195652173913","Daito Trust Construction","bryan miller construction inc."
"dataworld_1040","Kaggle_2964976","0.0","0.0","0.35649350649350653","Daito Trust Construction","james cubitt developments and construction ltd"
"dataworld_1040","Kaggle_2974291","0.0","0.0","0.5800395256916997","Daito Trust Construction","art of construction"
"dataworld_1040","Kaggle_2987665","0.0","0.0","0.33151515151515154","Daito Trust Construction","reach construction services group"
"dataworld_1040","Kaggle_2998783","0.0","0.0","0.3456614509246088","Daito Trust Construction","construction guarantee, construction bonds"
"dataworld_1040","Kaggle_3027122","0.0","0.0","0.4431818181818181","Daito Trust Construction","technocrates construction limited"
"dataworld_1040","Kaggle_3031258","0.0","0.0","0.32479030754892824","Daito Trust Construction","isaacs construction services llc"
"dataworld_1040","Kaggle_3044458","0.0","0.0","0.5128458498023715","Daito Trust Construction","ga construction"
"dataworld_1040","Kaggle_3044806","0.0","0.0","0.31255448997384483","Daito Trust Construction","construction recruiting solutions"
"dataworld_1040","Kaggle_3060702","0.0","0.0","0.37103174603174605","Daito Trust Construction","sri sasthaa constructions - india"
"dataworld_1040","Kaggle_3073752","0.0","0.0","0.4295566502463054","Daito Trust Construction","njr constructions pty. ltd. njr constructions"
"dataworld_1040","Kaggle_3097404","0.0","0.0","0.3996865203761756","Daito Trust Construction","plus construction | ????"
"dataworld_1040","Kaggle_3100813","0.0","0.0","0.45054945054945056","Daito Trust Construction","blair rasmussen construction inc."
"dataworld_1040","Kaggle_3159524","0.0","0.0","0.3891402714932127","Daito Trust Construction","golden coast construction and restoration"
"dataworld_1040","Kaggle_3165683","0.0","0.0","0.3981481481481482","Daito Trust Construction","reinbrecht homes and construction"
"dataworld_1040","Kaggle_3196822","0.0","0.0","0.3942006269592476","Daito Trust Construction","ajit construction - india"
"dataworld_1040","Kaggle_3205806","0.0","0.0","0.42691532258064513","Daito Trust Construction","preconstruction at dpr construction"
"dataworld_1040","Kaggle_3229796","0.0","0.0","0.4270588235294118","Daito Trust Construction","christiaens construction b.v."
"dataworld_1040","Kaggle_3257782","0.0","0.0","0.5360501567398119","Daito Trust Construction","dietrich construction"
"dataworld_1040","Kaggle_3269422","0.0","0.0","0.5242424242424243","Daito Trust Construction","drivepoint construction limited"
"dataworld_1040","Kaggle_3280222","0.0","0.0","0.4227150537634409","Daito Trust Construction","the first construction company"
"dataworld_1040","Kaggle_3286328","0.0","0.0","0.6017786561264822","Daito Trust Construction","east construction inc"
"dataworld_1040","Kaggle_3290792","0.0","0.0","0.560064935064935","Daito Trust Construction","big street construction, inc"
"dataworld_1040","Kaggle_3297111","0.0","0.0","0.3390151515151515","Daito Trust Construction","early construction company"
"dataworld_1040","Kaggle_3325678","0.0","0.0","0.3897306397306397","Daito Trust Construction","jmb construction llc"
"dataworld_1040","Kaggle_3336244","0.0","0.0","0.3322440087145969","Daito Trust Construction","jabs construction consultants ltd"
"dataworld_1040","Kaggle_3349141","0.0","0.0","0.5335497835497836","Daito Trust Construction","a3 construction inc"
"dataworld_1040","Kaggle_3366391","0.0","0.0","0.32215619694397285","Daito Trust Construction","sashan energy construction industry trade co. inc."
"dataworld_1040","Kaggle_3369572","0.0","0.0","0.5492424242424243","Daito Trust Construction","tor construction"
"dataworld_1040","Kaggle_3394787","0.0","0.0","0.328544061302682","Daito Trust Construction","hanchar construction consulting"
"dataworld_1040","Kaggle_3421493","0.0","0.0","0.41060606060606064","Daito Trust Construction","precept construction llc"
"dataworld_1040","Kaggle_3421666","0.0","0.0","0.540909090909091","Daito Trust Construction","tusk construction ltd"
"dataworld_1040","Kaggle_3429554","0.0","0.0","0.3769592476489028","Daito Trust Construction","colda constructions pty ltd"
"dataworld_1040","Kaggle_3448116","0.0","0.0","0.39242424242424245","Daito Trust Construction","dai hoang gia construction & investment co., ltd"
"dataworld_1040","Kaggle_3460162","0.0","0.0","0.411875","Daito Trust Construction","sai teja constructions - india"
"dataworld_1042","Kaggle_1723297","0.0","0.24528301886792453","0.0","Belle International Holdings","beijing international investment & consulting ltd"
"dataworld_1042","Kaggle_1840696","0.0","0.4418604651162791","0.0","Belle International Holdings","prosperity international holdings hk ltd (803)"
"dataworld_1042","Kaggle_1998314","0.0","0.3392857142857143","0.0","Belle International Holdings","donghai international financial holdings company limited"
"dataworld_1042","Kaggle_2005943","0.0","0.5588235294117647","0.0","Belle International Holdings","interpro international holdings, llc"
"dataworld_1042","Kaggle_2014480","0.0","0.6333333333333333","0.0","Belle International Holdings","h&s international holdings, inc."
"dataworld_1042","Kaggle_2143303","0.0","0.37142857142857144","0.0","Belle International Holdings","nova pole international inc."
"dataworld_1042","Kaggle_2340730","0.0","0.24675324675324675","0.0","Belle International Holdings","kai yun (hong kong) international holdings investment company limited ??(??)??????????"
