"dbpedia_1005","Kaggle_2538262","0.0","0.0","0.4465075154730327","Coca-Cola Bottling Co. Consolidated","lufkin coca cola bottling company"
"dbpedia_1035","Kaggle_1820578","0.0","0.0","0.41873840445269017","Companhia Paulista de Trens Metropolitanos","companhia paulistana de securitização - sp securitização"
"dbpedia_1035","Kaggle_2884802","0.0","0.0","0.4763157894736842","Companhia Paulista de Trens Metropolitanos","companhia paulista de forca e luz"
"dbpedia_1035","Kaggle_2924542","0.21568627450980393","0.0","0.0","Companhia Paulista de Trens Metropolitanos","metropolitan housing coalition"
"dbpedia_1036","Kaggle_3114087","0.3392857142857143","0.0","0.3741883116883117","Companhia do Metropolitano de São Paulo","companhia cearense de transportes metropolitanos"
"dbpedia_1037","Kaggle_2522135","0.0","0.0","0.3869047619047619","Compass Resources","spring meadow resources inc"
"dbpedia_1037","Kaggle_2619826","0.0","0.0","0.6764069264069263","Compass Resources","compass human resources"
"dbpedia_1037","Kaggle_3280966","0.0","0.0","0.8055555555555556","Compass Resources","compass resource group, llc"
"dbpedia_1038","Kaggle_2657982","0.0","0.0","0.4318181818181818","Compass, Inc.","compandben"
"dbpedia_1038","Kaggle_3062274","0.0","0.0","0.7785714285714285","Compass, Inc.","compass 4pl"
"dbpedia_1043","Kaggle_2594386","0.0","0.0","0.4269230769230769","Concentrix","conntix"
"dbpedia_1049","Kaggle_2616261","0.0","0.0","0.4636015325670498","ConocoPhillips","lane energy poland sp. z o.o. / conocophillips"
"dbpedia_1050","Kaggle_1727195","0.0","0.0","0.5346320346320346","Consolidated Communications","consolidated pipe and supply"
"dbpedia_1050","Kaggle_1768100","0.0","0.0","0.46886446886446886","Consolidated Communications","evolute consolidated holdings, inc. (evolute)"
"dbpedia_1050","Kaggle_2087291","0.0","0.0","0.5358695652173913","Consolidated Communications","consolidated energy consultants ltd."
"dbpedia_1050","Kaggle_2090500","0.0","0.0","0.8461538461538463","Consolidated Communications","q consolidated, inc"
"dbpedia_1050","Kaggle_2358811","0.0","0.0","0.4772256728778468","Consolidated Communications","consolidate energy solutions llc"
"dbpedia_1050","Kaggle_2685626","0.0","0.0","0.45993589743589747","Consolidated Communications","the consolidated content company"
"dbpedia_1050","Kaggle_2955078","0.0","0.0","0.6055555555555556","Consolidated Communications","consolidated water group, llc"
"dbpedia_1050","Kaggle_2963248","0.0","0.0","0.562200956937799","Consolidated Communications","consolidated consulting"
"dbpedia_1050","Kaggle_3121144","0.0","0.0","0.5108225108225108","Consolidated Communications","3d consolidated financial services"
"dbpedia_1050","Kaggle_3344650","0.0","0.0","0.6654411764705882","Consolidated Communications","moliv consolidated"
"dbpedia_1050","Kaggle_3360418","0.0","0.0","0.4075","Consolidated Communications","consolidation distribution corp."
"dbpedia_1050","Kaggle_3386825","0.0","0.0","0.417989417989418","Consolidated Communications","consolidated radiology complex,"
"dbpedia_1051","Kaggle_1767363","0.0","0.0","0.4677871148459384","Consolidated Media Holdings","vedic consolidated"
"dbpedia_1051","Kaggle_1892263","0.0","0.0","0.7538699690402477","Consolidated Media Holdings","consolidated metal technologies"
"dbpedia_1051","Kaggle_2216892","0.0","0.0","0.4144385026737968","Consolidated Media Holdings","onsite media inc."
"dbpedia_1051","Kaggle_2371261","0.0","0.0","0.4580952380952381","Consolidated Media Holdings","cooper consolidated, llc"
"dbpedia_1051","Kaggle_2685626","0.0","0.0","0.4588859416445623","Consolidated Media Holdings","the consolidated content company"
"dbpedia_1051","Kaggle_2992267","0.0","0.0","0.4336007130124777","Consolidated Media Holdings","consolidated metal finishing private limited"
"dbpedia_1051","Kaggle_3344650","0.0","0.0","0.44397759103641454","Consolidated Media Holdings","moliv consolidated"
"dbpedia_1052","Kaggle_2334085","0.0","0.0","0.4660087719298246","Constellation Brands","venus constellations"
"dbpedia_1052","Kaggle_2947206","0.0","0.0","0.4133771929824561","Constellation Brands","eurion constellation"
"dbpedia_1052","Kaggle_2962680","0.0","0.0","0.7017543859649122","Constellation Brands","constellations"
"dbpedia_1052","Kaggle_3098286","0.0","0.0","0.38611111111111107","Constellation Brands","constellation newenergy gas division, llc"
"dbpedia_1053","Kaggle_1883590","0.0","0.0","0.3911764705882353","Constellation Energy","constellation software and consulting pvt ltd"
"dbpedia_1053","Kaggle_1961358","0.0","0.0","0.8348214285714286","Constellation Energy","constellation, s.r.o."
"dbpedia_1053","Kaggle_2214959","0.0","0.0","0.5683229813664596","Constellation Energy","constellation services ab"
"dbpedia_1053","Kaggle_2304639","0.0","0.0","0.4496774193548387","Constellation Energy","constellation aviation consutling"
"dbpedia_1053","Kaggle_2349147","0.0","0.0","0.4235632183908046","Constellation Energy","constellation capital management"
"dbpedia_1053","Kaggle_2482388","0.0","0.0","0.6144736842105263","Constellation Energy","dohmen constellations"
"dbpedia_1053","Kaggle_2694924","0.0","0.0","0.6483957219251337","Constellation Energy","constellation solutions"
"dbpedia_1053","Kaggle_2795335","0.0","0.0","0.7140522875816994","Constellation Energy","constellation place"
"dbpedia_1053","Kaggle_2837070","0.0","0.0","0.416969696969697","Constellation Energy","catallyst constellations (catallysts)"
"dbpedia_1053","Kaggle_2947206","0.0","0.0","0.6476608187134503","Constellation Energy","eurion constellation"
"dbpedia_1053","Kaggle_2962680","0.0","0.0","0.9642857142857143","Constellation Energy","constellations"
"dbpedia_1053","Kaggle_3064957","0.0","0.0","0.3729946524064171","Constellation Energy","constellation residences at northstar"
"dbpedia_1053","Kaggle_3143844","0.0","0.0","0.3786764705882353","Constellation Energy","constellation schools: parma community"
"dbpedia_1053","Kaggle_3198983","0.0","0.0","0.5954545454545455","Constellation Energy","constellations recovery"
"dbpedia_1054","Kaggle_1865846","0.0","0.0","0.42952380952380953","Constellation Software","nelio software"
"dbpedia_1054","Kaggle_1883590","0.0","0.0","0.6254901960784314","Constellation Software","constellation software and consulting pvt ltd"
"dbpedia_1054","Kaggle_1967051","0.0","0.0","0.458128078817734","Constellation Software","ipublications software"
"dbpedia_1054","Kaggle_2055691","0.0","0.0","0.6290322580645162","Constellation Software","constellation automotive software"
"dbpedia_1054","Kaggle_2146645","0.0","0.0","0.37445887445887444","Constellation Software","int3 software"
"dbpedia_1054","Kaggle_2163997","0.0","0.0","0.4212962962962963","Constellation Software","docmanager solutions (software)"
"dbpedia_1054","Kaggle_2191500","0.0","0.0","0.4735483870967742","Constellation Software","constellation philanthropy"
"dbpedia_1054","Kaggle_2333089","0.0","0.0","0.62531328320802","Constellation Software","constellation, inc."
"dbpedia_1054","Kaggle_2522156","0.0","0.0","0.3819047619047619","Constellation Software","relay software"
"dbpedia_1054","Kaggle_2598045","0.0","0.0","0.5243589743589744","Constellation Software","core construction software uk"
"dbpedia_1054","Kaggle_2777677","0.0","0.0","0.3915343915343915","Constellation Software","guerilla software"
"dbpedia_1054","Kaggle_2787475","0.0","0.0","0.5822510822510822","Constellation Software","constellation eis"
"dbpedia_1054","Kaggle_2837070","0.0","0.0","0.3991477272727273","Constellation Software","catallyst constellations (catallysts)"
"dbpedia_1054","Kaggle_2907906","0.0","0.0","0.5371428571428571","Constellation Software","colleton software"
"dbpedia_1054","Kaggle_2935136","0.0","0.0","0.4656084656084656","Constellation Software","euromation software b.v."
"dbpedia_1054","Kaggle_2995621","0.0","0.0","0.4301075268817205","Constellation Software","centerstone software"
"dbpedia_1054","Kaggle_3228804","0.0","0.0","0.44044665012406947","Constellation Software","revelation software concepts"
"dbpedia_1055","Kaggle_1990403","0.0","0.0","0.46590909090909094","Contact Energy","constant & co"
"dbpedia_1055","Kaggle_2978888","0.8571428571428571","0.0","0.8660714285714286","Contact Energy","contacto"
"dbpedia_1056","Kaggle_1756244","0.0","0.0","0.37747035573122534","Continental Engineering Corporation","engineering 350"
"dbpedia_1056","Kaggle_1767891","0.0","0.0","0.4321428571428571","Continental Engineering Corporation","environmental engineering partnership"
"dbpedia_1056","Kaggle_1819116","0.0","0.0","0.473604826546003","Continental Engineering Corporation","brownfield environmental engineering"
"dbpedia_1056","Kaggle_1821299","0.0","0.0","0.400974025974026","Continental Engineering Corporation","galcon engineering pvt. ltd."
"dbpedia_1056","Kaggle_1836906","0.0","0.0","0.3772727272727273","Continental Engineering Corporation","garnat engineering, llc"
"dbpedia_1056","Kaggle_1859759","0.0","0.0","0.5304621848739496","Continental Engineering Corporation","combustion & control engineering, inc."
"dbpedia_1056","Kaggle_1860002","0.0","0.0","0.4607142857142857","Continental Engineering Corporation","batliboi environmental engineering pvt. ltd."
"dbpedia_1056","Kaggle_1881155","0.0","0.0","0.4927272727272727","Continental Engineering Corporation","falcon engineering"
"dbpedia_1056","Kaggle_1892807","0.0","0.0","0.4911067193675889","Continental Engineering Corporation","ring engineering"
"dbpedia_1056","Kaggle_1953939","0.0","0.24050632911392406","0.0","Continental Engineering Corporation","china construction eighth engineering division corporation limited (dubai branch)"
"dbpedia_1056","Kaggle_2000103","0.0","0.5405405405405406","0.0","Continental Engineering Corporation","priya engineering corporation"
"dbpedia_1056","Kaggle_2037168","0.0","0.0","0.49818181818181817","Continental Engineering Corporation","cima engineering"
"dbpedia_1056","Kaggle_2044240","0.0","0.0","0.44130067567567566","Continental Engineering Corporation","residential and commercial engineering ltd"
"dbpedia_1056","Kaggle_2059457","0.0","0.0","0.3831738437001595","Continental Engineering Corporation","centurion engineering and consulting, llc"
"dbpedia_1056","Kaggle_2071746","0.0","0.0","0.43492063492063493","Continental Engineering Corporation","harris structural engineering"
"dbpedia_1056","Kaggle_2082535","0.0","0.0","0.5097402597402597","Continental Engineering Corporation","i-control engineering ab"
"dbpedia_1056","Kaggle_2083735","0.0","0.0","0.7045454545454546","Continental Engineering Corporation","cental engineering"
"dbpedia_1056","Kaggle_2098582","0.0","0.0","0.438288920056101","Continental Engineering Corporation","technical engineering group pty ltd"
"dbpedia_1056","Kaggle_2139506","0.0","0.0","0.38639455782312926","Continental Engineering Corporation","association of environmental & engineering geologists"
"dbpedia_1056","Kaggle_2146618","0.0","0.0","0.46837944664031617","Continental Engineering Corporation","ae engineering inc"
"dbpedia_1056","Kaggle_2184679","0.0","0.0","0.4666666666666666","Continental Engineering Corporation","mcgowan ltd - civil and environmental engineering"
"dbpedia_1056","Kaggle_2250343","0.0","0.0","0.4817444219066937","Continental Engineering Corporation","exponential engineering company"
"dbpedia_1056","Kaggle_2265555","0.0","0.5636363636363636","0.0","Continental Engineering Corporation","continental engineering corporation international malaysia sdn. bhd."
"dbpedia_1056","Kaggle_2266832","0.0","0.0","0.5021994134897361","Continental Engineering Corporation","collins boyd engineering"
"dbpedia_1056","Kaggle_2283736","0.0","0.0","0.5018939393939393","Continental Engineering Corporation","continental sales inc"
"dbpedia_1056","Kaggle_2294140","0.0","0.0","0.4169278996865204","Continental Engineering Corporation","ponti engineering scarl"
"dbpedia_1056","Kaggle_2345662","0.0","0.0","0.520909090909091","Continental Engineering Corporation","inline engineering limited"
"dbpedia_1056","Kaggle_2367492","0.0","0.0","0.43703703703703706","Continental Engineering Corporation","dental & engineering innovation"
"dbpedia_1056","Kaggle_2369093","0.0","0.0","0.5016233766233766","Continental Engineering Corporation","bennett engineering, incorporated"
"dbpedia_1056","Kaggle_2382456","0.0","0.0","0.43462059620596205","Continental Engineering Corporation","bluewater environmental engineering, llc"
"dbpedia_1056","Kaggle_2392668","0.0","0.2830188679245283","0.3917220990391722","Continental Engineering Corporation","china state construction engineering co., ltd."
"dbpedia_1056","Kaggle_2453928","0.0","0.6857142857142857","0.0","Continental Engineering Corporation","control engineering corporation"
"dbpedia_1056","Kaggle_2486596","0.0","0.0","0.6942528735632184","Continental Engineering Corporation","intercontinental engineering llc."
"dbpedia_1056","Kaggle_2523583","0.0","0.0","0.4569377990430622","Continental Engineering Corporation","environmental and engineering solutions limited"
"dbpedia_1056","Kaggle_2557226","0.0","0.0","0.4049549549549549","Continental Engineering Corporation","fermicoding internet engineering"
"dbpedia_1056","Kaggle_2631300","0.0","0.0","0.46705882352941175","Continental Engineering Corporation","holystone civil engineering"
"dbpedia_1056","Kaggle_2664140","0.0","0.0","0.525039745627981","Continental Engineering Corporation","coleman environmental engineering, llc"
"dbpedia_1056","Kaggle_2668547","0.0","0.5128205128205128","0.0","Continental Engineering Corporation","stamped engineering corporation"
"dbpedia_1056","Kaggle_2701636","0.0","0.0","0.3783251231527094","Continental Engineering Corporation","atlantis engineering and consulting"
"dbpedia_1056","Kaggle_2718707","0.0","0.0","0.49221949221949224","Continental Engineering Corporation","espc civil and environmental engineering"
"dbpedia_1056","Kaggle_2788110","0.0","0.0","0.4602272727272727","Continental Engineering Corporation","kpe engineering"
"dbpedia_1056","Kaggle_2811242","0.0","0.0","0.5138339920948617","Continental Engineering Corporation","line engineering ltd."
"dbpedia_1056","Kaggle_2832594","0.0","0.4634146341463415","0.0","Continental Engineering Corporation","consulting engineers corporation"
"dbpedia_1056","Kaggle_2842018","0.0","0.0","0.3845108695652174","Continental Engineering Corporation","independent consultant in geotechnical engineering"
"dbpedia_1056","Kaggle_2940440","0.0","0.7560975609756098","0.0","Continental Engineering Corporation","continental engineering corporation (c.e.c, gurgoan)"
"dbpedia_1056","Kaggle_3061703","0.0","0.0","0.3963768115942029","Continental Engineering Corporation","cec coastal and environmental engineering & consultancy"
"dbpedia_1056","Kaggle_3103520","0.0","0.0","0.3935483870967742","Continental Engineering Corporation","noor jazal engineering contracting co."
"dbpedia_1056","Kaggle_3104058","0.0","0.0","0.553921568627451","Continental Engineering Corporation","confidential engineering company"
"dbpedia_1056","Kaggle_3107816","0.0","0.0","0.6313131313131313","Continental Engineering Corporation","confident engineering"
"dbpedia_1056","Kaggle_3156091","0.0","0.0","0.46362229102167185","Continental Engineering Corporation","sterling environmental engineering, p.c."
"dbpedia_1056","Kaggle_3194837","0.0","0.0","0.5891203703703703","Continental Engineering Corporation","bioenvironmental engineering"
"dbpedia_1056","Kaggle_3198426","0.0","0.0","0.5911910669975187","Continental Engineering Corporation","vt environmental engineering"
"dbpedia_1056","Kaggle_3206527","0.0","0.0","0.3782467532467533","Continental Engineering Corporation","engineering consulting group"
"dbpedia_1056","Kaggle_3240720","0.0","0.0","0.4275","Continental Engineering Corporation","central engineering exports"
"dbpedia_1056","Kaggle_3315489","0.0","0.0","0.5052083333333334","Continental Engineering Corporation","sina technical and engineering co."
"dbpedia_1056","Kaggle_3364205","0.0","0.0","0.410230352303523","Continental Engineering Corporation","communication construction & engineering"
"dbpedia_1056","Kaggle_3418249","0.0","0.0","0.4640151515151515","Continental Engineering Corporation","continental refrigeration"
"dbpedia_1056","Kaggle_3418374","0.0","0.30158730158730157","0.0","Continental Engineering Corporation","bangladesh engineering and construction corporation ltd. (becc)"
"dbpedia_1057","Kaggle_1727787","0.0","0.0","0.38790322580645165","Continental Resources","golden saint resources ltd"
"dbpedia_1057","Kaggle_2989276","0.0","0.0","0.44497282608695654","Continental Resources","phoenix natural resources"
"dbpedia_1057","Kaggle_3022320","0.0","0.0","0.47884615384615387","Continental Resources","cardinal resource"
"dbpedia_1058","Kaggle_2519741","0.0","0.0","0.677257525083612","Convenience Retail Asia","convenience retailing llc"
"dbpedia_1067","Kaggle_2640820","0.0","0.0","0.5977272727272727","Core Laboratories","reliance laboratories"
"dbpedia_1067","Kaggle_2749941","0.0","0.0","0.3743961352657005","Core Laboratories","a1 dental laboratory"
"dbpedia_1067","Kaggle_2832591","0.7368421052631579","0.7368421052631579","0.7894736842105263","Core Laboratories","procore laboratories"
"dbpedia_1067","Kaggle_2869672","0.0","0.0","0.638157894736842","Core Laboratories","hsc laboratories"
"dbpedia_1067","Kaggle_3142013","0.37037037037037035","0.37037037037037035","0.4677938808373591","Core Laboratories","wyeth ayerst laboratories"
"dbpedia_1067","Kaggle_3335853","0.0","0.0","0.8020833333333333","Core Laboratories","cobe laboratories"
"dbpedia_106","Kaggle_2641134","0.0","0.0","0.40485829959514175","Admirals (company)","windsor glass company limited"
"dbpedia_1072","Kaggle_3132723","0.0","0.0","0.42260869565217396","Corinthia Group of Companies","b&b companies and tci companies"
"dbpedia_1074","Kaggle_1730085","0.0","0.0","0.46282051282051284","Corporate Office Properties Trust","preferred office properties"
"dbpedia_1074","Kaggle_1853823","0.0","0.0","0.4257575757575758","Corporate Office Properties Trust","corporate clean property services"
"dbpedia_1074","Kaggle_2107878","0.0","0.0","0.5008771929824561","Corporate Office Properties Trust","corporate office furniture inc."
"dbpedia_1074","Kaggle_2849744","0.0","0.0","0.37450980392156863","Corporate Office Properties Trust","fd&ic corporate office"
"dbpedia_1074","Kaggle_2957461","0.0","0.0","0.41954787234042556","Corporate Office Properties Trust","american community properties trust"
"dbpedia_1076","Kaggle_1727340","0.0","0.0","0.5811036789297659","Corus Entertainment","crossroads entertainment"
"dbpedia_1076","Kaggle_1731523","0.0","0.0","0.38357588357588357","Corus Entertainment","dommelgraaf & cornelissen entertainment bv"
"dbpedia_1076","Kaggle_1738284","0.0","0.0","0.4009216589861751","Corus Entertainment","vos sportsmarketing & entertainment"
"dbpedia_1076","Kaggle_1755468","0.0","0.0","0.4910714285714286","Corus Entertainment","barking fish entertainment"
"dbpedia_1076","Kaggle_1783431","0.0","0.0","0.3800505050505051","Corus Entertainment","the made (museum of art and digital entertainment)"
"dbpedia_1076","Kaggle_1790147","0.0","0.0","0.4204244031830239","Corus Entertainment","bfs entertainment & multimedia limited"
"dbpedia_1076","Kaggle_1836062","0.0","0.0","0.7166666666666667","Corus Entertainment","a plus entertainment"
"dbpedia_1076","Kaggle_1847015","0.0","0.0","0.6141666666666666","Corus Entertainment","cerberus entertainment, llc"
"dbpedia_1076","Kaggle_1847386","0.0","0.0","0.5571428571428572","Corus Entertainment","ala carte entertainment inc"
"dbpedia_1076","Kaggle_1858395","0.0","0.0","0.3813131313131313","Corus Entertainment","east coast audio entertainments - india"
"dbpedia_1076","Kaggle_1902464","0.0","0.0","0.4598214285714286","Corus Entertainment","goose creek music and entertainment"
"dbpedia_1076","Kaggle_1967063","0.0","0.0","0.5181818181818182","Corus Entertainment","aftermath entertainment, inc."
"dbpedia_1076","Kaggle_1995038","0.0","0.0","0.5032051282051282","Corus Entertainment","savvy events & entertainment"
"dbpedia_1076","Kaggle_2009326","0.0","0.0","0.5044699872286079","Corus Entertainment","semmel concerts entertainment"
"dbpedia_1076","Kaggle_2021037","0.0","0.0","0.429004329004329","Corus Entertainment","pro music records & entertainment media"
"dbpedia_1076","Kaggle_2029115","0.0","0.0","0.38948306595365423","Corus Entertainment","visionquest entertainment center, llc"
"dbpedia_1076","Kaggle_2037000","0.0","0.0","0.4973474801061008","Corus Entertainment","amplify sports and entertainment"
"dbpedia_1076","Kaggle_2059575","0.0","0.0","0.5058528428093645","Corus Entertainment","border2border entertainment"
"dbpedia_1076","Kaggle_2093100","0.0","0.0","0.39345063538611924","Corus Entertainment","abandon interactive entertainment"
"dbpedia_1076","Kaggle_2120158","0.0","0.0","0.5895652173913043","Corus Entertainment","consortium entertainment"
"dbpedia_1076","Kaggle_2174141","0.0","0.0","0.3985714285714286","Corus Entertainment","ava entertainments the event hub"
