"dataworld_1002","Kaggle_1215876","0.0","0.0","0.4833333333333334","CarMax","carpet max"
"dataworld_102","Kaggle_17081","0.44","0.0","0.57","China Life Insurance","nan shan life insurance co., ltd"
"dataworld_102","Kaggle_207037","0.0","0.0","0.3574836016696482","China Life Insurance","north carolina mutual life insurance company"
"dataworld_102","Kaggle_207731","0.0","0.0","0.35685805422647526","China Life Insurance","madison life insurance company zambia limited"
"dataworld_102","Kaggle_230589","0.0","0.0","0.35747126436781607","China Life Insurance","gulf union insurance and reinsurance"
"dataworld_102","Kaggle_263757","0.0","0.0","0.4144736842105263","China Life Insurance","jd fulwiler & co. insurance"
"dataworld_102","Kaggle_30811","0.0","0.0","0.3736111111111111","China Life Insurance","lincoln heritage life insurance company®"
"dataworld_102","Kaggle_332170","0.0","0.0","0.34743954480796585","China Life Insurance","vienna life vienna insurance group biztosító zrt."
"dataworld_102","Kaggle_35418","0.0","0.0","0.45768025078369906","China Life Insurance","star union dai-ichi life insurance co. ltd."
"dataworld_102","Kaggle_373344","0.0","0.0","0.3456989247311828","China Life Insurance","srba insurance reinsurance broker"
"dataworld_102","Kaggle_393435","0.0","0.0","0.3972350230414747","China Life Insurance","korealife insurance vietnam_ hanwha group"
"dataworld_102","Kaggle_469772","0.0","0.0","0.5145888594164456","China Life Insurance","union national life insurance"
"dataworld_102","Kaggle_505873","0.0","0.0","0.37775735294117646","China Life Insurance","winner life insurance - vienna insurance group"
"dataworld_102","Kaggle_52557","0.0","0.0","0.4184060721062619","China Life Insurance","cica life insurance company of america"
"dataworld_102","Kaggle_567211","0.0","0.0","0.6888888888888889","China Life Insurance","axa life insurance"
"dataworld_102","Kaggle_572020","0.0","0.0","0.3354166666666667","China Life Insurance","sky insurance services group limited - sky insurance"
"dataworld_102","Kaggle_579866","0.0","0.0","0.493368700265252","China Life Insurance","sonali life insurance company ltd"
"dataworld_102","Kaggle_622023","0.0","0.0","0.33034433285509324","China Life Insurance","first national title insurance company"
"dataworld_102","Kaggle_631177","0.0","0.0","0.3980836236933798","China Life Insurance","china life property and casualty insurance company limited"
"dataworld_102","Kaggle_65398","0.0","0.0","0.3463203463203463","China Life Insurance","china oilfield services limited"
"dataworld_102","Kaggle_655548","0.0","0.0","0.3545310015898251","China Life Insurance","nissay-greatwall life insurance co.?ltd"
"dataworld_102","Kaggle_676500","0.0","0.0","0.3560606060606061","China Life Insurance","schneider insurance agency, inc."
"dataworld_102","Kaggle_688348","0.0","0.0","0.41084229390681004","China Life Insurance","cigna health and life insurance company"
"dataworld_102","Kaggle_728152","0.0","0.0","0.3490441661173368","China Life Insurance","luso-american life insurance society (lalis)"
"dataworld_102","Kaggle_730014","0.0","0.0","0.4706896551724138","China Life Insurance","dah sing life assurance co. ltd."
"dataworld_102","Kaggle_74069","0.0","0.0","0.4098557692307692","China Life Insurance","al buhaira national insurance co."
"dataworld_102","Kaggle_7447","0.0","0.0","0.5962732919254659","China Life Insurance","reliance life insurance"
"dataworld_102","Kaggle_744764","0.0","0.0","0.334375","China Life Insurance","phenix mutual fire insurance company"
"dataworld_102","Kaggle_767036","0.0","0.0","0.41239316239316237","China Life Insurance","hartford insurance"
"dataworld_102","Kaggle_790256","0.0","0.0","0.3336550836550837","China Life Insurance","universal fidelity life insurance company"
"dataworld_102","Kaggle_81467","0.0","0.0","0.462962962962963","China Life Insurance","pt mnc life assurance"
"dataworld_102","Kaggle_843608","0.0","0.0","0.34716859716859716","China Life Insurance","investors heritage life insurance company"
"dataworld_102","Kaggle_893027","0.0","0.0","0.3394858272907053","China Life Insurance","first continental life & accident insurance co."
"dataworld_102","Kaggle_895996","0.0","0.0","0.4496336996336996","China Life Insurance","bank of china group insurance company limited"
"dataworld_102","Kaggle_922288","0.0","0.0","0.34022556390977443","China Life Insurance","broktech insurance & reinsurance brokers sal"
"dataworld_102","Kaggle_946954","0.0","0.0","0.32533399307273625","China Life Insurance","occidental life insurance company of north carolina"
"dataworld_1030","Kaggle_931475","0.0","0.0","0.412280701754386","Finmeccanica","findev canada"
"dataworld_1031","Kaggle_336045","0.0","0.0","0.4431818181818182","Hertz Global Holdings","junto global"
"dataworld_1032","Kaggle_702785","0.0","0.0","0.5224358974358974","Western Union","western tv"
"dataworld_1032","Kaggle_767561","0.0","0.0","0.3487394957983193","Western Union","western star trucks"
"dataworld_1033","Kaggle_1351435","0.0","0.0","0.3568181818181818","Facebook","facebook store directory"
"dataworld_1035","Kaggle_985909","0.0","0.0","0.3511904761904762","Shimao Property Holdings","destination properties co., ltd"
"dataworld_1036","Kaggle_1057054","0.0","0.0","0.4122983870967742","Harley-Davidson","dudley perkins co. harley-davidson & buell"
"dataworld_1036","Kaggle_1430072","0.5217391304347826","0.0","0.5652173913043479","Harley-Davidson","new castle harley-davidson"
"dataworld_1036","Kaggle_1484627","0.0","0.0","0.38664596273291924","Harley-Davidson","harvey robinson"
"dataworld_1036","Kaggle_1514923","0.0","0.0","0.5525362318840579","Harley-Davidson","northwest harley-davidson®"
"dataworld_1036","Kaggle_1518191","0.0","0.0","0.711111111111111","Harley-Davidson","harley davidson of tucson"
"dataworld_1036","Kaggle_1686636","0.0","0.0","0.6921052631578948","Harley-Davidson","harley davidson of dothan"
"dataworld_1036","Kaggle_313649","0.631578947368421","0.0","0.6842105263157895","Harley-Davidson","worth harley-davidson"
"dataworld_1036","Kaggle_730111","0.0","0.0","0.5508333333333333","Harley-Davidson","harley-davidson of new york city"
"dataworld_1036","Kaggle_760726","0.0","0.0","0.5092307692307692","Harley-Davidson","appalachian harley-davidson®"
"dataworld_1038","Kaggle_1004989","0.0","0.0","0.5513784461152882","Vedanta Resources","antareja resources pt"
"dataworld_1038","Kaggle_1039870","0.0","0.0","0.4504048582995951","Vedanta Resources","hope cancer resources"
"dataworld_1038","Kaggle_1348848","0.0","0.0","0.4733333333333334","Vedanta Resources","manhattan resources limited"
"dataworld_1038","Kaggle_1351439","0.0","0.0","0.34539473684210525","Vedanta Resources","resource tek"
"dataworld_1038","Kaggle_1455248","0.0","0.0","0.43914473684210525","Vedanta Resources","key resource group"
"dataworld_1038","Kaggle_1576220","0.0","0.0","0.3359288097886541","Vedanta Resources","healthcare resources home health"
"dataworld_1038","Kaggle_1592238","0.0","0.0","0.3517156862745098","Vedanta Resources","prysm resources (pty) ltd."
"dataworld_1038","Kaggle_293772","0.0","0.0","0.4837662337662338","Vedanta Resources","mediant health resources"
"dataworld_1038","Kaggle_675611","0.0","0.0","0.4131944444444444","Vedanta Resources","resources ne ltd"
"dataworld_1038","Kaggle_731913","0.0","0.0","0.51875","Vedanta Resources","media resource group"
"dataworld_1038","Kaggle_899711","0.0","0.0","0.32302867383512546","Vedanta Resources","research center for water resources"
"dataworld_1038","Kaggle_942157","0.0","0.0","0.43342391304347827","Vedanta Resources","dr human resources"
"dataworld_103","Kaggle_10121","0.7307692307692307","0.7307692307692307","0.7357549857549857","China Minsheng Banking","china minsheng banking corp.ltd"
"dataworld_103","Kaggle_1405916","0.0","0.0","0.353125","China Minsheng Banking","gb investment banking"
"dataworld_103","Kaggle_1620223","0.0","0.0","0.3490740740740741","China Minsheng Banking","china hongyang group"
"dataworld_103","Kaggle_316626","0.6129032258064516","0.0","0.6005692599620494","China Minsheng Banking","china minsheng banking corp., ltd. hong kong branch"
"dataworld_1040","Kaggle_1001730","0.0","0.0","0.33134920634920634","Daito Trust Construction","dakay construction and development corporation"
"dataworld_1040","Kaggle_100719","0.0","0.0","0.3569424964936886","Daito Trust Construction","ram construction services"
"dataworld_1040","Kaggle_1014770","0.0","0.0","0.3765144454799627","Daito Trust Construction","viking engineering & construction"
"dataworld_1040","Kaggle_1037074","0.0","0.0","0.4390681003584229","Daito Trust Construction","larson & larson construction, llc"
"dataworld_1040","Kaggle_1042783","0.0","0.0","0.3403361344537815","Daito Trust Construction","elvet construction consultants"
"dataworld_1040","Kaggle_1054355","0.0","0.0","0.5473484848484849","Daito Trust Construction","holt construction group"
"dataworld_1040","Kaggle_107418","0.0","0.0","0.3311688311688311","Daito Trust Construction","cadence mcshane construction company"
"dataworld_1040","Kaggle_1083522","0.0","0.0","0.5260942760942762","Daito Trust Construction","patock construction co."
"dataworld_1040","Kaggle_1083687","0.0","0.0","0.45054945054945056","Daito Trust Construction","coastal quality construction, inc."
"dataworld_1040","Kaggle_1096848","0.0","0.0","0.45545454545454545","Daito Trust Construction","tnt constuction"
"dataworld_1040","Kaggle_1121196","0.0","0.0","0.3658357771260997","Daito Trust Construction","rubner construction bois"
"dataworld_1040","Kaggle_1123968","0.0","0.0","0.5146103896103896","Daito Trust Construction","prospect construction"
"dataworld_1040","Kaggle_113582","0.0","0.0","0.4852150537634408","Daito Trust Construction","north west construction llc"
"dataworld_1040","Kaggle_1151322","0.0","0.0","0.3535714285714286","Daito Trust Construction","krongold constructions (aust) pty ltd"
"dataworld_1040","Kaggle_1186145","0.0","0.0","0.5790513833992095","Daito Trust Construction","west construction, inc."
"dataworld_1040","Kaggle_1199265","0.0","0.0","0.33151515151515154","Daito Trust Construction","amber construction services"
"dataworld_1040","Kaggle_1230419","0.0","0.0","0.5478056426332288","Daito Trust Construction","shorecrest construction, inc."
"dataworld_1040","Kaggle_1242257","0.0","0.0","0.5360501567398119","Daito Trust Construction","diastasi construction sa"
"dataworld_1040","Kaggle_1319640","0.0","0.0","0.38398692810457513","Daito Trust Construction","jarrett construction services, inc."
"dataworld_1040","Kaggle_1319733","0.0","0.0","0.35139860139860146","Daito Trust Construction","construction lines"
"dataworld_1040","Kaggle_1321906","0.0","0.0","0.40577249575551777","Daito Trust Construction","absolute restoration & construction"
"dataworld_1040","Kaggle_1334123","0.0","0.0","0.5037878787878788","Daito Trust Construction","tcw construction inc."
"dataworld_1040","Kaggle_1334135","0.0","0.0","0.42234848484848486","Daito Trust Construction","glazer design & construction"
"dataworld_1040","Kaggle_1339517","0.0","0.0","0.5800395256916997","Daito Trust Construction","art & construction"
"dataworld_1040","Kaggle_1344878","0.0","0.0","0.37258687258687256","Daito Trust Construction","rls construction inc dba squires construction"
"dataworld_1040","Kaggle_135930","0.0","0.0","0.41354838709677416","Daito Trust Construction","dtmt construction - australia"
"dataworld_1040","Kaggle_1369462","0.0","0.0","0.4458812260536399","Daito Trust Construction","cornerstone custom construction inc."
"dataworld_1040","Kaggle_137720","0.0","0.0","0.4678683385579937","Daito Trust Construction","berglund construction"
"dataworld_1040","Kaggle_1414317","0.0","0.0","0.367003367003367","Daito Trust Construction","constructions devlor inc."
"dataworld_1040","Kaggle_141812","0.0","0.0","0.3885630498533724","Daito Trust Construction","collins construction plc"
"dataworld_1040","Kaggle_1439425","0.0","0.0","0.40744101633393826","Daito Trust Construction","madina engineering & construction"
"dataworld_1040","Kaggle_1439578","0.0","0.0","0.43762677484787016","Daito Trust Construction","concept consulting & construction"
"dataworld_1040","Kaggle_1468677","0.0","0.0","0.5250783699059561","Daito Trust Construction","jv sakhwest construction, ltd"
"dataworld_1040","Kaggle_1468777","0.0","0.0","0.3572463768115942","Daito Trust Construction","lk construction australia"
"dataworld_1040","Kaggle_1468861","0.0","0.0","0.4007246376811594","Daito Trust Construction","pilot construction sdn bhd"
"dataworld_1040","Kaggle_1470429","0.0","0.0","0.34632034632034636","Daito Trust Construction","vec - virtual engineering & construction"
"dataworld_1040","Kaggle_1497781","0.0","0.0","0.37936507936507935","Daito Trust Construction","greenhut construction company, inc."
"dataworld_1040","Kaggle_1508993","0.0","0.0","0.47947214076246336","Daito Trust Construction","stainforth construction"
"dataworld_1040","Kaggle_1515197","0.0","0.0","0.42570869990224824","Daito Trust Construction","landstruct landscape construction"
"dataworld_1040","Kaggle_152385","0.0","0.0","0.3978835978835979","Daito Trust Construction","bancroft construction company"
"dataworld_1040","Kaggle_1524881","0.0","0.0","0.5332167832167832","Daito Trust Construction","tokyu construction co ltd"
"dataworld_1040","Kaggle_1536792","0.0","0.0","0.484375","Daito Trust Construction","broeren russo construction inc"
"dataworld_1040","Kaggle_1548811","0.0","0.0","0.5242424242424243","Daito Trust Construction","davis & adams construction, inc."
"dataworld_1040","Kaggle_1552091","0.0","0.0","0.46904761904761905","Daito Trust Construction","mcdevitt & mcdevitt construction corp"
"dataworld_1040","Kaggle_1561560","0.0","0.0","0.41031746031746036","Daito Trust Construction","trimatrix stone inc. & trimatrix construction inc."
"dataworld_1040","Kaggle_1583062","0.0","0.0","0.3935483870967742","Daito Trust Construction","crest construction services, inc."
"dataworld_1040","Kaggle_1614026","0.0","0.0","0.3340724316334072","Daito Trust Construction","aj engineering and construction services"
"dataworld_1040","Kaggle_1617898","0.0","0.0","0.37691570881226055","Daito Trust Construction","viewpoint construction software ltd"
"dataworld_1040","Kaggle_1644570","0.0","0.0","0.335203366058906","Daito Trust Construction","mpm construction services ltd."
"dataworld_1040","Kaggle_1650288","0.0","0.0","0.3875762195121951","Daito Trust Construction","grace homes real estate & construction inc."
"dataworld_1040","Kaggle_1656467","0.0","0.0","0.3786816269284713","Daito Trust Construction","romaldi constructions pty ltd"
"dataworld_1040","Kaggle_1668175","0.0","0.0","0.43143812709030105","Daito Trust Construction","z3 construction solutions"
"dataworld_1040","Kaggle_1669722","0.0","0.0","0.43870656370656375","Daito Trust Construction","midlite powerline construction"
"dataworld_1040","Kaggle_1672540","0.0","0.0","0.5573122529644269","Daito Trust Construction","tft construction, inc"
"dataworld_1040","Kaggle_1684235","0.0","0.0","0.3438228438228438","Daito Trust Construction","itek construction + consulting, inc."
"dataworld_1040","Kaggle_1696491","0.0","0.0","0.3339793281653747","Daito Trust Construction","shanghai tower construction development co., ltd."
"dataworld_1040","Kaggle_1698985","0.0","0.0","0.5021994134897361","Daito Trust Construction","dertzbaugh construction"
"dataworld_1040","Kaggle_1706295","0.0","0.0","0.3662464985994398","Daito Trust Construction","engineering, procurement & construction, inc"
"dataworld_1040","Kaggle_229193","0.0","0.0","0.39335664335664333","Daito Trust Construction","construction 1st class"
"dataworld_1040","Kaggle_2331","0.0","0.0","0.35647840531561464","Daito Trust Construction","hyundai engineering & construction co.,ltd."
"dataworld_1040","Kaggle_236455","0.0","0.0","0.412807881773399","Daito Trust Construction","southwest construction services"
"dataworld_1040","Kaggle_244103","0.0","0.0","0.5033670033670034","Daito Trust Construction","burton construction"
"dataworld_1040","Kaggle_256215","0.0","0.0","0.3614718614718615","Daito Trust Construction","mariout engineering and construction (mec)"
"dataworld_1040","Kaggle_258693","0.0","0.0","0.4580610021786492","Daito Trust Construction","industrial steel construction, inc."
"dataworld_1040","Kaggle_261920","0.0","0.0","0.399830220713073","Daito Trust Construction","gilchrist construction company, llc"
"dataworld_1040","Kaggle_273141","0.0","0.0","0.34920634920634924","Daito Trust Construction","krusinski construction company"
"dataworld_1040","Kaggle_273563","0.0","0.0","0.36153846153846153","Daito Trust Construction","group five engineering and construction (pty) ltd"
"dataworld_1040","Kaggle_313729","0.0","0.0","0.3295566502463054","Daito Trust Construction","construction industry institute"
"dataworld_1040","Kaggle_336646","0.0","0.0","0.3714644877435575","Daito Trust Construction","icon west construction corp. / icon pacific construction corp."
"dataworld_1040","Kaggle_33726","0.0","0.0","0.3563262195121951","Daito Trust Construction","ssangyong engineering & construction co. ltd."
"dataworld_1040","Kaggle_347924","0.0","0.0","0.3355222013758599","Daito Trust Construction","cdc construction & access construction products"
"dataworld_1040","Kaggle_348015","0.0","0.0","0.3672779922779923","Daito Trust Construction","morgan / harbour construction llc"
"dataworld_1040","Kaggle_34963","0.0","0.0","0.35012919896640826","Daito Trust Construction","daewoo enginnering & construction nigeria ltd"
"dataworld_1040","Kaggle_365400","0.0","0.0","0.36531531531531536","Daito Trust Construction","independent construction company"
"dataworld_1040","Kaggle_373194","0.0","0.0","0.3599706744868035","Daito Trust Construction","actors connection"
"dataworld_1040","Kaggle_378557","0.0","0.0","0.3897306397306397","Daito Trust Construction","vhe construction plc"
"dataworld_1040","Kaggle_394547","0.0","0.0","0.32512733446519526","Daito Trust Construction","bailey construction and consulting llc"
"dataworld_1040","Kaggle_395939","0.0","0.0","0.3368673050615595","Daito Trust Construction","black cat engineering & construction w.l.l"
"dataworld_1040","Kaggle_433485","0.0","0.0","0.3599137931034483","Daito Trust Construction","ancon construction company"
"dataworld_1040","Kaggle_46831","0.0","0.0","0.3855218855218855","Daito Trust Construction","construction industry"
"dataworld_1040","Kaggle_473114","0.0","0.0","0.4534391534391534","Daito Trust Construction","dagle electrical construction corp"
"dataworld_1040","Kaggle_498261","0.0","0.0","0.43401759530791784","Daito Trust Construction","moorefield construction, inc"
"dataworld_1040","Kaggle_499774","0.0","0.0","0.3996865203761756","Daito Trust Construction","alder constructions pty ltd"
"dataworld_1040","Kaggle_508164","0.0","0.0","0.4866666666666667","Daito Trust Construction","pacific summit construction group inc."
"dataworld_1040","Kaggle_526998","0.0","0.0","0.4004207573632539","Daito Trust Construction","adhiraj constructions pvt ltd"
"dataworld_1040","Kaggle_530890","0.0","0.0","0.3217503217503217","Daito Trust Construction","mec2:  mechanical engineering & construction corp"
"dataworld_1040","Kaggle_553256","0.0","0.0","0.33847549909255903","Daito Trust Construction","gidel & kocal construction company, inc."
"dataworld_1040","Kaggle_565009","0.0","0.0","0.4270588235294118","Daito Trust Construction","cir electrical construction corp."
"dataworld_1040","Kaggle_578425","0.0","0.0","0.3245920745920746","Daito Trust Construction","kmb ltd - construction consultants"
"dataworld_1040","Kaggle_587335","0.0","0.0","0.5249266862170088","Daito Trust Construction","whitehouse construction co ltd"
"dataworld_1040","Kaggle_604112","0.0","0.0","0.5492424242424243","Daito Trust Construction","ats construction"
"dataworld_1040","Kaggle_618811","0.0","0.0","0.524621212121212","Daito Trust Construction","struct-con construction ltd."
"dataworld_1040","Kaggle_631231","0.0","0.0","0.3487460815047022","Daito Trust Construction","kt construction services inc."
"dataworld_1040","Kaggle_673923","0.0","0.0","0.3454954954954955","Daito Trust Construction","sunwest construction and development corp."
"dataworld_1040","Kaggle_685836","0.0","0.0","0.38213213213213215","Daito Trust Construction","tbi construction & construction management"
"dataworld_1040","Kaggle_686226","0.0","0.0","0.3557168784029038","Daito Trust Construction","dena rahsaz construction company"
"dataworld_1040","Kaggle_691596","0.0","0.0","0.506993006993007","Daito Trust Construction","dak-wal constructions"
"dataworld_1040","Kaggle_697111","0.0","0.0","0.3735483870967742","Daito Trust Construction","quest construction products"
"dataworld_1040","Kaggle_71105","0.0","0.0","0.3424329501915709","Daito Trust Construction","bouygues construction australia"
"dataworld_1040","Kaggle_73113","0.4583333333333333","0.4583333333333333","0.5700757575757576","Daito Trust Construction","matt construction"
"dataworld_1040","Kaggle_739933","0.0","0.0","0.40726933830382106","Daito Trust Construction","southeast cherokee construction, inc."
"dataworld_1040","Kaggle_742401","0.0","0.0","0.5355731225296443","Daito Trust Construction","us construction inc"
"dataworld_1040","Kaggle_747183","0.0","0.0","0.5478260869565217","Daito Trust Construction","pacific west construction corporation"
"dataworld_1040","Kaggle_765020","0.0","0.0","0.32479030754892824","Daito Trust Construction","buckhaven construction services"
"dataworld_1040","Kaggle_779494","0.0","0.0","0.45674486803519054","Daito Trust Construction","northfield construction ltd."
"dataworld_1040","Kaggle_793451","0.0","0.0","0.34060721062618593","Daito Trust Construction","conbuild for construction building"
"dataworld_1040","Kaggle_805700","0.0","0.0","0.44466403162055335","Daito Trust Construction","v8 construction a/s"
"dataworld_1040","Kaggle_806192","0.0","0.0","0.4648786717752235","Daito Trust Construction","august construction solutions, inc."
"dataworld_1040","Kaggle_832588","0.0","0.0","0.5836363636363636","Daito Trust Construction","keystruct construction"
"dataworld_1040","Kaggle_839721","0.0","0.0","0.434375","Daito Trust Construction","washington patriot construction llc"
"dataworld_1040","Kaggle_848940","0.0","0.0","0.32660098522167486","Daito Trust Construction","a&m construction co., inc. - building on trust -"
"dataworld_1040","Kaggle_851672","0.24390243902439024","0.0","0.0","Daito Trust Construction","creighton construction & development"
"dataworld_1040","Kaggle_85248","0.0","0.0","0.36401808785529716","Daito Trust Construction","saudi arabian trading & construction co. - satco"
"dataworld_1040","Kaggle_855145","0.0","0.0","0.37077922077922076","Daito Trust Construction","alan smith pool plastering & construction"
"dataworld_1040","Kaggle_863808","0.0","0.0","0.3542319749216301","Daito Trust Construction","construction drilling inc"
"dataworld_1040","Kaggle_864983","0.0","0.0","0.37103174603174605","Daito Trust Construction","lim hoo seng construction sdn bhd"
"dataworld_1040","Kaggle_876869","0.0","0.0","0.4171195652173913","Daito Trust Construction","ben f. blanton construction, inc."
"dataworld_1040","Kaggle_876946","0.0","0.0","0.3322440087145969","Daito Trust Construction","connor construction (south west) ltd"
"dataworld_1040","Kaggle_880826","0.30303030303030304","0.0","0.0","Daito Trust Construction","mc construction management, inc."
"dataworld_1040","Kaggle_889744","0.0","0.0","0.5809090909090909","Daito Trust Construction","comast construction ltd"
"dataworld_1040","Kaggle_906312","0.0","0.0","0.32959326788218796","Daito Trust Construction","l&t construction equipment limited"
"dataworld_1040","Kaggle_954427","0.0","0.0","0.4433551198257081","Daito Trust Construction","latorre concrete construction, inc."
"dataworld_1040","Kaggle_967300","0.35714285714285715","0.30303030303030304","0.474025974025974","Daito Trust Construction","glacier construction co., inc."
"dataworld_1040","Kaggle_979026","0.0","0.0","0.3525798525798526","Daito Trust Construction","kaito(suzhou) construction machinery co.,ltd"
"dataworld_1040","Kaggle_991443","0.0","0.0","0.5354545454545454","Daito Trust Construction","westcon construction corp."
"dataworld_1040","Kaggle_995102","0.0","0.0","0.3221614227086183","Daito Trust Construction","progressive engineering & construction inc."
"dataworld_1040","Kaggle_99739","0.0","0.0","0.3315637065637066","Daito Trust Construction","bondfield construction company limited"
"dataworld_1040","Kaggle_99921","0.0","0.0","0.6036363636363636","Daito Trust Construction","east coast construction industries limited"
"dataworld_1042","Kaggle_1172335","0.0","0.36538461538461536","0.0","Belle International Holdings","china galaxy international financial holdings limited"
"dataworld_1042","Kaggle_1483074","0.0","0.45714285714285713","0.0","Belle International Holdings","mabelle international limited"
"dataworld_1042","Kaggle_1632435","0.0","0.3541666666666667","0.0","Belle International Holdings","hna international investment holdings limited"
