"dataworld_1005","Kaggle_4186360","0.0","0.0","0.2860576923076923","Hang Lung Group","hangzhou meian motor co., ltd"
"dataworld_1026","Kaggle_4387405","0.0","0.0","0.3269794721407625","KazMunaiGas Exploration","grand explorations, llc"
"dataworld_1026","Kaggle_4460447","0.0","0.0","0.2988215488215488","KazMunaiGas Exploration","exploration oil & gas, inc."
"dataworld_1026","Kaggle_4608815","0.0","0.0","0.3832417582417582","KazMunaiGas Exploration","environmental west exploration inc."
"dataworld_1027","Kaggle_4865305","0.0","0.0","0.3078947368421052","Arab National Bank","national ventilation"
"dataworld_102","Kaggle_3517878","0.0","0.0","0.2799834574028123","China Life Insurance","fitchburg mutual insurance company (inc)"
"dataworld_102","Kaggle_3538199","0.0","0.0","0.2944444444444444","China Life Insurance","be insure"
"dataworld_102","Kaggle_3596530","0.0","0.0","0.31744868035190615","China Life Insurance","citrust insurance agency"
"dataworld_102","Kaggle_3598406","0.0","0.0","0.3777310924369748","China Life Insurance","your friend 4 life life insurance agency"
"dataworld_102","Kaggle_3626767","0.0","0.0","0.43555900621118016","China Life Insurance","new life insurance company"
"dataworld_102","Kaggle_3642512","0.0","0.0","0.286774628879892","China Life Insurance","gilmore insurance agency/farmers insurance"
"dataworld_102","Kaggle_3642566","0.0","0.0","0.37896825396825395","China Life Insurance","capital title insurance company"
"dataworld_102","Kaggle_3727506","0.0","0.0","0.6361111111111111","China Life Insurance","mylife insurance"
"dataworld_102","Kaggle_3757970","0.0","0.0","0.5524475524475525","China Life Insurance","zhongrong life insurance co., ltd."
"dataworld_102","Kaggle_3876307","0.0","0.0","0.28328804347826086","China Life Insurance","rousseau insurance agency, inc."
"dataworld_102","Kaggle_3880237","0.0","0.0","0.37034161490683226","China Life Insurance","the life insurance connection"
"dataworld_102","Kaggle_3946335","0.0","0.0","0.6463636363636364","China Life Insurance","pcib cigna life insurance corporation"
"dataworld_102","Kaggle_3973789","0.0","0.0","0.342911877394636","China Life Insurance","sharpless and sharpless insurance"
"dataworld_102","Kaggle_4043856","0.0","0.0","0.28176043557168784","China Life Insurance","affiliated insurance management"
"dataworld_102","Kaggle_4054293","0.0","0.0","0.3402777777777778","China Life Insurance","cbs insurance llp"
"dataworld_102","Kaggle_4126818","0.0","0.0","0.27858527131782945","China Life Insurance","maine life & health insurance guaranty association"
"dataworld_102","Kaggle_4136080","0.0","0.0","0.3267374517374517","China Life Insurance","certas direct insurance company"
"dataworld_102","Kaggle_4553961","0.0","0.0","0.4144736842105263","China Life Insurance","bienvenido insurance"
"dataworld_102","Kaggle_4628648","0.0","0.0","0.29411764705882354","China Life Insurance","chopp life entertainment ltd"
"dataworld_102","Kaggle_4640540","0.0","0.0","0.346326164874552","China Life Insurance","unum life insurance company of america"
"dataworld_102","Kaggle_4659651","0.0","0.0","0.40314401622718055","China Life Insurance","health net life insurance company"
"dataworld_102","Kaggle_4669607","0.22580645161290322","0.0","0.2795698924731183","China Life Insurance","1 answer insurance services ltd."
"dataworld_102","Kaggle_4859109","0.0","0.0","0.4311342592592593","China Life Insurance","lifeshield national insurance co."
"dataworld_102","Kaggle_4983994","0.0","0.0","0.2938403519798869","China Life Insurance","carolina farmers mutual insurance company"
"dataworld_102","Kaggle_5012029","0.0","0.0","0.3463414634146341","China Life Insurance","national teachers association life insurance co."
"dataworld_102","Kaggle_5036810","0.0","0.0","0.3760262725779967","China Life Insurance","advantage insurance group llc"
"dataworld_102","Kaggle_5118529","0.0","0.0","0.48984468339307047","China Life Insurance","national life insurance career"
"dataworld_102","Kaggle_5253959","0.0","0.0","0.44333333333333336","China Life Insurance","pruco life insurance company"
"dataworld_1031","Kaggle_3725910","0.0","0.0","0.5757575757575757","Hertz Global Holdings","verto global limited"
"dataworld_1031","Kaggle_4333129","0.0","0.0","0.3356643356643357","Hertz Global Holdings","global hq"
"dataworld_1031","Kaggle_4952557","0.0","0.0","0.4057971014492754","Hertz Global Holdings","hertz kompressoren global"
"dataworld_1031","Kaggle_5166037","0.0","0.0","0.48863636363636365","Hertz Global Holdings","terra global"
"dataworld_1032","Kaggle_4040056","0.0","0.0","0.2945344129554656","Western Union","big west construction"
"dataworld_1034","Kaggle_4580807","0.0","0.0","0.38888888888888884","Sharp","shars tool co"
"dataworld_1035","Kaggle_3582898","0.0","0.0","0.306547619047619","Shimao Property Holdings","suuma projects"
"dataworld_1035","Kaggle_3686164","0.0","0.0","0.3803030303030303","Shimao Property Holdings","tomar properties"
"dataworld_1035","Kaggle_4391524","0.0","0.0","0.5238095238095238","Shimao Property Holdings","nama property"
"dataworld_1035","Kaggle_5155615","0.0","0.0","0.389945652173913","Shimao Property Holdings","sophia properties"
"dataworld_1035","Kaggle_5183334","0.0","0.0","0.29038461538461535","Shimao Property Holdings","focus property finance"
"dataworld_1035","Kaggle_5246039","0.0","0.0","0.5336134453781513","Shimao Property Holdings","imp property ltd"
"dataworld_1036","Kaggle_3752608","0.0","0.0","0.6583333333333334","Harley-Davidson","harley-davidson ajaccio"
"dataworld_1036","Kaggle_4036722","0.0","0.0","0.6277056277056277","Harley-Davidson","harley-davidson of lakeland"
"dataworld_1036","Kaggle_4152901","0.0","0.0","0.5508333333333333","Harley-Davidson","harley-davidson of bloomington"
"dataworld_1036","Kaggle_4218042","0.0","0.0","0.5626086956521739","Harley-Davidson","harley davidson tygervalley"
"dataworld_1036","Kaggle_4406160","0.8666666666666667","0.8666666666666667","0.8708333333333333","Harley-Davidson","harley-davidson uk"
"dataworld_1036","Kaggle_4423374","0.0","0.7647058823529411","0.7507739938080495","Harley-Davidson","harv's harley davidson"
"dataworld_1036","Kaggle_4896925","0.0","0.0","0.5652173913043479","Harley-Davidson","iron steed harley-davidson"
"dataworld_1036","Kaggle_5006756","0.5909090909090909","0.0","0.599802371541502","Harley-Davidson","harley davidson of fort smith"
"dataworld_1036","Kaggle_5061418","0.0","0.0","0.5092307692307692","Harley-Davidson","killer creek harley-davidson®"
"dataworld_1038","Kaggle_3581417","0.0","0.0","0.389375","Vedanta Resources","river rock capital resources, ltd"
"dataworld_1038","Kaggle_3846282","0.0","0.0","0.4756944444444444","Vedanta Resources","m&r energy resources"
"dataworld_1038","Kaggle_3858745","0.0","0.0","0.4546296296296296","Vedanta Resources","student loan resources"
"dataworld_1038","Kaggle_4061187","0.0","0.0","0.29124820659971307","Vedanta Resources","nebraska's natural resources districts"
"dataworld_1038","Kaggle_4186385","0.0","0.0","0.3401442307692308","Vedanta Resources","interactive church resources, inc."
"dataworld_1038","Kaggle_4236870","0.0","0.0","0.42101449275362324","Vedanta Resources","enedine capital resources corporation"
"dataworld_1038","Kaggle_4255974","0.0","0.0","0.4987745098039216","Vedanta Resources","piedmont resources group"
"dataworld_1038","Kaggle_4505042","0.0","0.0","0.4733333333333334","Vedanta Resources","wide range resources limited"
"dataworld_1038","Kaggle_4700535","0.0","0.0","0.3725","Vedanta Resources","vedita ventures"
"dataworld_1038","Kaggle_4759791","0.0","0.0","0.5271739130434783","Vedanta Resources","reddito resources"
"dataworld_1038","Kaggle_4952546","0.0","0.0","0.4240890688259109","Vedanta Resources","golden mile resources ltd"
"dataworld_1038","Kaggle_5050377","0.0","0.0","0.3420698924731183","Vedanta Resources","mdk  personnel resources pte ltd"
"dataworld_103","Kaggle_4327854","0.0","0.0","0.293010752688172","China Minsheng Banking","national institute of banking and finance"
"dataworld_103","Kaggle_4973557","0.0","0.0","0.30196078431372547","China Minsheng Banking","chabner group - real estate investment banking"
"dataworld_1040","Kaggle_3479989","0.0","0.0","0.40577249575551777","Daito Trust Construction","ahmed isa contracting construction"
"dataworld_1040","Kaggle_3484555","0.0","0.0","0.3203812316715543","Daito Trust Construction","jaye construction & design"
"dataworld_1040","Kaggle_3486528","0.0","0.0","0.3039927404718693","Daito Trust Construction","bourne construction engineering ltd"
"dataworld_1040","Kaggle_3493083","0.0","0.0","0.3710622710622711","Daito Trust Construction","national communication construction p/l"
"dataworld_1040","Kaggle_3494433","0.0","0.0","0.44270833333333337","Daito Trust Construction","arkwright construction, llc"
"dataworld_1040","Kaggle_3510506","0.0","0.0","0.34220779220779224","Daito Trust Construction","cinda engineering & construction private limited"
"dataworld_1040","Kaggle_3513514","0.0","0.0","0.3592730661696179","Daito Trust Construction","arb-con bin zayed construction (uae)"
"dataworld_1040","Kaggle_3532536","0.0","0.0","0.4697802197802198","Daito Trust Construction","quantum termite and construction"
"dataworld_1040","Kaggle_3543208","0.0","0.0","0.3942006269592476","Daito Trust Construction","boodai constructions wll"
"dataworld_1040","Kaggle_3549176","0.0","0.0","0.28441558441558445","Daito Trust Construction","university connection"
"dataworld_1040","Kaggle_3593930","0.0","0.0","0.3094512195121951","Daito Trust Construction","coastline construction and development limited"
"dataworld_1040","Kaggle_3594334","0.0","0.0","0.3658357771260997","Daito Trust Construction","ohmshiv construction, llc."
"dataworld_1040","Kaggle_3602254","0.0","0.0","0.4189303904923599","Daito Trust Construction","marine industrial construction, llc."
"dataworld_1040","Kaggle_3612813","0.0","0.0","0.2895408163265306","Daito Trust Construction","swaruba engineering construction company pvt ltd"
"dataworld_1040","Kaggle_3621391","0.0","0.0","0.49915824915824913","Daito Trust Construction","inshaat constructions"
"dataworld_1040","Kaggle_3641231","0.0","0.0","0.281981981981982","Daito Trust Construction","construction engineers australia"
"dataworld_1040","Kaggle_3650595","0.0","0.0","0.3897306397306397","Daito Trust Construction","cwp construction llc"
"dataworld_1040","Kaggle_3671878","0.0","0.0","0.3407012195121951","Daito Trust Construction","ekonev engineering construction llc"
"dataworld_1040","Kaggle_3697674","0.0","0.0","0.29274965800273595","Daito Trust Construction","maritime construction and engineering llc"
"dataworld_1040","Kaggle_3709306","0.0","0.0","0.41245791245791247","Daito Trust Construction","dbk construction, llp"
"dataworld_1040","Kaggle_3709355","0.0","0.0","0.5492424242424243","Daito Trust Construction","dion construction"
"dataworld_1040","Kaggle_3725187","0.0","0.0","0.3985714285714286","Daito Trust Construction","consurv (construction & survey)"
"dataworld_1040","Kaggle_3754428","0.0","0.0","0.31225296442687744","Daito Trust Construction","construsol"
"dataworld_1040","Kaggle_3761647","0.0","0.0","0.40181818181818185","Daito Trust Construction","construction haiti"
"dataworld_1040","Kaggle_3764422","0.0","0.0","0.36084656084656086","Daito Trust Construction","nishant construction pvt. ltd. - india"
"dataworld_1040","Kaggle_3765241","0.0","0.0","0.5751748251748252","Daito Trust Construction","kamrus construction limited"
"dataworld_1040","Kaggle_3766699","0.0","0.0","0.3315637065637066","Daito Trust Construction","shreshta construction pvt. ltd - india"
"dataworld_1040","Kaggle_3767681","0.0","0.0","0.38181818181818183","Daito Trust Construction","the construction pool"
"dataworld_1040","Kaggle_3770237","0.0","0.0","0.33766233766233766","Daito Trust Construction","construction careers limited"
"dataworld_1040","Kaggle_3805387","0.0","0.0","0.5373376623376623","Daito Trust Construction","ziggurat construction"
"dataworld_1040","Kaggle_3810609","0.30303030303030304","0.0","0.3836580086580087","Daito Trust Construction","ardross construction solutions"
"dataworld_1040","Kaggle_3817117","0.0","0.0","0.33847549909255903","Daito Trust Construction","eco-giants construction cleaning inc"
"dataworld_1040","Kaggle_3821214","0.0","0.0","0.5381818181818182","Daito Trust Construction","comet construction ltd"
"dataworld_1040","Kaggle_3846998","0.0","0.0","0.5800395256916997","Daito Trust Construction","art of construction"
"dataworld_1040","Kaggle_3858154","0.0","0.0","0.27941176470588236","Daito Trust Construction","balthus consulting"
"dataworld_1040","Kaggle_3858217","0.0","0.0","0.44727272727272727","Daito Trust Construction","kt construction law limited"
"dataworld_1040","Kaggle_3869568","0.0","0.0","0.316017316017316","Daito Trust Construction","rex property and construction management"
"dataworld_1040","Kaggle_3869579","0.0","0.0","0.2862903225806452","Daito Trust Construction","gri construction engineering co.,ltd"
"dataworld_1040","Kaggle_3874039","0.0","0.0","0.30754892823858343","Daito Trust Construction","hinkle construction services, llc"
"dataworld_1040","Kaggle_3875466","0.0","0.0","0.4954545454545454","Daito Trust Construction","boyd construction"
"dataworld_1040","Kaggle_3876930","0.0","0.0","0.40211640211640215","Daito Trust Construction","active design & construction pte ltd"
"dataworld_1040","Kaggle_3884290","0.0","0.0","0.45606060606060606","Daito Trust Construction","daystar construction, llc"
"dataworld_1040","Kaggle_3893107","0.0","0.0","0.3193023255813953","Daito Trust Construction","state company for industrial design and construction"
"dataworld_1040","Kaggle_3901186","0.0","0.0","0.3981481481481482","Daito Trust Construction","five star general construction"
"dataworld_1040","Kaggle_3911203","0.0","0.0","0.3155844155844156","Daito Trust Construction","doctor bit consulting"
"dataworld_1040","Kaggle_3913160","0.0","0.0","0.46945701357466063","Daito Trust Construction","netherly custom construction"
"dataworld_1040","Kaggle_3927772","0.0","0.0","0.31493506493506496","Daito Trust Construction","construction jimenez"
"dataworld_1040","Kaggle_3936357","0.0","0.0","0.3769592476489028","Daito Trust Construction","sowa construction indo"
"dataworld_1040","Kaggle_3945504","0.0","0.0","0.296474358974359","Daito Trust Construction","tavanmand engineering & construction company"
"dataworld_1040","Kaggle_3960932","0.0","0.0","0.445141065830721","Daito Trust Construction","mckelvey construction limited"
"dataworld_1040","Kaggle_3979297","0.0","0.0","0.5037878787878788","Daito Trust Construction","fay construction"
"dataworld_1040","Kaggle_3980086","0.0","0.0","0.5700757575757576","Daito Trust Construction","haut construction"
"dataworld_1040","Kaggle_3983339","0.0","0.0","0.367003367003367","Daito Trust Construction","construction ramsol inc."
"dataworld_1040","Kaggle_4005826","0.0","0.0","0.3765705838876571","Daito Trust Construction","greenheart sustainable construction ltd"
"dataworld_1040","Kaggle_4024671","0.0","0.0","0.3322440087145969","Daito Trust Construction","halsion construction services ltd"
"dataworld_1040","Kaggle_4027318","0.0","0.0","0.5478260869565217","Daito Trust Construction","daves custom construction"
"dataworld_1040","Kaggle_4050199","0.0","0.0","0.4384920634920635","Daito Trust Construction","northstar cabinet construction, inc."
"dataworld_1040","Kaggle_4065311","0.0","0.0","0.32882882882882886","Daito Trust Construction","amest construction management llc."
"dataworld_1040","Kaggle_4066749","0.0","0.0","0.32666666666666666","Daito Trust Construction","g1 construction consultants ltd"
"dataworld_1040","Kaggle_4120104","0.0","0.0","0.4171195652173913","Daito Trust Construction","done rite construction llc"
"dataworld_1040","Kaggle_4134974","0.0","0.0","0.5035063113604488","Daito Trust Construction","system built construction"
"dataworld_1040","Kaggle_4134976","0.0","0.0","0.29030754892823857","Daito Trust Construction","constructive business solutions"
"dataworld_1040","Kaggle_4161641","0.0","0.0","0.3393817204301075","Daito Trust Construction","s/t construction techniques"
"dataworld_1040","Kaggle_4208017","0.0","0.0","0.38306451612903225","Daito Trust Construction","albany environmental & construction group"
"dataworld_1040","Kaggle_4212051","0.0","0.0","0.5104895104895105","Daito Trust Construction","press construction"
"dataworld_1040","Kaggle_4213934","0.0","0.0","0.31627906976744186","Daito Trust Construction","abbey plastering & construction services ltd"
"dataworld_1040","Kaggle_4219004","0.0","0.0","0.3141695702671312","Daito Trust Construction","national assocation of construction contractors"
"dataworld_1040","Kaggle_4247300","0.0","0.0","0.44466403162055335","Daito Trust Construction","construction rh"
"dataworld_1040","Kaggle_4269265","0.0","0.0","0.2938099389712293","Daito Trust Construction","construction and import export company"
"dataworld_1040","Kaggle_4270410","0.0","0.0","0.49011857707509876","Daito Trust Construction","p&h construction corp."
"dataworld_1040","Kaggle_4279898","0.0","0.0","0.3937558247903075","Daito Trust Construction","southland concrete construction limited"
"dataworld_1040","Kaggle_4283701","0.0","0.0","0.47947214076246336","Daito Trust Construction","tci-tuanson construction"
"dataworld_1040","Kaggle_4289911","0.0","0.0","0.3487460815047022","Daito Trust Construction","bt construction services inc"
"dataworld_1040","Kaggle_4326909","0.0","0.0","0.298885077186964","Daito Trust Construction","penza state university of architecture and construction"
"dataworld_1040","Kaggle_4331536","0.0","0.0","0.3496212121212121","Daito Trust Construction","industrial construction and engineering co."
"dataworld_1040","Kaggle_4345031","0.0","0.0","0.4727272727272727","Daito Trust Construction","eyka construction"
"dataworld_1040","Kaggle_4350533","0.0","0.0","0.5242424242424243","Daito Trust Construction","wainwright construction inc."
"dataworld_1040","Kaggle_4358332","0.0","0.0","0.3425925925925926","Daito Trust Construction","mcdonald construction (watford) ltd"
"dataworld_1040","Kaggle_4399566","0.0","0.0","0.28368794326241137","Daito Trust Construction","hout construction services inc dba hout engineering"
"dataworld_1040","Kaggle_4409327","0.0","0.0","0.391875","Daito Trust Construction","arihant constructions - india"
"dataworld_1040","Kaggle_4409391","0.0","0.0","0.35984848484848486","Daito Trust Construction","tara maa construction - india"
"dataworld_1040","Kaggle_4411563","0.0","0.0","0.41846846846846847","Daito Trust Construction","creative consulting and construction"
"dataworld_1040","Kaggle_4414636","0.0","0.0","0.3672779922779923","Daito Trust Construction","amana pipe line construction (l l c)"
"dataworld_1040","Kaggle_4423247","0.0","0.0","0.45054945054945056","Daito Trust Construction","quality drywall construction"
"dataworld_1040","Kaggle_4425662","0.0","0.0","0.5108225108225108","Daito Trust Construction","y9 construction"
"dataworld_1040","Kaggle_4426666","0.0","0.0","0.3540723981900452","Daito Trust Construction","persant construction company"
"dataworld_1040","Kaggle_4442518","0.0","0.0","0.5473484848484849","Daito Trust Construction","pact construction, inc."
"dataworld_1040","Kaggle_4449471","0.0","0.0","0.33531409168081494","Daito Trust Construction","ecb east construction baugroup gmbh"
"dataworld_1040","Kaggle_4467642","0.0","0.0","0.3393665158371041","Daito Trust Construction","nsg construction services llc"
"dataworld_1040","Kaggle_4471713","0.0","0.0","0.5355731225296443","Daito Trust Construction","a&s construction"
"dataworld_1040","Kaggle_4481359","0.0","0.0","0.34022556390977443","Daito Trust Construction","clearflo pools, inc. and clearflo pools construction"
"dataworld_1040","Kaggle_4495373","0.0","0.0","0.5265151515151515","Daito Trust Construction","oms construction"
"dataworld_1040","Kaggle_4495411","0.0","0.0","0.32705882352941174","Daito Trust Construction","secure construction company"
"dataworld_1040","Kaggle_4517038","0.0","0.0","0.3684684684684685","Daito Trust Construction","bci asia construction information co., ltd."
"dataworld_1040","Kaggle_4518480","0.0","0.0","0.32461240310077516","Daito Trust Construction","weldcon engineering & construction sdn bhd"
"dataworld_1040","Kaggle_4521114","0.0","0.0","0.3169092945128779","Daito Trust Construction","al markazi for engineering and construction (mec)"
"dataworld_1040","Kaggle_4533976","0.0","0.0","0.3621621621621622","Daito Trust Construction","pacwest construction & engineering, inc."
"dataworld_1040","Kaggle_4559509","0.0","0.0","0.3257575757575758","Daito Trust Construction","the construction specialist group"
"dataworld_1040","Kaggle_4574054","0.0","0.0","0.3557168784029038","Daito Trust Construction","mcnicholas construction company limited"
"dataworld_1040","Kaggle_4580833","0.0","0.0","0.41208791208791207","Daito Trust Construction","karkor handyman & construction"
"dataworld_1040","Kaggle_4608763","0.0","0.0","0.5790513833992095","Daito Trust Construction","zest construction limited"
"dataworld_1040","Kaggle_4626381","0.0","0.0","0.33640552995391704","Daito Trust Construction","mc2 modern construction consulting"
"dataworld_1040","Kaggle_4638180","0.0","0.0","0.5075757575757576","Daito Trust Construction","earth wise construction"
"dataworld_1040","Kaggle_4653422","0.0","0.0","0.5900673400673401","Daito Trust Construction","district construction corporation"
"dataworld_1040","Kaggle_4655579","0.0","0.0","0.33151515151515154","Daito Trust Construction","bamra limited - construction services"
"dataworld_1040","Kaggle_4667312","0.0","0.0","0.5033670033670034","Daito Trust Construction","farley construction"
"dataworld_1040","Kaggle_4679201","0.0","0.0","0.3201357466063348","Daito Trust Construction","imhoff construction services"
"dataworld_1040","Kaggle_4691808","0.0","0.0","0.2869281045751634","Daito Trust Construction","vehicles transportation engineering & construction"
"dataworld_1040","Kaggle_4695603","0.0","0.0","0.5836363636363636","Daito Trust Construction","datum construction group ltd"
"dataworld_1040","Kaggle_4697932","0.0","0.0","0.4817671809256662","Daito Trust Construction","alpha summit construction"
"dataworld_1040","Kaggle_4706486","0.0","0.0","0.343108504398827","Daito Trust Construction","gb construction training"
"dataworld_1040","Kaggle_4708042","0.0","0.0","0.28566149297856613","Daito Trust Construction","p.e.m. construction & development company, inc."
"dataworld_1040","Kaggle_4710974","0.0","0.0","0.28513513513513516","Daito Trust Construction","construction consulting services limited"
"dataworld_1040","Kaggle_4730861","0.0","0.0","0.29059350503919373","Daito Trust Construction","gs engineering & construction mumbai private limited"
"dataworld_1040","Kaggle_4739651","0.0","0.0","0.2808510638297872","Daito Trust Construction","tekinol real estate development and construction limited company"
"dataworld_1040","Kaggle_4746550","0.0","0.0","0.29926470588235293","Daito Trust Construction","monument construction and development llc"
"dataworld_1040","Kaggle_4756975","0.0","0.0","0.30701013513513514","Daito Trust Construction","murchison construction consultants ltd"
"dataworld_1040","Kaggle_4759325","0.0","0.0","0.5345849802371541","Daito Trust Construction","ejt construction"
"dataworld_1040","Kaggle_4773302","0.0","0.0","0.3423280423280423","Daito Trust Construction","total construction management"
"dataworld_1040","Kaggle_4787151","0.0","0.0","0.3736413043478261","Daito Trust Construction","wearside construction pty ltd"
"dataworld_1040","Kaggle_4787641","0.0","0.0","0.28084415584415584","Daito Trust Construction","first contact"
"dataworld_1040","Kaggle_4796689","0.0","0.0","0.34974747474747475","Daito Trust Construction","buildingsite architecture and construction"
"dataworld_1040","Kaggle_4815572","0.0","0.0","0.4070588235294118","Daito Trust Construction","pyra-med design and construction"
"dataworld_1040","Kaggle_4824174","0.0","0.0","0.31845238095238093","Daito Trust Construction","structcon engineering and constructions private limited"
"dataworld_1040","Kaggle_4831435","0.0","0.0","0.30842391304347827","Daito Trust Construction","alle construction company"
"dataworld_1040","Kaggle_4849335","0.0","0.0","0.30899830220713076","Daito Trust Construction","tampa bay construction consultants"
"dataworld_1040","Kaggle_4881143","0.0","0.0","0.4994212962962963","Daito Trust Construction","australian first construction group"
"dataworld_1040","Kaggle_4883057","0.0","0.0","0.32868352223190933","Daito Trust Construction","ching kee construction & renovations co. ltd."
"dataworld_1040","Kaggle_4894154","0.0","0.0","0.5587774294670846","Daito Trust Construction","dittrich construction"
"dataworld_1040","Kaggle_4905769","0.0","0.0","0.39253393665158376","Daito Trust Construction","baumert construction & masonry"
"dataworld_1040","Kaggle_4907538","0.0","0.0","0.4063180827886711","Daito Trust Construction","giese concrete construction ll"
"dataworld_1040","Kaggle_4918553","0.0","0.0","0.2938262195121951","Daito Trust Construction","new york construction associates, llc"
"dataworld_1040","Kaggle_4933067","0.0","0.0","0.399830220713073","Daito Trust Construction","shanghai tongji construction co.,ltd"
"dataworld_1040","Kaggle_4951182","0.0","0.0","0.4537037037037037","Daito Trust Construction","xact construction llc"
"dataworld_1040","Kaggle_4952693","0.0","0.0","0.4287878787878787","Daito Trust Construction","innotrust consulting"
"dataworld_1040","Kaggle_4974635","0.0","0.0","0.3056244830438379","Daito Trust Construction","gigiseka construction services(pty) ltd"
"dataworld_1040","Kaggle_4975934","0.0","0.0","0.4114035087719298","Daito Trust Construction","feldman development & construction"
"dataworld_1040","Kaggle_4987770","0.0","0.0","0.3733031674208145","Daito Trust Construction","kellett construction company"
"dataworld_1040","Kaggle_5016776","0.0","0.0","0.3217535153019024","Daito Trust Construction","williams construction contractors"
"dataworld_1040","Kaggle_5021215","0.0","0.0","0.3885630498533724","Daito Trust Construction","lo magno construction, inc. (lci)"
"dataworld_1040","Kaggle_5047943","0.0","0.0","0.3569424964936886","Daito Trust Construction","tag construction services, inc."
"dataworld_1040","Kaggle_5051864","0.0","0.0","0.4678683385579937","Daito Trust Construction","howerton construction, inc."
"dataworld_1040","Kaggle_5058340","0.0","0.0","0.3070588235294117","Daito Trust Construction","bbc construction & remodeling inc."
"dataworld_1040","Kaggle_5059713","0.0","0.0","0.3113026819923372","Daito Trust Construction","zimmer construction consultants"
"dataworld_1040","Kaggle_5109214","0.0","0.0","0.5573122529644269","Daito Trust Construction","rtt construction"
"dataworld_1040","Kaggle_5113198","0.0","0.0","0.43401759530791784","Daito Trust Construction","pennington construction"
