"dbpedia_1426","Kaggle_153826","0.99609375","Empresa Agroindustrial Pomalca","empresa agroindustrial pomalca saa","http://www.pomalca.com.pe","pomalca.com.pe","1996.0","0.0"
"dbpedia_1155","Kaggle_4709","0.9384000000000001","Daiichi Sankyo","daiichi sankyo, inc.","http://www.daiichisankyo.com","dsi.com","2005.0","1866.0"
"dbpedia_2595","Kaggle_104932","1.0","Lowe's","lowe's","https://lowes.com/","","1921.0","0.0"
"dbpedia_4705","Kaggle_305370","1.0","Wei Chuan Foods Corporation","wei chuan foods corporation","https://www.weichuan.com.tw/Export/About%7Cwww.weichuan.com.tw","","1953.0","0.0"
"dbpedia_4129","Kaggle_88079","1.0","TGC-1","tgc-1","http://tgc1.ru/en","tgc1.ru","2005.0","2005.0"
"dbpedia_1296","Kaggle_4499","0.8862666666666668","Donaldson Company","donaldson","http://www.donaldson.com","donaldson.com","1915.0","1915.0"
"dbpedia_2715","Kaggle_2547","0.967420133671425","Marriott Vacations Worldwide","marriott vacations worldwide corporation","https://www.marriottvacationsworldwide.com/","marriottvacationsworldwide.com","0.0","1984.0"
"dbpedia_4164","Kaggle_284553","0.9064814814814816","Taiwan Cement","taiwan cement corporation","http://www.taiwancement.com/en/","taiwancement.com","1946.0","1954.0"
"dbpedia_1632","Kaggle_1365","1.0","Franklin Templeton Investments","franklin templeton investments","https://www.franklintempleton.com/","franklinresources.com","1947.0","1947.0"
"dbpedia_3982","Kaggle_18537","0.970249800227665","Stagecoach Group","stagecoach group plc","https://www.stagecoachgroup.com","stagecoach.com","1980.0","1980.0"
"dbpedia_2003","Kaggle_3102","0.8872685185185184","Hologic","hologic, inc.","http://www.hologic.com","hologic.com","1985.0","1985.0"
"dbpedia_1156","Kaggle_108415","0.9636314814814816","Daiichi Sankyo","daiichi sankyo inc","http://www.daiichisankyo.com","intechgroupllc.com","2005.0","0.0"
"dbpedia_2894","Kaggle_3597","0.9093516621992953","Morningstar, Inc.","morningstar","http://www.morningstar.com/","morningstar.com","1984.0","1984.0"
"dbpedia_708","Kaggle_308569","0.8804687499999999","Bumi Serpong Damai","bumi serpong damai, pt tbk","https://bsdcity.com","bsdcity.com","0.0","0.0"
"dbpedia_1611","Kaggle_37","1.0","Ford Motor Company","ford motor company","https://www.ford.com/%7Cford.com","ford.com","1903.0","1903.0"
"dbpedia_741","Kaggle_278642","1.0","CGI Inc.","cgi inc.","https://www.cgi.com/en","cgimotion.com","0.0","0.0"
"dbpedia_3785","Kaggle_32595","1.0","SeaChange International","seachange international","http://www.schange.com/","schange.com","1993.0","1993.0"
"dbpedia_3144","Kaggle_43368","1.0","OZ Minerals","oz minerals","http://www.ozminerals.com","ozminerals.com","2008.0","2008.0"
"dbpedia_3385","Kaggle_1496735","1.0","Plus500","plus500","https://www.plus500.co.uk/","","2008.0","0.0"
"dbpedia_1168","Kaggle_27096","1.0","Damart","damart","http://www.damart.com","damart.fr","1953.0","1953.0"
"dbpedia_2744","Kaggle_184120","1.0","Maxar Technologies","maxar technologies","http://www.maxar.com","maxar.com","0.0","1969.0"
"dbpedia_2734","Kaggle_13722","0.9256944444444444","Materialise NV","materialise","http://www.materialise.com/","materialise.com","1990.0","1990.0"
"dbpedia_1045","Kaggle_14978","1.0","Conemaugh Health System","conemaugh health system","http://www.conemaugh.org/","conemaugh.org","0.0","1889.0"
"dbpedia_1457","Kaggle_15285","1.0","Equitas Small Finance Bank","equitas small finance bank","https://www.equitasbank.com","equitas.in","2016.0","2007.0"
"dbpedia_4558","Kaggle_310220","0.99609375","Urstadt Biddle Properties","urstadt biddle properties inc.","https://ubproperties.com/","ubproperties.com","1969.0","1969.0"
"dbpedia_1050","Kaggle_15055","1.0","Consolidated Communications","consolidated communications","http://mycci.net/","consolidated.com","1894.0","1894.0"
"dbpedia_465","Kaggle_1259876","1.0","Bajaj Finserv","bajaj finserv","http://www.bajajfinserv.in/","","0.0","0.0"
"dbpedia_3348","Kaggle_76","1.0","Philips","philips","https://www.philips.com","philips.com","1891.0","1891.0"
"dbpedia_757","Kaggle_508948","1.0","CMS Energy","cms energy","http://www.cmsenergy.com/","","1886.0","0.0"
"dbpedia_1234","Kaggle_19750","1.0","Denbury Resources","denbury resources","https://www.denbury.com/","denbury.com","1951.0","1990.0"
"dbpedia_1930","Kaggle_74371","0.8831018518518519","Hellas Online","hellas on line","http://www.hol.gr","hol.gr","1993.0","1993.0"
"dbpedia_3237","Kaggle_237772","1.0","PGG Wrightson","pgg wrightson","http://pggwrightson.co.nz/","","0.0","0.0"
"dbpedia_4283","Kaggle_18089","1.0","The Greenbrier Companies","the greenbrier companies","http://www.gbrx.com/","gbrx.com","1981.0","1981.0"
"dbpedia_3014","Kaggle_13300","0.9148499999999999","New Relic","new relic, inc.","https://newrelic.com/","newrelic.com","2008.0","2008.0"
"dbpedia_1723","Kaggle_5356107","1.0","Gazprom Neft","gazprom neft","http://www.gazprom-neft.com/","","1995.0","0.0"
"dbpedia_1216","Kaggle_100284","1.0","Datawatch Corporation","datawatch corporation","http://www.datawatch.com/","datawatch.com","1985.0","1985.0"
"dbpedia_3016","Kaggle_492399","0.98056686342357","New World Department Store China","new world department store china limited","http://www.nwds.com.hk","nwds.com.hk","1993.0","1993.0"
"dbpedia_4707","Kaggle_257275","0.9731481481481482","WellPoint Systems","wellpoint systems inc.","http://www.wellpointsystems.com","wellpointsystems.com","1997.0","1997.0"
"dbpedia_3470","Kaggle_256","1.0","Qualcomm","qualcomm","http://www.qualcomm.com","qualcomm.com","0.0","1985.0"
"dbpedia_1220","Kaggle_20251","1.0","DeNA","dena","http://dena.jp/intl/","dena.com","1999.0","1999.0"
"dbpedia_2368","Kaggle_36310","1.0","Kahramaa","kahramaa","http://www.km.qa","","2000.0","0.0"
"dbpedia_3244","Kaggle_6856","1.0","PPL Corporation","ppl corporation","http://www.pplweb.com","pplweb.com","1920.0","1920.0"
"dbpedia_3865","Kaggle_268321","1.0","Shuttle Inc.","shuttle inc.","http://www.shuttle.com","","1983.0","1983.0"
"dbpedia_264","Kaggle_255305","0.92578125","Anhui Conch Cement","anhui conch cement co., ltd.","https://archive.today/20130101142000/http:/www.conch.cn/","conch.cn","1997.0","0.0"
"dbpedia_4713","Kaggle_17228","1.0","WesBanco","wesbanco","http://www.wesbanco.com/","wesbanco.com","1870.0","1870.0"
"dbpedia_3719","Kaggle_20138","0.8995587764699334","Samba (bank)","samba bank ltd.","https://www.samba.com/en/personal-banking/index.aspx","samba.com.pk","1980.0","2003.0"
"dbpedia_381","Kaggle_98530","0.9670893916377316","Aurora Cannabis","aurora cannabis inc.","https://www.auroramj.com/","auroramj.com","2006.0","2013.0"
"dbpedia_3909","Kaggle_39116","1.0","SmileDirectClub","smiledirectclub","https://smiledirectclub.com","smiledirectclub.com","2014.0","2014.0"
"dbpedia_1839","Kaggle_107868","0.89176815","Guangshen Railway (company)","guangshen railway co., ltd.","http://www.gsrc.com","gsrc.com","1996.0","0.0"
"dbpedia_3355","Kaggle_75357","0.9325617283950618","PhosAgro","phosagro ag","http://www.phosagro.com","phosagro.com","2003.0","0.0"
"dbpedia_298","Kaggle_4262118","1.0","Aramark","aramark","http://www.aramark.com","pjsykes.com","1936.0","1980.0"
"dbpedia_4330","Kaggle_133592","1.0","Tilray","tilray","https://tilray.com","tilray.ca","2013.0","2013.0"
"dbpedia_3272","Kaggle_2454","1.0","Panasonic","panasonic","https://www.panasonic.com/%7Cpanasonic.com","panasonic.net","1918.0","1918.0"
"dbpedia_1939","Kaggle_83553","1.0","Herbalife Nutrition","herbalife nutrition","https://iamherbalifenutrition.com/","myherbalife.com","0.0","0.0"
"dbpedia_254","Kaggle_140624","0.8812500000000001","Ams AG","ams","https://ams.com","","1981.0","0.0"
"dbpedia_358","Kaggle_3587252","0.8754551661356396","Astarta Holding","astarta","https://web.archive.org/web/20120129184720/http://www.astartakiev.com/%3Fid=300","astartagroup.com","0.0","0.0"
"dbpedia_972","Kaggle_383229","0.8812500000000001","Cintas","cintas china","https://www.cintas.com","cintas.cn","1929.0","2009.0"
"dbpedia_1385","Kaggle_76483","0.9509259259259258","Eidesvik Offshore","eidesvik offshore asa","http://www.eidesvik.no","eidesvik.no","0.0","1965.0"
"dbpedia_3266","Kaggle_66247","1.0","Pakistan Refinery Limited","pakistan refinery limited","http://www.prl.com.pk","prl.com.pk","1960.0","1962.0"
"dbpedia_3373","Kaggle_961","1.0","Pitney Bowes","pitney bowes","http://www.pitneybowes.com/us","pitneybowes.com","1920.0","1920.0"
"dbpedia_4480","Kaggle_1665","1.0","Tupperware Brands","tupperware brands","http://www.tupperwarebrands.com/","tupperwarebrands.com","1946.0","1946.0"
"dbpedia_921","Kaggle_1180185","1.0","China Merchants Bank","china merchants bank","https://www.cmbchina.com/","","1987.0","1987.0"
"dbpedia_4702","Kaggle_221046","0.9814814814814815","Weber Inc.","weber, inc.","https://www.weber.com","weberslicer.com","1893.0","1996.0"
"dbpedia_3140","Kaggle_169547","1.0","OTC Markets Group","otc markets group","http://www.otcmarkets.com","otcmarkets.com","1913.0","1997.0"
"dbpedia_4535","Kaggle_454726","0.9178206997084548","Unisto","unisto ag","http://www.unisto.com","uitservices.co.uk","1926.0","0.0"
"dbpedia_3370","Kaggle_60342","1.0","Piramal Glass","piramal glass","http://glass.piramal.com/","piramalglass.com","1984.0","0.0"
"dbpedia_890","Kaggle_13452","0.9418579101562501","Cheniere Energy","cheniere energy, inc.","https://www.cheniere.com","cheniere.com","1996.0","0.0"
"dbpedia_4738","Kaggle_111719","0.8856732139222472","Windstream Holdings","windstream","http://www.windstream.com","","2006.0","2006.0"
"dbpedia_1813","Kaggle_20980","1.0","Granules India Limited","granules india limited","http://www.granulesindia.com/","granulesindia.com","1984.0","1984.0"
"dbpedia_2992","Kaggle_42669","1.0","National Western Life","national western life","https://www.nationalwesternlife.com","nationalwesternlife.com","1956.0","1956.0"
"dbpedia_2701","Kaggle_41558","1.0","MannKind Corporation","mannkind corporation","http://www.mannkindcorp.com","mannkindcorp.com","1991.0","0.0"
"dbpedia_3728","Kaggle_12293","1.0","Samsung Heavy Industries","samsung heavy industries","http://www.shi.samsung.co.kr/eng/","samsung.co.kr","1974.0","1974.0"
"dbpedia_2000","Kaggle_1485","0.8812500000000001","Holcim Group","holcim","http://www.holcim.com","holcim.com","2015.0","1912.0"
"dbpedia_1308","Kaggle_6670629","1.0","Doral Financial Corporation","doral financial corporation","https://web.archive.org/web/20090204130903/http://doralbank.com/","","1972.0","0.0"
"dbpedia_4307","Kaggle_36403","1.0","The Warehouse Group","the warehouse group","http://www.thewarehousegroup.co.nz/","twgcareers.co.nz","0.0","0.0"
"dbpedia_490","Kaggle_147402","0.9198834724201099","Banco di Sardegna","banco di sardegna s.p.a.","http://www.bancosardegna.it/home.jlcm","bancosardegna.it","1953.0","0.0"
"dbpedia_4458","Kaggle_5948","1.0","Triumph Group","triumph group","http://www.triumphgroup.com/","triumphgroup.com","1993.0","1993.0"
"dbpedia_2095","Kaggle_20198","1.0","INOX Leisure Limited","inox leisure limited","http://www.inoxmovies.com/","inoxmovies.com","1999.0","1999.0"
"dbpedia_120","Kaggle_70024","0.9272434365769765","Agile Property","agile property limited","http://www.agile.com.cn/","agile.com.cn","1985.0","0.0"
"dbpedia_4402","Kaggle_1549","1.0","Toshiba","toshiba","https://www.global.toshiba/ww/top.html","toshiba.com","1875.0","1875.0"
"dbpedia_141","Kaggle_1729","1.0","Akamai Technologies","akamai technologies","https://www.akamai.com","akamai.com","1998.0","1998.0"
"dbpedia_1845","Kaggle_50341","1.0","Gujarat Fluorochemicals Limited","gujarat fluorochemicals limited","https://www.gfl.co.in","gfl.co.in","1987.0","1987.0"
"dbpedia_4019","Kaggle_4855","1.0","Stitch Fix","stitch fix","https://stitchfix.com/","stitchfix.com","0.0","2011.0"
"dbpedia_3431","Kaggle_347762","0.9375727900752314","Private Media Group","private media","http://www.prvt.com/%7Cprvt.com","privatemedia.com.au","1965.0","2003.0"
"dbpedia_617","Kaggle_1538772","1.0","Bill.com","bill.com","http://www.bill.com","","2006.0","0.0"
"dbpedia_4018","Kaggle_43843","0.8940104166666667","Stingray Group","stingray","http://www.stingray.com/","stingray.com","2007.0","2007.0"
"dbpedia_127","Kaggle_4522","1.0","Agricultural Bank of China","agricultural bank of china","https://www.abchina.com/","abchina.com","1951.0","1951.0"
"dbpedia_2797","Kaggle_93161","1.0","Metorex","metorex","http://www.metorexgroup.com","metorexgroup.com","1975.0","1975.0"
"dbpedia_3351","Kaggle_101599","1.0","Phoenix Beverages","phoenix beverages","http://www.phoenixbeveragesgroup.mu","phoenixbeverages.com","1960.0","1951.0"
"dbpedia_173","Kaggle_638694","1.0","Alight Solutions","alight solutions","https://alight.com/","futureofwomen.org","2017.0","0.0"
"dbpedia_2036","Kaggle_41637","1.0","Humax","humax","https://uk.humaxdigital.com","humaxdigital.com","1989.0","1989.0"
"dbpedia_2418","Kaggle_333","1.0","Kimberly-Clark","kimberly-clark","http://www.Kimberly-Clark.com","careersatkc.com","1872.0","1872.0"
"dbpedia_737","Kaggle_229474","1.0","CD Projekt","cd projekt","https://www.cdprojekt.com/en/%7Ccdprojekt.com","cdp.pl","0.0","1994.0"
"dbpedia_114","Kaggle_66717","0.8872685185185184","AerSale","aersale, inc.","http://www.aersale.com/","aersale.com","2008.0","2009.0"
"dbpedia_3770","Kaggle_5089","1.0","Scandic Hotels","scandic hotels","http://www.scandichotels.com","scandichotels.com","1963.0","1963.0"
"dbpedia_4817","Kaggle_5158","0.965625","Zee Entertainment Enterprises","zee entertainment enterprises limited","https://www.zeeentertainment.com/","zeetelevision.com","1991.0","1992.0"
"dbpedia_2805","Kaggle_291448","0.9588853499999999","Michael Hill Jeweller","michael hill jeweller limited","http://www.michaelhill.co.nz","","1979.0","0.0"
"dbpedia_4295","Kaggle_18983","1.0","The RealReal","the realreal","https://www.therealreal.com/","therealreal.com","2011.0","2011.0"
"dbpedia_2852","Kaggle_4152","1.0","Mitsubishi Motors","mitsubishi motors","https://www.mitsubishicars.com/","mitsubishicars.com","1970.0","1917.0"
"dbpedia_2981","Kaggle_23979","0.8995595089737702","National CineMedia","national cinemedia (ncm)","http://www.ncm.com","ncm.com","2002.0","2002.0"
"dbpedia_716","Kaggle_26820","0.8812500000000001","Busey Bank","busey","http://www.sec.gov","busey.com","1868.0","1868.0"
"dbpedia_3479","Kaggle_92945","0.9814814814814815","Quiz (clothing)","quiz clothing","http://quizgroup.co.uk","quizclothing.co.uk","1993.0","1993.0"
"dbpedia_1860","Kaggle_99971","1.0","HEPCO","hepco","http://hepcoir.com/","hepcoinc.com","1972.0","1973.0"
"dbpedia_4212","Kaggle_647","1.0","Tata Steel","tata steel","http://www.tatasteel.com","tatasteel.com","1907.0","1907.0"
"dbpedia_3540","Kaggle_26272","1.0","Regency Centers","regency centers","https://www.regencycenters.com/","regencycenters.com","1963.0","1963.0"
"dbpedia_667","Kaggle_102032","1.0","Bossini","bossini","http://www.bossini.com/","bossini.com","1987.0","0.0"
"dbpedia_180","Kaggle_21232","1.0","Allahabad Bank","allahabad bank","http://www.allahabadbank.in","allahabadbank.in","1865.0","1865.0"
"dbpedia_492","Kaggle_24833","1.0","Bandhan Bank","bandhan bank","http://www.bandhanbank.com/","bandhanbank.com","2015.0","2015.0"
"dbpedia_519","Kaggle_5879491","1.0","Bank of America","bank of america","https://www.bankofamerica.com/%7Cbankofamerica.com","","1956.0","0.0"
"dbpedia_2825","Kaggle_1308","1.0","Millicom","millicom","https://www.millicom.com/","millicom.com","1990.0","1990.0"
"dbpedia_3508","Kaggle_6471","1.0","Ramco Systems","ramco systems","http://www.ramco.com/","ramco.com","1992.0","1999.0"
"dbpedia_683","Kaggle_298167","0.8940104166666667","Breville Group","breville","https://brevillegroup.com/","breville.ca","1932.0","1932.0"
"dbpedia_207","Kaggle_6328","1.0","Altice USA","altice usa","http://www.alticeusa.com","alticeusa.com","2016.0","0.0"
"dbpedia_137","Kaggle_28651","1.0","Airspan Networks","airspan networks","https://www.airspan.com/","airspan.com","1998.0","1992.0"
"dbpedia_4296","Kaggle_30431","0.9928874999999999","The Restaurant Group","the restaurant group plc","https://www.trgplc.com/","trgplc.com","1987.0","0.0"
"dbpedia_4734","Kaggle_8290","1.0","Wilmar International","wilmar international","http://www.wilmar-international.com","wilmar-intl.com","1991.0","1991.0"
"dbpedia_3987","Kaggle_780766","1.0","Standard Bank","standard bank","https://www.standardbank.co.za/southafrica/personal/home/","globalstandardbank.com","1862.0","2010.0"
"dbpedia_4058","Kaggle_38931","1.0","Sumo Logic","sumo logic","https://www.sumologic.com/","sumologic.com","2010.0","2010.0"
"dbpedia_2046","Kaggle_160336","1.0","Hydrema","hydrema","http://www.hydrema.com","hydrema.com","1959.0","1959.0"
"dbpedia_614","Kaggle_27859","1.0","BigCommerce","bigcommerce","http://www.bigcommerce.com/","bigcommerce.com","2009.0","2009.0"
"dbpedia_1743","Kaggle_20005","0.9237654320987655","Genesis Energy Limited","genesis energy","http://www.genesisenergy.co.nz/","genesisenergy.co.nz","1999.0","1999.0"
"dbpedia_4816","Kaggle_2278","1.0","Zebra Technologies","zebra technologies","https://www.zebra.com","zebra.com","1969.0","1969.0"
"dbpedia_2019","Kaggle_2840477","1.0","Horiba","horiba","http://www.horiba.com/","","0.0","1945.0"
