"Blocking Key Value","Frequency"
"cca,tea,tfi,cec,tja,cim,cio,tle,tmi,tod,tou,cot,lah,lai,lax,lay,csh,tug,lep,let,ctu,tyn,cys,lko,lom,dau,uck,lro,udo,lto,dea,uic,lyc,dir,umb,doo,dos,mai,urb,mbe,mbi,urs,uru,dre,utc,mel,dwi,mmo,mpo,msa,edo,mus,vid,eho,eic,eik,eir,eit,elp,enb,naa,nau,epr,nbu,erl,erw,esh,etm,ett,ngg,eva,ngz,nha,nib,nix,nji,nks,nni,nno,fal,nqu,fas,nsi,wei,nuc,wha,whi,nwa,nwh,nxi,fid,obl,oen,fth,oit,oki,onf,oot,orf,ose,oss,osy,otl,gea,gfi,xil,gla,gob,gon,pay,xtr,gse,pec,pep,gua,gzh,hae,pru,pso,heb,het,hex,yhe,hib,hic,hik,his,yoc,yon,yua,hya,iag,zer,ido,idu,ied,iga,igo,ign,iki,ila,ils,inr,rbu,aas,irc,isk,reg,ium,aes,aeu,afo,agi,rib,rif,iya,aig,rkc,rki,aji,rmi,aly,rox,anq,jab,rre,rsi,rta,asd,rur,rva,rys,sac,sak,bbe,bbv,jun,sik,bha,sky,bla,spo,boe,bot,kag,kas,sra,ssp,sss,ssu,stl,stp,ked,bun,kit,kiy,kok,tak,tap,cag,cai,kre,kro","6"
"b","11100"
"ard,art","399"
"ewa,gqi,gsu,zen,iet,zhe,alb,rui","5"
"h","9405"
"cha,den,ser","396"
"cci,kss,tet,taú,kuh,tim,chd,chs,cic,cka,cki,ckr,ckw,tna,cno,tpc,lae,cpa,lak,cpe,lav,lbr,lch,tso,cra,cri,tti,lda,lde,tto,ttp,ldr,led,lef,tum,lhe,lid,lie,tys,lks,llb,llu,low,lpe,ubo,lsb,lsr,ddi,ufj,lun,lur,lus,dem,lva,dfc,lwo,uil,dib,uke,unc,uok,upa,dob,dov,mae,mad,maz,urf,mbl,mbr,usc,uss,mei,dte,dut,vat,eag,ebo,edt,eec,eil,eiy,elu,emo,env,eop,epp,nbe,nbr,ndh,esf,esn,esy,vus,nep,neo,etn,nfe,ews,ewy,nik,nim,exe,niv,exo,eye,nkr,nky,noo,nos,fag,fen,ffa,wid,wmo,wnc,fol,fon,fou,oac,ofi,ogr,wyo,wyn,oji,oka,okk,olg,olk,olt,olv,olw,omb,onr,ooc,oph,opr,orc,orr,oso,gch,xel,gda,gde,otr,oub,ges,ovu,owt,xio,ghw,oyd,git,ozo,gle,xon,gno,gok,pas,gpo,pco,gst,peo,gue,phe,pmo,poo,yak,ppi,hat,hay,yen,hdf,ptt,hee,heu,hey,hie,hiu,ynd,yno,hma,yoe,ypa,hos,ysc,yse,ysi,yso,hre,hte,hub,iar,ibi,zda,icu,ieb,ifu,igl,zio,iic,iis,ika,ike,ild,ilm,imm,inb,inh,ios,iot,rap,aar,rck,irf,irg,abn,rda,isb,acl,zuk,reh,adc,rew,ads,rfi,iuf,ius,rgr,rgy,ixi,rix,aif,aih,rkl,aka,rme,rnb,rnt,rok,anj,rph,jac,jam,jar,rsh,aru,rtr,ask,rud,asy,atr,atw,rwo,axa,aze,azi,sat,sbe,sbu,scr,bco,seb,sfa,sie,sig,skh,skl,skn,smu,bna,bol,kba,sst,sus,kem,kes,ket,key,sve,swa,khy,kir,kop,kos,tag,tau,kru,tdi","4"
"ent","7931"
"sin","391"
"kte,thp,tiz,cip,tli,tst,tss,ldf,cst,lem,cte,liu,llc,uar,uda,dde,uku,ull,maa,dpr,mid,eam,eet,ege,egi,vin,elg,ngn,nhe,nir,nka,ntc,fla,onw,gam,gbo,owa,ped,gyu,ply,has,hla,ynn,iab,iai,ibu,ilf,ioi,iom,abc,irp,reb,ref,rex,rfo,ivi,rra,asr,sag,sar,sbr,sfo,bea,bio,spl,kaw,kim,koh,tbr,tda,tde","3"
"p","7480"
"rop","384"
"n","7216"
"ban","4047"
"ion","4020"
"k","3782"
"l","3477"
"ele","3380"
"r","3016"
"ric","2756"
"ran","2668"
"com","2650"
"w","2601"
"ksh,cce,3,kub,tfo,cei,thn,thw,tig,tir,chm,ckh,cks,cme,toi,cnp,cow,lal,cpr,lbe,tsa,tsi,tsm,tsp,lci,tta,ttl,ldd,ttr,ldw,ldy,tua,lfa,lfi,cul,twe,tyr,lim,lis,lix,llr,llt,lmo,loi,lpi,uat,lpu,uca,dao,daq,lru,dbr,lsh,uec,uer,ufa,lue,ded,dee,dfo,uha,uhe,uif,dhe,lya,uka,uki,umc,dle,dmi,dom,mao,map,may,usb,usm,mce,mch,uta,mda,dso,mea,meg,mew,dwa,uya,mie,mig,mis,dyn,mma,mni,moo,vab,vac,mpr,mre,eca,ecc,veo,edh,mtr,eds,edu,eed,efi,eha,vit,eis,ekt,elk,emb,vor,enp,enu,enw,enz,ncc,erf,ncr,ncy,ndb,ndl,esk,esl,nei,etc,nfr,ngj,ngx,evo,evr,nho,nid,exx,nok,nph,wce,fax,fba,nro,wed,ntd,ntp,nty,nuf,fed,fes,ffi,ffs,whe,nwi,nwo,nya,fil,flo,fmc,woh,wol,oar,obp,ocr,oet,ofa,fud,fuk,ogo,ohl,ois,omc,omn,omu,onh,oos,gaz,gbu,oth,ots,gdo,gec,gef,ouy,gfo,ggo,xim,ghu,gie,gio,gji,xpl,goa,goy,gsd,gto,pfr,pgn,gxi,gye,gyi,plo,pob,pom,yar,yau,yat,ybr,yca,yce,ycl,hbc,yde,yea,pue,hep,ygl,hfo,hia,yog,yos,ypr,yum,hue,hur,hut,ère,hwe,hyo,hys,iac,iao,iay,ibb,ñol,idb,ige,igm,iho,iju,ilr,inp,inz,raj,rak,rar,rav,ipt,rbi,rbr,aai,rcu,abl,aca,isp,isr,acy,aea,rfr,aev,rgo,rha,aft,ahe,aia,aio,rly,aky,rof,roe,roo,ror,anb,aol,aon,rsd,rtm,rtn,asm,asn,rug,run,jet,atp,rwe,rwi,avo,jim,jit,axy,ayi,aym,ayp,saf,bae,bak,sce,see,sex,sga,shl,shm,shs,bib,bim,sli,spr,boo,bpi,std,stf,stg,stn,kde,bse,sul,kep,bue,swe,bva,sym,kik,kio,kle,kma,koi,tab,tae,tav,caa,cad,kri","2"
"tur,dai,ics","378"
"koç,kso,cch,kst,ksw,ccs,ccr,tef,tep,ktg,teo,cda,tev,cdo,7,ürn,kug,kuj,cee,kuo,ceh,cek,tga,cet,tgl,cez,tgo,üst,kvi,thb,thi,thk,thr,tht,cgi,thy,tij,tix,chl,kya,chw,kyb,cib,kym,cid,cig,tjx,tka,cir,cjc,kzo,tlo,ckd,ckg,ckl,ckp,tmc,clp,clo,cié,ciè,cmo,cms,tof,toe,tog,too,toz,tpe,tpr,cog,coh,laf,lag,cpf,tqu,lap,lao,law,lbu,tsb,tsd,cqu,tsk,crb,crh,tsy,ttb,ttg,tth,ldc,ldu,csl,css,csx,tut,lew,lfe,cue,cui,lfr,cum,lgd,lgc,lgu,cvs,lha,lho,lhu,tyd,tyh,tyg,tym,lil,tyv,lio,liz,tze,tzg,lja,lje,lkb,lka,lku,lln,llv,lmy,lna,lni,lnn,loa,lod,loe,lov,uad,uax,ube,lqa,ubr,dad,ubs,daf,dae,ubu,ucb,ucr,dbe,dbi,dbs,udg,lsc,lsf,dca,dcc,lsm,dch,lsu,lsy,uee,uem,ltd,lts,ltu,luf,uft,luk,luo,luw,luz,det,uge,ugh,lve,ugu,lvo,dfu,lwe,dgb,uib,uid,uih,uik,uio,dhr,lyf,did,dif,lym,uju,lyo,lyr,lyt,dip,dix,dja,uma,ume,umo,dla,dli,unh,unj,unl,unm,unp,unu,unz,dmu,uop,uor,dnb,upi,upl,upm,dod,doe,doh,dow,dpa,dpe,dpo,dpw,urp,urt,mbo,1me,mca,mcc,usk,mcd,mck,mcm,mcl,drh,drp,utn,dsb,dsa,dsc,utu,dsi,dsl,dsy,dtr,mfb,dub,duk,dup,uwe,mge,dvb,mgm,dvi,mgr,ärt,uxo,uyg,uyt,dye,dys,mky,mle,ièr,iét,moe,mof,moh,mpb,vak,mph,mpi,vas,vay,mps,eac,eab,eae,eak,eaz,mro,msc,msm,mso,veb,ved,veg,edd,rás,edc,mtn,edf,edw,muc,eee,mut,eep,ees,efa,mwa,mwo,egh,ego,vil,vik,viz,mye,myl,eig,eif,el3,efó,ekc,eke,ekl,réa,elb,elc,elf,elh,vmw,vne,ely,emd,emg,vod,enh,voz,eog,eoi,eok,eol,eor,eot,epe,eph,elé,nay,nbd,vro,nbw,eqt,ncd,x5r,nck,vtb,g4s,eru,erz,ndf,ndj,ndv,neg,nek,eth,neq,etl,nfi,euc,eug,eun,ewi,ewh,ewm,ewl,eww,nia,nig,niz,nja,eyc,eyb,eyd,njo,eyi,eyo,eyn,eyw,nkl,ezd,ezh,nli,nnr,nnt,nod,noc,nof,noh,wab,aús,wag,waf,aúu,wah,npp,fah,fai,wch,nrg,wcr,fbo,nry,nsd,nsl,nsn,nsp,wea,weg,ntg,wep,nth,ntm,wey,ntw,nui,nul,nun,fem,wgr,ffe,nwe,wig,nxe,wim,wip,wir,fib,fif,nyu,fit,fiz,nzl,fjl,wle,flu,wnf,fno,wpp,oam,oav,wrb,obo,obs,occ,oct,wta,wth,odm,fse,odr,wul,oei,ftb,oem,fte,oep,oer,oew,ftw,fub,ofl,fue,fun,wwg,fuy,ogd,ogg,wwo,ogl,www,ogn,ohy,oje,oke,okf,okp,wwü,olh,oln,olm,olr,oms,omr,onj,onl,oop,xab,xag,xai,opc,opg,xas,xau,opt,gai,gak,xce,xco,gba,oru,gca,osi,osk,gce,osn,gct,xer,xes,otp,gdi,gdp,gei,gew,gex,gez,gfa,gfe,oré,gfn,gfs,gga,owh,owm,xit,oyc,gje,ozy,gka,gkn,tée,tég,glu,gmr,xor,xot,xos,øll,god,gor,got,pao,gpt,pbe,pbf,pbi,pbu,pcl,xsy,peg,gte,gth,peu,pex,gtz,pfi,guc,pfl,gud,gun,gup,gut,pgr,xxo,gwa,pht,phy,xye,pil,pio,peñ,pkn,pko,plu,léc,pmk,pnc,poc,pok,yad,yah,ppg,yap,yas,pps,yba,ybl,hac,ps6,hak,hap,ych,hba,hbe,yda,psi,yds,psn,hce,hcl,hcp,yel,hda,yey,pts,ptr,hdw,pud,yfr,hec,pun,pus,yga,heo,hev,pvh,ygu,pwo,yib,yil,yje,hih,hij,yke,hiz,pzu,yla,yli,hkl,yma,ymm,ymo,ymp,hls,hlu,yni,hmc,hni,ypf,hod,hof,hoe,hoo,hoy,hpa,hpb,qan,hpr,qbe,ysk,ysm,hra,yss,hri,yth,yti,hsb,hsh,hsk,yuh,hsy,hth,yve,hum,ywa,huo,ywe,hus,5re,qia,hyn,mès,mér,zan,zba,iae,iad,zca,iau,s66,ibm,ibr,icb,icd,zep,zeo,zeq,idl,ids,éal,zgl,ifb,ifr,ift,móv,igr,igu,éct,zij,zin,zim,ihi,éel,ija,ikr,ikv,iky,ilb,møl,ilc,ilj,iln,ilo,ilt,ilu,iml,zoe,zor,inl,inu,inx,inw,zpr,iog,iol,égé,ior,rah,ipb,ilä,rao,ipi,ipm,zra,rax,ipu,rbo,aab,aag,rby,iqu,aan,aav,ird,rcl,irt,zte,irv,rdc,rdb,rdl,isg,rdo,rdr,acb,isn,zuh,acq,acs,zuo,itb,itc,itf,req,itk,rev,reu,itp,rey,itv,rfa,iuh,eño,aeg,aeo,úsa,rgc,aet,éra,rgs,rgu,éri,rgw,afl,éné,afr,rhb,rho,rhu,agl,agu,zym,úun,ixa,rii,ahb,rir,riv,riu,riw,ixo,riy,ixs,aib,aik,iyu,rkd,aix,iza,aiz,izc,rkm,rko,aja,ajh,izr,rlp,rls,akb,akm,akz,nér,été,alj,alq,rnd,alz,rno,rnn,rnu,amg,amr,amw,roj,t1m,rov,anf,rpe,rpi,rpu,aoh,aop,aos,aot,aov,rmè,aoz,jaj,apf,aph,apg,jau,apu,apz,aqa,jbh,aqi,jbs,amé,rsb,amó,rsn,jch,rss,rsu,jcp,at1,rtf,arw,asg,asf,rtz,asu,asw,asv,jed,jec,jen,jer,ruy,atn,rve,jfe,auo,aun,wär,avn,jhi,awk,rya,ryg,ryl,ryk,jif,axo,rzb,axt,ayb,aye,ayt,ayw,azd,azp,azo,jle,jms,saa,sad,nür,jpm,sbc,baj,bat,bax,scu,bbm,bbo,sda,bbt,jsa,sdo,bce,bci,jte,bde,bed,bec,jur,jus,bey,sgr,shb,shf,shn,shr,fón,shy,jxc,sis,sit,siv,bhp,bhu,bid,bic,big,bii,jys,skf,sko,sks,skt,slg,smc,sml,smo,snb,sni,bmf,bmg,sod,soi,bmw,soh,bnp,sph,spi,wüs,boa,boi,bok,bon,bom,bov,bou,kah,kaj,kam,squ,kal,kao,kap,kar,kbc,óni,sro,kce,ssq,brf,kdd,stq,stu,stw,sue,sud,kea,kei,suy,kex,kfi,buc,buy,brá,kgo,bvi,sté,khe,bwe,syj,kif,kih,óvi,byd,kka,kko,klm,klu,kme,gén,kne,kni,kno,kob,koe,kot,taa,tad,kph,taq,kpn,kpo,tbe,tbu,cay,kra,tcl,cba,cbc,cbr,cbs,tdk","1"
"sto","374"
"tec,ton","368"
"ito,ans","361"
"tee,tru,san","360"
"ice","345"
"nst,car","340"
"als","336"
"ein","324"
"nin,ico,ria,ail,ata","323"
"res","2450"
"ste","2350"
"and","2250"
"est","2214"
"ter","2156"
"ine","2150"
"lec","2100"
"ica","2070"
"ana","2025"
"mer","1960"
"tor,ndu,oni,pet","320"
"cen","315"
"ung,ern,ide,ama","306"
"pac,hea,sch","300"
"ves","299"
"nit,for,ass,aut","294"
"lli,eme,ris,ala","289"
"eas,erg,her","288"
"ntr,omm,red,ain","285"
"uto","273"
"nce","1911"
"tio","1890"
"ind","1848"
"ang","1768"
"han","1755"
"ian","1702"
"tro","1681"
"eri","1620"
"lin,ect,ati","1599"
"men","1568"
"nda,gru","272"
"erv,ont,ood,ive,age,tat","270"
"ill","266"
"uri,oil","264"
"vic,rti","260"
"mon,rol","256"
"y,les,cap","255"
"elo,nan,ngh","252"
"way,wes","240"
"dus,ili","238"
"ura","1560"
"tri","1558"
"str","1554"
"o","1406"
"ctr","1369"
"j","1353"
"ces,nat,tal","1332"
"shi","1295"
"per","1287"
"ron,ant","1224"
"ess","234"
"nts","228"
"ori,rup","225"
"met,nas,nip,icp,ise,ite","224"
"eta,ifi,ari","221"
"mat,emi,nad,wor","210"
"osa,hon","208"
"aco,bra","204"
"ted,log,dev","198"
"lif,irl,ity,cal","196"
"ers","1209"
"ate","1188"
"nco","1184"
"ins","1156"
"ona","1147"
"nal","1140"
"v","1102"
"u","1085"
"dia","1054"
"uni,owe","1044"
"the,tic,nag,nge,gas,kin","195"
"rvi","192"
"nve,inv","190"
"cur","189"
"nol","187"
"uct,eli,ole,orp,ini,rai","182"
"eng,fic,ich,rus,sec","180"
"pan,hen","171"
"ech,olo","170"
"q,enc,por","169"
"tel","1040"
"ank","1008"
"sta","990"
"ust","986"
"air","972"
"son","960"
"ons","928"
"wer,int,ral","924"
"mit,can","900"
"ame","891"
"umi,gre","168"
"vel,ora","165"
"lar,ens,old","160"
"cti,lla,net,nor,nto,oli,gan,ien,rst","156"
"tre,nds,nen,foo,rli,sys","154"
"nam","153"
"ecu","152"
"ola","150"
"don,new,fir,pon,ife,ipp,adi,ase,she","144"
"ten,cpo,med,ema,nov,ond,ire,tar","143"
"nte","840"
"che","837"
"iti","792"
"lia","783"
"con","780"
"ert,pro","759"
"sou","750"
"tra,tsu,mar,ort,are","728"
"ies","720"
"ner","702"
"tiv,iel","140"
"val","135"
"cit,col,lic,uan,ubi,dan,upo,nde,nna,rat,ree,asi,ker","132"
"oba,gha,gin,pri,sam,sia,bri","130"
"gol","128"
"las,lop,mme,rty,stm","126"
"dis,ppo,sen,bis,tan","121"
"els,nai,hou,alc","120"
"tem,nar,par,aci,ade,rts","117"
"tis,len,leu,nso,obi,ock,ods,ors,rch,irs,ada,rma,ams,avi,sai","110"
"pow","700"
"sur","696"
"ong","682"
"all,ast","676"
"tie,rit","665"
"ial","651"
"edi","650"
"nti,rce","644"
"lan","625"
"ell","624"
"ork,ark,ash,tas,cat","108"
"cia","105"
"tia,chn,cos,opm,pme","104"
"ena,esi,ilw,ino,api,aud,bil,sub","100"
"tes,z,lth,und,ntu,ode,gra,pit,arc,jin,sum","99"
"ems,erm,ist,apa","96"
"ler,ile,agr","91"
"lle,mor,ede,esa,eum,ota,iba,ano,sau,sea,bli","90"
"nga,exp,wel,orm,gri,yst,ras","88"
"ani,anp","84"
"tha,kyo,ubl,der,lwa,dit,nca,pub,acc,rgi,ros","81"
"cif,tme,din,mot,nex,ost,ger,ais,rmo,alr","80"
"omp,aga","78"
"nne,ogy,pol,rie","77"
"lls,udi,ven,eni,ere,oll,inn,iwa,alm,ane,asa,ath,sei,sho,sol,sse,sui","72"
"err,ngi,ngs,fin,oku,ome,act,alp,roc","70"
"hno,zho","66"
"chu,tok,cre,ero,ndo,eut,onp,ove,glo,yun,hyu,inc,arm","64"
"llo,lon,unt,msu,epo,nre,ono,oya,ppl,pre,hem,hua,rad,iso,ach,bal,bro","63"
"x,lco,aba","60"
"cel,tho,coc,try,tsc,cro,deu,uit,mob,ear,eda,eer,nac,nci,erp,ese,nki,fra,onc,oti,pin,hel,hil,inm,abi,rde,ren,rge,ami,row,app,rse,sal,sca,kan,kor","56"
"cor,sha","621"
"oma,oto,pen,qui,ima,iro,rks,rod,sti","54"
"eso,our","616"
"ici,ier,rci,any,sba","50"
"nes,nic,ish","600"
"use,uth,esc,nee,oky,gar,gem,out,hun,icr,isc,aiw,rpr,rso,rte","49"
"ene,erc","598"
"cem,cke,uel,een,vis,end,ets,wan,opo,ous,pal,ibe,zon,rga,jap,asc,ruc,sas","48"
"one","594"
"duc,npr,gal,iat,atu","45"
"ita","575"
"cop,lea,lgr,lor,dar,lse,lta,ure,uts,mos,mun,ega,eld,eno,ngl,ext,noi,osh,own,pha,yan,hca,him,hor,rca,rep,ahi,aip,alg,alo,ato,tch","42"
"era","552"
"ult,enn,ngo,npa,rab,ael,arr,ars,bar","40"
"ver","551"
"cie,tla,coa,lit,dat,dic,mpa,eav,erb,wal,nsa,nse,fre,ols,omi,ord,gro,pla,hei,yot,rna,ape,rri,rth,att,avy,axi,ays,sor,ssa","36"
"nsu","546"
"cco,ela,enk,eon,nch,erd,ngf,war,fei,orl,ote,yam,yal,hol,hok,iam,rac,roy,smi,kon","35"
"rea","529"
