"Blocking Key Value","Frequency"
"dev,ome,pin,bal","231"
"lig,ftw","17"
"ino","230"
"thi,cks,tod,tow,cod,lch,cra,lph,lpo,dam,lra,lto,lus,lva,usc,mei,ebo,emb,enr,eop,nbr,nim,nma,nsp,fed,ody,fun,onf,onl,osc,ges,gna,hat,pru,hma,qin,ign,ilm,rda,reg,rew,ius,rme,anw,sat,sde,shm,sie,ssp,stn,key,swe,swi,kir","16"
"nto","228"
"ceb,chc,ldm,lsa,uin,lyc,dir,una,upp,uwa,mpu,ead,eau,eva,fal,nqu,num,nya,gam,get,gia,pea,yin,iff,reb,izo,rle,arp,bei,spl,kaw,kli","15"
"cro,ngh","224"
"tet,cki,lak,llu,lom,mai,mel,eag,eed,vin,enp,erf,esy,neo,nli,noi,nwa,fon,oci,oji,olt,oot,opr,orc,oso,gis,git,pas,pec,peo,hre,iac,ibi,ike,ipe,irf,isr,reh,rgo,rix,aih,anj,aru,asy,soc,bon,kag,stl,tau","14"
"hno","222"
"clo,peu,rfa,alb","13"
"lle,ras","220"
"tif,tle,cno,ttr,ldr,led,lfa,lfi,lid,ubo,lro,udh,ufa,lux,uic,uli,umb,dos,urb,urk,uss,eac,eij,eir,elc,env,eps,erl,erw,ews,nik,nks,wei,fes,nwo,ofa,omc,opu,orr,geo,xil,gle,pel,ppa,yar,yen,put,yhe,qat,hro,hui,iag,iem,ifu,iho,iki,ilg,imm,rak,ipo,raz,ips,rbe,irc,irw,abu,isk,riz,aie,aji,aly,jab,rtm,bak,sev,bla,sra,sst,stj,ked,bud,kia,kim,kit","12"
"act,ret","217"
"kur,uar,dad,mid,fai,nth,has,zan,ilc,ivi,roo,rtn,stu","11"
"mot,vis,exp,pla,ane,sum","216"
"cei,chs,cic,cio,tmi,lav,lax,law,tta,tti,tys,lio,llt,lmo,lpe,ube,das,dca,lue,maz,dte,mig,mma,mmo,mpr,eis,elu,naa,nau,nbe,etc,nid,nix,nji,fas,fax,nuf,fil,fle,obo,oga,oph,gac,gaz,osi,osy,otr,ozo,xpl,gos,gst,poa,hae,hee,ypa,yse,iao,zen,igl,aar,acl,rgy,iya,anb,ror,rov,rpo,jac,jam,rry,rsi,rve,jim,aym,aze,bol,kar,sth,ket,syn","10"
"nso","209"
"tou,cof,tsk,lfo,cul,uck,uga,lve,uis,uku,uma,dmi,utc,miz,uzu,vay,edp,vit,elp,nab,ngy,nhu,ewz,nil,nle,wab,nwh,fid,fis,fos,wze,oki,osu,ots,ghe,pep,yer,heb,hik,yor,yus,zea,iet,inr,itc,aen,afa,afr,rip,aig,rki,izu,rog,anq,aul,sac,sak,bad,sce,shu,sis,bic,swa,kre","9"
"cos,nas,aga","208"
"cca,cce,kue,tir,cme,tpr,lag,lda,cse,llb,lov,lsc,ltu,dee,ugo,uke,dse,mod,vac,msa,eet,vil,eho,vod,nah,eru,eth,nfe,nja,eye,wed,ntc,ntp,fee,fmc,fri,odr,ogo,oke,oko,omn,gec,gma,god,gpo,gse,gue,pso,pun,pur,hig,yne,yoc,yoe,yok,yso,hug,hut,ibu,ieb,inh,ior,irg,zuk,riv,aii,rof,rok,rph,rtr,atp,atw,azi,scr,bco,ske,kap,kba,stg,kei,kos,tap,cab,tdi","8"
"las,eni,ade","207"
"thr,cig,cip,cir,tna,twe,lme,umo,mca,mis,eep,efa,ege,enw,nig,eyb,noc,wae,wea,fsh,pak,gto,gua,ybr,yce,yde,hia,ibr,ict,ird,afe,anf,asu,bat,shn,sig,sit,bir,bou,kam,squ,kne","7"
"adi","204"
"ksh,cci,kte,tga,cet,thw,tig,tja,cim,ckr,cmo,laa,lah,cpa,lau,tsp,lde,cst,tui,lef,tum,leo,lge,lhe,tyi,tyn,tyr,lmi,lou,dav,uda,lsb,lur,uho,ume,ump,mae,may,urt,meg,vas,vec,mtn,edt,ees,ekt,elh,enh,nfi,nfr,ngg,ewy,nib,nir,nky,nob,nop,npe,nro,fen,wha,whe,whi,who,fib,fla,oar,obl,fth,fuk,ohl,ohn,wyo,olw,onh,onr,oom,gap,oru,xel,ouc,oub,gfi,ghw,gli,pbu,xte,gyo,pli,pmo,yba,hap,hay,ycl,psi,hex,ymo,hla,ypr,hoe,hub,idb,zho,rah,ipb,ipu,rbo,rbu,abb,abc,rdc,rer,adr,aft,ahe,rkc,rnb,roe,aom,aol,jar,rtl,asd,asm,rud,rui,jia,axa,joh,saf,see,seg,sfa,sga,shl,bha,big,sna,boo,ssc,ssu,kco,kes,sve,kog,tab,tca,kro","6"
"hil,bro","203"
"tep,tni,toe,tut,tva,llc,daf,dae,uet,luk,dil,dim,dle,unj,usb,usm,mcm,utu,dwe,dyn,eak,edc,eds,egi,eha,ehi,vor,ncy,esl,neg,nek,eyw,nox,fah,fam,nty,ffe,nwe,wse,odh,oei,oms,oop,opt,got,hak,yla,yle,yli,yma,hoc,ywe,ift,iku,ilt,ilv,raj,rar,rbi,aag,aan,irt,rik,amr,rsu,ruk,sfo,smo,soh,kao,kko,tad,kra","5"
"esi,bri","200"
"kst,teo,3,kub,chd,tiz,cis,cka,tmc,ckw,tov,cog,laf,lal,lbr,tsi,tsm,lci,tst,tsy,ldc,ttl,tua,lel,cte,lha,liz,lja,lje,lko,llr,lna,dao,udo,dch,dde,uge,dfi,dfo,uib,lym,uok,map,dpo,urf,mbl,mce,uta,dso,mea,dtr,dut,dwa,uya,dys,mli,mni,mof,moo,mpc,mps,edu,mut,ego,eig,eil,eiy,emc,enm,enu,eog,eol,nae,eph,vro,ncl,ndh,esk,esn,nea,eun,evr,nha,nho,exo,exx,nod,noo,wah,nsb,wen,ffa,wis,wir,fou,fte,fur,fus,ogr,oit,ooc,oos,gai,gak,gbo,gca,gdo,gea,oul,gei,gfo,ows,owt,xis,giz,xon,xtr,pio,poo,yak,hep,het,hni,hoo,ysa,hsh,yud,htc,hte,hur,zak,igm,igr,igu,zin,zio,ihi,iic,ija,ilr,imc,inp,inu,zpr,ipi,rcl,rcu,abn,isb,rdo,acy,ads,rfi,rgr,ivo,rho,ixi,riu,aik,rkl,aja,rkt,rly,ako,alj,rnt,amg,rpe,aph,rsk,rtc,ask,rug,rwo,avo,rya,jit,axo,ayp,azp,sad,bce,seb,bed,bec,jun,sli,smu,bna,sph,boa,boe,kaj,kat,sss,stf,suk,sul,kep,bun,tav,tcl,cbs","4"
"inn,ker","198"
"ksw,tef,tev,thb,kwe,kyb,cid,ckl,tpo,cpr,lbe,ldf,tts,ldt,css,cta,lez,lil,cys,loi,ubr,uca,dbi,dbr,lsk,lul,lwe,dho,dif,uko,umc,dla,unl,dow,dpa,mbc,urp,mch,uvi,mge,dvi,mia,mie,mne,mph,mpi,mso,edd,edw,eea,egh,eke,elf,elg,elm,von,vot,ncr,ndb,evo,ewi,niz,nof,ntg,ntm,ntn,nul,nys,occ,fub,oja,onj,onq,xan,xas,gag,xco,otl,gew,gfa,owo,pao,gun,gyi,plu,yac,yas,hec,pus,hew,ymp,hle,hls,yoi,hra,hri,hum,hya,iab,iae,iad,ibb,icb,idl,ids,idu,iky,ilo,iom,ipm,rbl,rbr,rby,aai,rdb,isg,rdr,acs,rev,rey,aes,rhe,agc,agl,agu,izc,roj,aoi,jaj,rra,apu,arf,rtg,run,atn,jie,aye,ayn,saa,baj,scu,bid,smc,soi,bmw,kaz,sro,ssg,stv,stx,stw,kex,kle,kme,koe,tbr,kri,cbc","3"
"onc,oti","196"
"kso,kss,cdo,tfo,kuh,tgl,tgr,tgu,thf,thn,thp,chl,chm,chp,cib,ckh,ckp,cli,toi,too,coh,lae,cpe,lao,tsa,cqu,tss,cri,ldd,ttp,ldu,ldy,lfr,cum,cré,tym,liu,lix,tze,lkb,lks,llp,lne,loa,lod,loe,uad,lpi,lpr,ubs,dbe,lru,lsm,ltd,uen,ltl,ddi,lun,det,ugh,lvo,uif,uio,dib,lyp,lyt,uki,ulf,ule,ull,dli,unp,unu,upl,dov,dpr,mbo,mbr,dsb,dub,duk,dup,mgr,miy,dye,mke,dzu,mle,moh,mpb,vai,vak,eab,eae,eai,eaz,mre,mro,msc,ecc,veb,veo,eec,eee,efe,mwa,vik,eif,eii,réd,elb,elk,eln,vne,enz,eor,epe,ndg,ndf,ndl,esf,ndv,vus,euc,eww,eyc,njo,eyo,nkr,wag,fag,nri,nsn,nuc,nui,nun,few,ffi,nwi,nyu,wle,fol,oac,oam,obs,ocr,oct,oer,oet,wwo,ogl,ogn,ois,okf,okp,olg,olk,omr,omu,ooi,opc,opg,osk,gch,xer,gda,gde,oré,ovu,ggo,xim,xio,oyc,gio,xos,gno,goa,gok,gor,pba,gsd,ped,pex,gul,pgr,phy,pil,piv,ply,poc,poe,pok,pom,yap,yca,ych,hce,yel,ptr,hev,heu,hey,hie,hih,yke,hiz,hiy,yog,hod,hoy,hpa,ysc,ysi,ysm,hsy,hus,hwe,qia,hyo,hys,zal,iai,iay,ibm,zda,ifo,zim,édi,ikb,ilj,iln,ilu,ily,iml,zoo,inx,inw,iol,ipt,aam,aas,irp,zte,ism,isn,acq,adt,rfo,rfr,aeu,rgu,rha,riy,aif,aio,iza,izh,rko,amm,rox,rpb,rpi,rpu,aoj,jau,aqi,rss,arw,rtz,asn,asr,jer,jfe,jgc,awk,ryh,ryg,ayt,azo,joy,sbe,sbr,sda,bbv,jsa,sdi,sdo,bca,bci,bde,sex,sgo,sgr,shb,shr,shy,sik,siv,skl,skn,sod,bod,boi,kal,kbc,std,kea,kfi,buc,bue,buy,bwe,syd,sym,kik,byd,kma,kno,kob,kot,taa,kph,tbe,tbu,cae,cag,cai,cba","2"
"val,ifi","195"
"ktr,7,ürn,ceh,cek,thk,thl,tht,thy,cgi,kya,chw,kym,tlo,ckd,tnk,cms,tog,toz,cnr,tpe,tqu,lap,cpi,le2,csl,csr,csx,cue,cui,lgd,lgc,lgu,txo,lho,tyh,tyg,lik,lkr,lku,lmy,uat,uax,lqa,ubu,dag,dak,uce,lsf,lsh,uec,uee,uef,uem,lts,luc,luf,deb,ded,luo,luz,dgb,dgo,uid,uih,uik,dhe,lyd,lyf,did,lyl,lyo,lyr,lyu,dja,unh,uop,uor,upi,dod,doh,mao,mcc,usk,mcd,mcl,drh,mda,utn,dsi,uty,dsy,uyg,uyo,uzh,moe,vag,msm,ecp,ved,veg,edf,mtr,mwo,egu,viu,viz,mye,réa,vmw,emd,emg,vop,eok,epc,nao,vra,nbd,vsc,eqt,ncc,nck,vte,etl,etn,ngn,ngx,nhn,ewh,ewm,ewl,eyd,eyp,nkb,nkl,noh,wad,wau,fba,nsd,nsl,ntd,wey,ntw,fem,nva,wig,wip,nyh,fif,fit,flu,wne,woi,wol,wso,wth,odi,fse,odm,ftb,fud,fue,fuy,ogg,oje,olm,oml,xam,xar,xce,gba,gbu,gce,gct,otp,gdi,ouy,gfe,gga,owh,xit,ghu,gie,glu,xof,pbe,gte,gth,gud,gup,gut,xxo,gxi,pld,pob,yad,yau,yat,ybl,hac,hbe,ydb,hcl,yea,pud,yga,ygu,hfi,yit,hkl,yni,hmc,hof,ysk,yss,yth,yto,hsa,yue,yum,hth,huo,mès,mér,zca,iau,zeq,ifb,ifr,zij,iju,ilb,ilp,imk,zoe,zor,inl,inz,iog,rao,zra,rax,aab,aal,aav,abm,rdw,zuh,acn,zuo,itb,rek,itf,itk,itv,adw,aea,rgc,aev,éri,iwi,rhu,agg,zym,rii,ixs,aia,aib,rkd,aiz,rkm,ajh,izr,rls,rmb,alq,alz,rno,rnu,anv,aoh,aon,aos,rmè,aoz,jas,amé,rsb,asf,jed,jen,jfr,auo,aun,rwi,jhi,aws,ryl,ryr,ryt,axy,ayb,ayr,ayu,ayw,azd,jol,nür,jpm,bae,bbm,jus,bey,bhu,bib,skf,sko,sks,slg,sml,snb,snc,bmg,bom,bov,kah,kbd,óni,kbp,ssq,kdd,stq,sud,suv,bva,kgo,kio,kni,caa,tda,cbr,tde,tdk","1"
"ero,nex,gan","192"
"rch","190"
"ili","595"
"mob,pre,hok,rac,rie,roc","189"
"tat","594"
"nna","187"
"ola,omm","585"
"inc","184"
"olo","580"
"nag,icr","182"
"les","578"
"lop,ock,oll,aci","180"
"mon,ein","576"
"cem,sui","176"
"oil","572"
"pha,ren,rte,sal","175"
"ich","570"
"ure,sti","174"
"pri","559"
"tha,mme,esa,she","171"
"nge,ive","555"
"tis,gha","170"
"rit","551"
"ler,err,ole,ost,pen,iel,ars","168"
"sys","550"
"tes,ode","162"
"for","546"
"cel,cre,eut,ace,alm,sea","160"
"rop","544"
"rks,ake,rod","156"
"ern,ntr,rco,kin","540"
"uti,oel","155"
"ora","539"
"nee,hor","154"
"ire","533"
"cur,eav,oto,iro","153"
"mat","532"
"ven,nac,onp,hel","152"
"nve","530"
"lob,omi,ord,ors,ape,sio","150"
"tar","528"
"cia,ear,mun,ega,orl,agr","147"
"cap","527"
"lls,udi,wel,osa,ove,gro,gru,iba,aba,rgi,rth,sei,bli","144"
"nal","1620"
"pon,rst","516"
"pol,bis","143"
"ita","1610"
"met,wes","512"
"duc,eer,ngi,nki,out,him,rge,alp","140"
"era","1608"
"erv","510"
"rel","138"
"eco","1606"
"ari","507"
"tok,pal,abi,ael,ruc","136"
"owe","1595"
"del","506"
"llo,rup,sec","135"
"wer","1568"
"ani,cal","504"
"lon,esc,rad","133"
"min,ore","1554"
"tie,uct,enc,ito","494"
"fic,ann,jap,sai","132"
"ins","1530"
"eas","486"
"ena,oku,ais,alr,cas","130"
"all","1508"
"ess","481"
"har","1449"
"ets,nga","128"
"ndu,rat","480"
"lit,lor,use,eti,ext,ntu,ota,ous,rca,acc","126"
"tec,sou","1440"
"orp,ree","468"
"ela","125"
"eal","1430"
"tre,ppo","462"
"leu,uan,gri","121"
"man","1407"
"inv","460"
"tia,ubi,dar,mco,wan,ilw,aid,ken,tch","120"
"any","1405"
"fir","456"
"gar","119"
"cor","1403"
"icp,ass","448"
"kyo,ubl,lwa,pub,ath,jin","117"
"mit","1380"
"umi","444"
"oda,awa","115"
"che","1350"
"tem","441"
"ete,oma,ime,sse","114"
"art","1349"
"pac,red","435"
"eda,epo,ese,ngo,orm,hou,iso,iwa,alg,rpr,asc,spa,kan","112"
"our,rce","1344"
"nan,gre","434"
"nic","1300"
"n","16564"
"d","15318"
"e","12960"
"i","12825"
"ing","12308"
"f","11832"
"ion","11760"
"g","11591"
"k","10850"
"hin","10011"
"mac,mas,eat,rec,aud,sau","110"
"ens","430"
"dic,mag,hot,ram,tco","108"
"sco","1298"
"pit,sen","429"
"cto,mil,nne,oya,ici,anp","105"
"tor","1264"
"y","425"
"pme","104"
"ics","1260"
"eli","420"
"cie,eno,nse,fre,ato,spe","102"
"ans","1254"
"nol,irs","418"
"two,eum,phi,sub","100"
"eso","1232"
"vic,erg,rti","416"
"ngc,rty","99"
"rin","1224"
"col","408"
"tsc,gem,yam,isc,smi,kor","98"
"tru","1206"
"lla","403"
"x,ecu,end,nci,oco,kai","96"
"gen,pow","1200"
"way","400"
"cer,ngs,ple,bre","95"
"rea","1196"
"ung,foo","396"
"mpa","1188"
"ele","8580"
"chi","8424"
"r","8216"
"anc","8160"
"l","7638"
"ina","7254"
"ter","7154"
"res","6811"
"ric","6519"
"ban","6270"
"rta","93"
"emi,aut","392"
"uth,ono,sca","91"
"hea,car","1180"
"oba","390"
"cin,tte,lip,dat,dit,nca,nel,ewa,nsa,och,osh,ott,hca,ier,isa,ahi,rld,aur,avy,bar,spo","90"
"tsu,san","1176"
"lif","378"
"nen,opm,igh,rli","88"
"ama","1134"
"par","369"
"cco,til,lat,ult,mmu,far,win,rci,bur","85"
"ara","1113"
"uto,elo,ise","364"
"lea,uit,unt,nsh,oky,olu,org,hem,qui,inf,irl,apo,rso,ava,ays,sci","84"
"ver","1083"
"lth,mor,nde,sol,bra","360"
"hen,atu","81"
"ain","1065"
"dis,yst,rma","352"
"toy,lam,twa,uro,nio,ova,ovi,ham,yun,hyu,ago,rne,row,cam","80"
"ene","1058"
"obi","350"
"tla,lab,lek,lte,wal,oyo,hir,rdi,amp,sof","78"
"ard","1050"
"ien,cat","348"
"erd,rde","77"
"nta","1029"
"sch","345"
"cha,tur","1008"
"and","6165"
"ste","5687"
"est","5412"
"tio","5124"
"w","5100"
"ran","5014"
"ine","4988"
"lec","4950"
"men","4480"
"ica","4232"
"tne,ean,epa,wat,rom","76"
"ros","342"
"oft,aso","75"
"ies","1000"
"ted,ond","341"
"coc,try,lex,lta,usi,mes,msu,etw,fra,qua,ira,anu,tac","72"
"her","976"
"fin","340"
"lga,enn,iam,iat,rab,app,arg,arr,sba,sla,kom","70"
"ill","969"
"sia","338"
"nis","69"
"sha","966"
"els,gol","336"
"mal,van,off,rag,rei,arb","68"
"urc,etr","960"
"ork","333"
"lre,ght,hal,rep,aki,rri","66"
"mic","954"
"eng,nme,gas,alc,api","330"
"ley,nfo,alf,amb,sem,ble","65"
"ide","952"
"chn","328"
"chu,cif,cke,woo,sas,ssi","64"
"ial","945"
"asi","324"
"tho,enk,fac,nre,odu,aiw,bea,kon","63"
"ndi","920"
"dus,stm","322"
"air","918"
"ati","3978"
"o","3952"
"ect","3813"
"tri","3800"
"mer","3680"
"eri","3600"
"ind","3486"
"tel","3440"
"nce","3354"
"nte","3192"
"lse,ute,ery,nie,nka,npa,oca,ook,own,yan,ick,abo,isi,rem,ril,iyo,alo,arn,att,rwa,aya,ses,bel,sil,ska","60"
"rol,sho","320"
"ose,rio,ats","57"
"den,ish","900"
"arc,ark","315"
"tex,cho,dig,eld,ink,amo,rse,set,sme","56"
"med","897"
"cit,cti,ema,ase","312"
"eko,ngf,ize","55"
"ata","893"
"uri","308"
"cle,lay,eur,ngr,fie,oce,hei,hip,ibe,rid,aip,sre","54"
"eme,aco","884"
"nam","306"
"cea,cts,lma,dge,dri,mec,egr,ewe,oad,ovo,aus","52"
"nst","880"
"old","304"
"usa,eam,oor,rot,rre,tak","51"
"sto","867"
"lic,nad,ash,rvi,bil","300"
"tek,des,ury,nai,nch,nef,oin,onm,que,aho,aic,ait","50"
"nes","864"
"q","299"
"cop,ppl,hun","49"
"tin,sun","840"
"ada","297"
"dba,uel,ltr,lty,upo,urg,uts,vid,ols,oup,gic,pho,yco,imi,iri,ack,itt,rga,ald,rou,apl,bin,sor,bor,ssa,tam","48"
"tom,ico","817"
"ist","296"
"ope","810"
"ana","3105"
"ers","2976"
"ctr","2960"
"dia","2958"
"v","2900"
"sta","2880"
"pan","2862"
"tal","2844"
"tro","2829"
"ant","2822"
"don,ano","288"
"lli","799"
"ogy","287"
"wor","784"
"ten,nds","286"
"ris","782"
"ote,ger,gin,glo","280"
"tee","780"
"ima,rts","279"
"eel","777"
"ife","276"
"ali","774"
"dan,nov","275"
"sur","768"
"war","273"
"ood,sin","765"
"ndo,inm,ami","272"
"als","752"
"z,tiv,tme,lco,len,gra,hai","270"
"new","744"
"str","2812"
"ate","2706"
"shi","2664"
"ons","2656"
"ron","2628"
"are","2576"
"ces","2556"
"lin,han","2535"
"j","2508"
"nco","2496"
"ile","266"
"nti,oni","736"
"ems,ams","264"
"ber","735"
"din,rai,sam","260"
"ini,ite","728"
"cpo,vel","253"
"ale","725"
"der,und,erm,nor,ach","252"
"nin","722"
"avi","250"
"ech,pet","720"
"ere","248"
"cen","705"
"hon","247"
"ton","704"
"ede,tas","243"
"ser","702"
"ods","242"
"nit","700"
"per","2409"
"u","2356"
"ust","2320"
"ian","2257"
"lan","2250"
"con","2236"
"ort","2158"
"ura","2145"
"tra","2132"
"one","2112"
"age","690"
"ves","689"
"nda","688"
"eta,ria","680"
"the,tic","676"
"omo,ipp,ity","672"
"ail","665"
"ong,ont,ori,iti","660"
"nip","658"
"net","650"
"nat","2072"
"ona","2046"
"ral","2013"
"uni","2001"
"ank","1988"
"ang","1972"
"edi","1950"
"tai","1944"
"int","1904"
"erc","1886"
"lar","640"
"por","637"
"dai,nsu,ice","630"
"ala","629"
"log","627"
"rus","624"
"lia","621"
"eve","612"
"tan","605"
"nts,its","600"
"alt","1800"
"omp","1788"
"mar","1768"
"ame","1755"
"ell","1742"
"ner","1701"
"son","1680"
"ast","1664"
"ert,pro","1656"
"can","1650"
